evaluation,mae
2.000000000000000000e+00,3.307764297485351790e+01
1.000000000000000000e+01,2.274530939102172766e+01
2.000000000000000000e+01,1.290452098846435547e+01
3.000000000000000000e+01,6.398534812927246129e+00
4.000000000000000000e+01,3.896133613586425959e+00
5.000000000000000000e+01,1.700414733886718821e+00
6.000000000000000000e+01,8.450248718261719194e-01
7.000000000000000000e+01,5.724852752685546387e-01
8.000000000000000000e+01,3.930274200439453081e-01
9.000000000000000000e+01,2.023370361328125089e-01
1.000000000000000000e+02,3.021182250976562345e-01
