controllable,dynamic,output
-3.158216445114434556e+00,-9.670251779440224738e+00,1.995776549995052562e+01
-3.158215522766113281e+00,-8.942366600036621094e+00,1.369902992248535156e+01
-3.561084985733032227e+00,-1.000000000000000000e+01,2.026794815063476562e+01
-4.902269363403320312e+00,-9.296376228332519531e+00,1.602835464477539062e+01
-1.456081509590148926e+00,-9.288331031799316406e+00,1.155557441711425781e+01
-5.078980445861816406e+00,-9.446337699890136719e+00,2.104290390014648438e+01
-5.040875911712646484e+00,-1.000000000000000000e+01,2.573800277709960938e+01
-6.453946590423583984e+00,-1.000000000000000000e+01,5.280152130126953125e+01
-7.500000000000000000e+00,-9.891558647155761719e+00,3.398218536376953125e+01
-7.500000000000000000e+00,-1.000000000000000000e+01,3.449197769165039062e+01
-7.500000000000000000e+00,-8.966389656066894531e+00,2.559232330322265625e+01
-7.500000000000000000e+00,-8.221712112426757812e+00,2.937797164916992188e+01
5.661007404327392578e+00,-9.673251152038574219e+00,2.766911315917968750e+01
3.046423196792602539e+00,-8.646144866943359375e+00,9.373889923095703125e+00
7.500000000000000000e+00,-8.188253402709960938e+00,1.442782402038574219e+01
-7.500000000000000000e+00,-8.683065414428710938e+00,2.656339073181152344e+01
-6.069638252258300781e+00,-8.109696388244628906e+00,4.423538589477539062e+01
-6.202504158020019531e+00,-6.974643707275390625e+00,3.988943481445312500e+01
-6.330123424530029297e+00,-8.116744041442871094e+00,4.734169769287109375e+01
-6.438011169433593750e+00,-7.687936305999755859e+00,4.603131103515625000e+01
-6.485020160675048828e+00,-7.727329254150390625e+00,4.641215133666992188e+01
-6.495889186859130859e+00,-7.909589767456054688e+00,4.753847122192382812e+01
-6.439486980438232422e+00,-8.679386138916015625e+00,4.486500549316406250e+01
-6.427240371704101562e+00,-9.305004119873046875e+00,4.565978240966796875e+01
-6.431899070739746094e+00,-9.914032936096191406e+00,5.238030242919921875e+01
-6.438472270965576172e+00,-1.000000000000000000e+01,5.276804733276367188e+01
-6.443156719207763672e+00,-9.953674316406250000e+00,5.261250305175781250e+01
-6.446922302246093750e+00,-1.000000000000000000e+01,5.278760528564453125e+01
-6.510683536529541016e+00,-8.610190391540527344e+00,4.538978576660156250e+01
-6.542215347290039062e+00,-8.404718399047851562e+00,4.677618026733398438e+01
-6.429500102996826172e+00,-9.618434906005859375e+00,4.947031784057617188e+01
-6.481407642364501953e+00,-8.658975601196289062e+00,4.506066894531250000e+01
-6.391511917114257812e+00,-9.434412956237792969e+00,4.699002838134765625e+01
-6.448869705200195312e+00,-1.000000000000000000e+01,5.279167938232421875e+01
-6.451464176177978516e+00,-1.000000000000000000e+01,5.279684829711914062e+01
-6.419502735137939453e+00,-9.485787391662597656e+00,4.774263000488281250e+01
-6.482797622680664062e+00,-9.695848464965820312e+00,5.049992370605468750e+01
-6.635129451751708984e+00,-8.232521057128906250e+00,4.726816558837890625e+01
-6.677171707153320312e+00,-7.219436645507812500e+00,4.170326232910156250e+01
-6.216722488403320312e+00,-8.471708297729492188e+00,4.473417663574218750e+01
-6.068214416503906250e+00,-7.405128955841064453e+00,3.996590042114257812e+01
-6.716279029846191406e+00,-7.203701019287109375e+00,4.127894592285156250e+01
-6.600948810577392578e+00,-8.677835464477539062e+00,4.470446777343750000e+01
-6.142286300659179688e+00,-7.995432376861572266e+00,4.523849105834960938e+01
-6.708080768585205078e+00,-7.383774757385253906e+00,4.253883361816406250e+01
-5.995049476623535156e+00,-6.885642528533935547e+00,3.671745681762695312e+01
-6.631119251251220703e+00,-8.231020927429199219e+00,4.729731750488281250e+01
-6.497822761535644531e+00,-9.486852645874023438e+00,4.788337707519531250e+01
-6.364306926727294922e+00,-9.470645904541015625e+00,4.730406188964843750e+01
-6.576729774475097656e+00,-9.118054389953613281e+00,4.418946456909179688e+01
-6.319530487060546875e+00,-9.726906776428222656e+00,5.018750762939453125e+01
-6.267425060272216797e+00,-9.275488853454589844e+00,4.436566162109375000e+01
-6.666239261627197266e+00,-8.206110000610351562e+00,4.714054107666015625e+01
-6.739334583282470703e+00,-7.483750343322753906e+00,4.305697250366210938e+01
-6.172690391540527344e+00,-7.737632274627685547e+00,4.431374740600585938e+01
-6.712976455688476562e+00,-7.722361087799072266e+00,4.534940338134765625e+01
-6.577287197113037109e+00,-6.343609333038330078e+00,4.342242050170898438e+01
-6.568548679351806641e+00,-5.932569026947021484e+00,4.357486343383789062e+01
-6.892496109008789062e+00,-6.971006870269775391e+00,3.830606842041015625e+01
-6.205244541168212891e+00,-6.857113838195800781e+00,3.999058532714843750e+01
-6.282540798187255859e+00,-5.467126369476318359e+00,4.053160476684570312e+01
-5.724639892578125000e+00,-6.523701190948486328e+00,3.204389190673828125e+01
-6.964768409729003906e+00,-5.662230491638183594e+00,3.786191940307617188e+01
-6.543018341064453125e+00,-4.424101829528808594e+00,4.064277648925781250e+01
-7.102259635925292969e+00,-4.371431350708007812e+00,3.312686157226562500e+01
-6.168624877929687500e+00,-5.078780174255371094e+00,3.782748794555664062e+01
-6.549185276031494141e+00,-5.447600841522216797e+00,4.133840560913085938e+01
-5.482452392578125000e+00,-5.362606525421142578e+00,2.412578582763671875e+01
-7.056377410888671875e+00,-6.076558113098144531e+00,3.733251190185546875e+01
-7.500000000000000000e+00,-4.881174564361572266e+00,2.160318374633789062e+01
5.627949237823486328e+00,-5.168850898742675781e+00,1.741034698486328125e+01
-6.429272651672363281e+00,-5.257279396057128906e+00,4.044375991821289062e+01
