evaluation,mape
2.000000000000000000e+00,7.776686404864062707e-01
1.000000000000000000e+01,6.461291756679251597e-01
2.000000000000000000e+01,5.844948278720076690e-02
3.000000000000000000e+01,4.358102686571282969e-02
4.000000000000000000e+01,2.144305644331539681e-02
5.000000000000000000e+01,4.822211140602716828e-03
6.000000000000000000e+01,4.484097712818446886e-03
7.000000000000000000e+01,4.806519386310713002e-03
8.000000000000000000e+01,4.968002752740527037e-03
9.000000000000000000e+01,5.040072848765400453e-03
1.000000000000000000e+02,4.904786454677898151e-03
