controllable,controllable,environmental,controllable,controllable,controllable,output
1.863389615085553341e-02,4.064650094708014416e-01,9.497509526243460565e-01,1.432596119160173265e-01,4.935055956982413727e-01,8.220248603078228467e-02,4.425891183399346951e-02
9.255061298608779907e-02,4.006395339965820312e-01,9.006023406982421875e-01,6.054918095469474792e-02,4.828375577926635742e-01,4.336577653884887695e-01,3.846535086631774902e-01
1.664200127124786377e-01,3.788577914237976074e-01,8.506597280502319336e-01,1.529036741703748703e-02,2.289227843284606934e-01,3.418749272823333740e-01,3.699765801429748535e-01
4.955368638038635254e-01,1.853283792734146118e-01,8.266863822937011719e-01,1.372363716363906860e-01,6.592707633972167969e-01,4.114246070384979248e-01,1.487132906913757324e-01
9.895020723342895508e-01,8.937899470329284668e-01,7.907956242561340332e-01,3.943675383925437927e-02,8.433240056037902832e-01,1.000000000000000000e+00,1.451558782719075680e-03
1.440008077770471573e-02,4.935626685619354248e-01,7.433595061302185059e-01,1.287569701671600342e-01,1.569590419530868530e-01,4.476144015789031982e-01,6.268790960311889648e-01
1.764044463634490967e-01,7.224317193031311035e-01,7.573947310447692871e-01,7.312021851539611816e-01,0.000000000000000000e+00,9.967765808105468750e-01,3.950906395912170410e-01
7.086932659149169922e-01,1.154333353042602539e-01,7.367318272590637207e-01,2.287748008966445923e-01,5.932238884270191193e-03,8.263358473777770996e-01,4.642145037651062012e-01
7.547428011894226074e-01,3.074103295803070068e-01,7.256992459297180176e-01,9.309960603713989258e-01,2.402007728815078735e-01,9.030860662460327148e-01,6.483436822891235352e-01
9.713221192359924316e-01,5.746187269687652588e-02,7.660989761352539062e-01,3.973561525344848633e-01,2.887022495269775391e-01,4.376676306128501892e-02,1.734668202698230743e-02
4.820080360147753604e-17,9.080801606178283691e-01,7.298046350479125977e-01,7.362714409828186035e-01,2.310076355934143066e-01,6.868394017219543457e-01,5.930247530341148376e-02
7.582435011863708496e-01,2.759873569011688232e-01,6.866527199745178223e-01,3.342227637767791748e-01,1.169729605317115784e-01,7.162218689918518066e-01,7.685524821281433105e-01
5.399669408798217773e-01,4.033270776271820068e-01,7.076425552368164062e-01,0.000000000000000000e+00,6.609992598675159658e-16,7.197525501251220703e-01,4.380124509334564209e-01
1.516722440719604492e-01,3.280719518661499023e-01,6.850572228431701660e-01,9.371094703674316406e-01,2.394718676805496216e-01,7.092264294624328613e-01,2.457875460386276245e-01
