controllable,controllable,environmental,controllable,controllable,controllable,output
5.053035877370142259e-01,2.666655202159822213e-01,9.670346580668278680e-01,3.716942701915425529e-01,8.510612535383618171e-01,4.612089591555799117e-01,1.945858937470550457e-02
9.519855976104736328e-01,7.072271704673767090e-01,9.434853196144104004e-01,5.247474908828735352e-01,5.725811719894409180e-01,2.146379947662353516e-01,1.340441126376390457e-02
4.243008047342300415e-02,1.556880027055740356e-01,9.723612070083618164e-01,7.749036550521850586e-01,2.896723449230194092e-01,7.446648478507995605e-01,2.577992379665374756e-01
1.228461340069770813e-01,7.744637727737426758e-01,9.603753089904785156e-01,8.374699354171752930e-01,3.040723204612731934e-01,8.341673612594604492e-01,1.333124786615371704e-01
1.788459345698356628e-02,5.011482238769531250e-01,9.567936658859252930e-01,7.160536646842956543e-01,6.574999690055847168e-01,6.769309043884277344e-01,4.047232121229171753e-02
5.192946791648864746e-01,6.104678660631179810e-02,9.075651764869689941e-01,3.847705423831939697e-01,1.800472140312194824e-01,9.047369658946990967e-02,7.664980739355087280e-02
3.034372581169009209e-03,9.610419869422912598e-01,9.376919269561767578e-01,6.441385746002197266e-01,2.887174487113952637e-01,2.859612703323364258e-01,9.196373075246810913e-02
9.413325786590576172e-01,4.196216166019439697e-01,9.459537863731384277e-01,7.707379460334777832e-01,2.069696187973022461e-01,9.256082177162170410e-01,7.914963364601135254e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.880483150482177734e-01,9.717118740081787109e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.233539655804634094e-01
2.337641268968582153e-01,9.678314328193664551e-01,9.877346158027648926e-01,1.440290808677673340e-01,3.650239408016204834e-01,9.276798963546752930e-01,8.289338648319244385e-02
9.733700156211853027e-01,1.235543936491012573e-01,1.000000000000000000e+00,7.806839346885681152e-01,1.399980764836072922e-02,3.089099228382110596e-01,2.575335092842578888e-03
2.926572263240814209e-01,4.386709928512573242e-01,1.000000000000000000e+00,5.213460922241210938e-01,1.813577413558959961e-01,9.658555388450622559e-01,9.182361960411071777e-01
2.211294323205947876e-02,1.088145375251770020e-01,1.000000000000000000e+00,3.560741543769836426e-01,1.789613515138626099e-01,9.839591383934020996e-01,6.919326782226562500e-01
6.223365664482116699e-01,3.518580496311187744e-01,1.000000000000000000e+00,4.044167101383209229e-01,2.222553938627243042e-01,9.740283489227294922e-01,9.126582741737365723e-01
0.000000000000000000e+00,3.851906657218933105e-01,1.000000000000000000e+00,5.119662284851074219e-01,1.000000000000000000e+00,9.893788099288940430e-01,4.050482530146837234e-03
1.837875843048095703e-01,3.966192305088043213e-01,1.000000000000000000e+00,2.787785828113555908e-01,1.964497715234756470e-01,9.975860118865966797e-01,1.080063581466674805e+00
4.130675429524569009e-14,4.020037353038787842e-01,1.000000000000000000e+00,2.013203853298319024e-14,1.944608390331268311e-01,1.000000000000000000e+00,8.205939531326293945e-01
8.076262474060058594e-01,5.135575532913208008e-01,1.000000000000000000e+00,3.342865109443664551e-01,2.019004076719284058e-01,1.000000000000000000e+00,7.178816199302673340e-01
6.273358464241027832e-01,3.268916308879852295e-01,1.000000000000000000e+00,4.625373482704162598e-01,1.679450124502182007e-01,1.000000000000000000e+00,8.344199657440185547e-01
9.363878965377807617e-01,5.845456719398498535e-01,9.974552392959594727e-01,9.329524040222167969e-01,1.250938773155212402e-01,9.413133263587951660e-01,5.021051764488220215e-01
6.434098482131958008e-01,3.226181566715240479e-01,9.558150768280029297e-01,9.098857641220092773e-03,1.859897077083587646e-01,9.027543663978576660e-01,8.884028196334838867e-01
3.315465748310089111e-01,6.801556944847106934e-01,9.919115900993347168e-01,2.318636514246463776e-02,1.316697001457214355e-01,5.452323555946350098e-01,1.705457270145416260e-01
8.402599096298217773e-01,3.531063795089721680e-01,9.437412619590759277e-01,1.143403947353363037e-01,1.301940828561782837e-01,9.562688469886779785e-01,9.845215082168579102e-01
3.950538635253906250e-01,3.641891479492187500e-01,9.732673764228820801e-01,2.108637690544128418e-01,8.372477605007588863e-04,1.000000000000000000e+00,8.617439270019531250e-01
3.553491532802581787e-01,4.741897583007812500e-01,1.000000000000000000e+00,2.000915259122848511e-02,1.038398873060941696e-02,8.776480555534362793e-01,6.121145486831665039e-01
5.847170352935791016e-01,3.130463659763336182e-01,9.696463346481323242e-01,2.049607783555984497e-01,2.003212571144104004e-01,4.273256957530975342e-01,4.997023642063140869e-01
8.617519140243530273e-01,9.764239788055419922e-01,9.405028820037841797e-01,1.707638204097747803e-01,9.983307123184204102e-01,1.151810809969902039e-01,1.428607758134603500e-02
1.474665701389312744e-01,8.634813129901885986e-02,9.049025774002075195e-01,7.773283403366804123e-03,3.130093812942504883e-01,9.827236533164978027e-01,6.288451552391052246e-01
1.010194122791290283e-01,3.286432921886444092e-01,8.991006016731262207e-01,4.370397627353668213e-01,4.131380617618560791e-01,9.646215438842773438e-01,9.656497240066528320e-01
5.065662012208621990e-16,3.479170799255371094e-01,9.430285692214965820e-01,2.624442875385284424e-01,2.533991038799285889e-01,1.000000000000000000e+00,1.244052767753601074e+00
1.725344061851501465e-01,2.253004908561706543e-01,9.741021990776062012e-01,1.713223755359649658e-01,4.575154185295104980e-01,8.089596033096313477e-01,8.995670676231384277e-01
1.386131495237350464e-01,4.512538015842437744e-01,9.492070078849792480e-01,5.230219960212707520e-01,1.157669723033905029e-01,6.889315843582153320e-01,6.093913316726684570e-01
3.278340399265289307e-01,1.126146595925092697e-02,9.444379210472106934e-01,1.002025082707405090e-01,7.689069509506225586e-01,9.458881020545959473e-01,3.667688369750976562e-02
8.710229992866516113e-01,3.734228610992431641e-01,9.831148386001586914e-01,9.759648819454014301e-04,4.364345967769622803e-01,9.844393730163574219e-01,3.650117814540863037e-01
9.359307885169982910e-01,8.434990048408508301e-02,9.957389235496520996e-01,3.420814275741577148e-01,3.545501828193664551e-01,7.641607522964477539e-01,3.572290241718292236e-01
6.928605958819389343e-03,2.045351713895797729e-01,1.000000000000000000e+00,2.193395942449569702e-01,3.202852904796600342e-01,4.935126006603240967e-01,9.572426676750183105e-01
4.222673177719116211e-02,3.784820139408111572e-01,9.595268964767456055e-01,3.989907801151275635e-01,3.642896413803100586e-01,3.388857245445251465e-01,4.446941316127777100e-01
1.195625215768814087e-01,2.219373919069766998e-02,1.000000000000000000e+00,9.846230745315551758e-01,8.478562235832214355e-01,2.223765701055526733e-01,6.647385307587683201e-04
9.025248289108276367e-01,8.935192227363586426e-01,1.000000000000000000e+00,9.796810150146484375e-01,9.485149383544921875e-01,5.345844626426696777e-01,2.819361106958240271e-04
4.997959733009338379e-02,3.391699790954589844e-01,9.806911349296569824e-01,2.252188473939895630e-01,5.007183551788330078e-01,9.317404031753540039e-01,5.553880929946899414e-01
5.869508455251569792e-16,2.917849123477935791e-01,9.549338221549987793e-01,2.500402033329010010e-01,2.427736520767211914e-01,9.635739922523498535e-01,1.245651245117187500e+00
3.131966888904571533e-01,2.551284730434417725e-01,9.966609477996826172e-01,9.598713368177413940e-03,1.783040761947631836e-01,7.883923053741455078e-01,7.368047833442687988e-01
4.026499763131141663e-02,9.197325706481933594e-01,1.000000000000000000e+00,2.737633585929870605e-01,8.965237140655517578e-01,9.894483685493469238e-01,1.840729266405105591e-03
1.727627664804458618e-01,1.449677646160125732e-01,1.000000000000000000e+00,1.546934545040130615e-01,4.572646617889404297e-01,5.521162748336791992e-01,7.723275423049926758e-01
2.276838719844818115e-01,9.147716164588928223e-01,1.000000000000000000e+00,7.526849508285522461e-01,1.590438559651374817e-02,8.967447280883789062e-01,5.158771947026252747e-02
2.830425798892974854e-01,9.854980111122131348e-01,9.899067282676696777e-01,1.439787149429321289e-01,1.118246000260114670e-02,1.127728596329689026e-01,3.337245881557464600e-01
3.414582610130310059e-01,6.780083775520324707e-01,1.000000000000000000e+00,7.421770691871643066e-01,2.412385679781436920e-02,8.555568754673004150e-02,1.561389088630676270e+00
3.675057888031005859e-01,6.758314967155456543e-01,1.000000000000000000e+00,8.194402456283569336e-01,6.064481278377422823e-17,7.587482251743117123e-17,1.189892888069152832e+00
4.683978259563446045e-01,5.202665925025939941e-01,9.790443181991577148e-01,3.880076408386230469e-01,1.870346814393997192e-02,3.561657071113586426e-01,2.660915255546569824e-01
2.696716785430908203e-01,7.795998454093933105e-01,9.721618890762329102e-01,5.626119971275329590e-01,1.803542971611022949e-01,2.121281176805496216e-01,1.434749722480773926e+00
2.724479436874389648e-01,7.230406999588012695e-01,9.689332842826843262e-01,6.616564393043518066e-01,8.030910789966583252e-02,1.520077586174011230e-01,1.503099083900451660e+00
7.730144262313842773e-01,7.288858890533447266e-01,9.240580201148986816e-01,6.060927510261535645e-01,9.986807405948638916e-02,9.227149188518524170e-02,2.534617185592651367e-01
2.792453765869140625e-01,7.062672376632690430e-01,9.299876689910888672e-01,7.001300454139709473e-01,1.326824128627777100e-01,1.114351823925971985e-01,1.516300797462463379e+00
3.111684918403625488e-01,7.201328277587890625e-01,8.988768458366394043e-01,7.511430382728576660e-01,8.143986761569976807e-02,1.793607175350189209e-01,1.239228844642639160e+00
2.306000441312789917e-01,7.043685913085937500e-01,9.400002956390380859e-01,5.964292287826538086e-01,1.305532008409500122e-01,6.763693690299987793e-02,1.464037299156188965e+00
2.729974985122680664e-01,7.032977342605590820e-01,9.642953276634216309e-01,6.883121132850646973e-01,1.506827175617218018e-01,1.162488982081413269e-01,1.490306138992309570e+00
3.685719072818756104e-01,7.814907431602478027e-01,9.549120664596557617e-01,3.011959493160247803e-01,3.913009464740753174e-01,1.600640416145324707e-01,1.145282030105590820e+00
3.066828846931457520e-01,7.179049849510192871e-01,9.867846369743347168e-01,5.716329813003540039e-01,1.115202233195304871e-01,1.093767061829566956e-01,2.044717788696289062e+00
