evaluation,mape
2.000000000000000000e+00,9.160873669168065891e-01
1.000000000000000000e+01,5.748887082258056225e-01
2.000000000000000000e+01,2.289689908925086545e-02
3.000000000000000000e+01,2.122042408740770075e-02
4.000000000000000000e+01,2.100712668228945507e-02
5.000000000000000000e+01,2.071585710476769523e-02
6.000000000000000000e+01,2.012926286376681695e-02
7.000000000000000000e+01,2.051334633420508549e-02
8.000000000000000000e+01,2.075699603519299066e-02
9.000000000000000000e+01,2.063790783954363300e-02
1.000000000000000000e+02,2.054202132218898441e-02
