controllable,controllable,environmental,controllable,controllable,controllable,output
4.046493470668792725e-01,8.821880221366882324e-01,2.950814664363861084e-01,5.737558603286743164e-01,1.541951447725296021e-01,3.876492008566856384e-02,-3.152071237564086914e+00
4.046434164047241211e-01,8.822489380836486816e-01,2.269585728645324707e-01,5.738071799278259277e-01,1.528509110212326050e-01,3.871430829167366028e-02,-3.138648986816406250e+00
4.046399295330047607e-01,8.823152184486389160e-01,8.217929303646087646e-02,5.738646984100341797e-01,1.487190872430801392e-01,3.863053396344184875e-02,-3.105554103851318359e+00
4.046619534492492676e-01,8.823822736740112305e-01,9.859683923423290253e-03,5.739060640335083008e-01,1.466265618801116943e-01,3.858797252178192139e-02,-3.086706876754760742e+00
4.046669304370880127e-01,8.822595477104187012e-01,2.057408690452575684e-01,5.737912058830261230e-01,1.521557122468948364e-01,3.871418535709381104e-02,-3.134186744689941406e+00
4.046622216701507568e-01,8.822818994522094727e-01,1.804431378841400146e-01,5.738218426704406738e-01,1.517387628555297852e-01,3.868815675377845764e-02,-3.128692388534545898e+00
4.046215713024139404e-01,8.822414278984069824e-01,2.174227982759475708e-01,5.738438963890075684e-01,1.528255045413970947e-01,3.869324550032615662e-02,-3.136659860610961914e+00
4.046526849269866943e-01,8.823441267013549805e-01,2.929050475358963013e-02,5.739000439643859863e-01,1.466757208108901978e-01,3.859720379114151001e-02,-3.091921091079711914e+00
4.046392440795898438e-01,8.822144865989685059e-01,2.702273130416870117e-01,5.737764835357666016e-01,1.535456329584121704e-01,3.873424232006072998e-02,-3.147334575653076172e+00
4.046565592288970947e-01,8.822945952415466309e-01,1.312208026647567749e-01,5.738374590873718262e-01,1.503776907920837402e-01,3.866320848464965820e-02,-3.117459058761596680e+00
4.046376347541809082e-01,8.822399973869323730e-01,2.406103461980819702e-01,5.738075375556945801e-01,1.533855646848678589e-01,3.872377425432205200e-02,-3.141449451446533203e+00
4.046719670295715332e-01,8.823540210723876953e-01,9.621557593345642090e-02,5.738851428031921387e-01,1.489051878452301025e-01,3.864561766386032104e-02,-3.109034061431884766e+00
4.046358764171600342e-01,8.822579383850097656e-01,1.978580951690673828e-01,5.738244056701660156e-01,1.517804861068725586e-01,3.869011998176574707e-02,-3.132494926452636719e+00
4.046565592288970947e-01,8.823348879814147949e-01,1.999724842607975006e-02,5.738914608955383301e-01,1.462899744510650635e-01,3.859883546829223633e-02,-3.089441061019897461e+00
4.046050608158111572e-01,8.822558522224426270e-01,2.565168142318725586e-01,5.737541913986206055e-01,1.530543565750122070e-01,3.875918686389923096e-02,-3.144642591476440430e+00
4.046489894390106201e-01,8.823024034500122070e-01,7.512560486793518066e-02,5.739043354988098145e-01,1.482743173837661743e-01,3.862519562244415283e-02,-3.103783369064331055e+00
4.046541750431060791e-01,8.823019862174987793e-01,1.083412617444992065e-01,5.738565921783447266e-01,1.494157463312149048e-01,3.865272179245948792e-02,-3.111993551254272461e+00
4.046179354190826416e-01,8.822106122970581055e-01,3.027371764183044434e-01,5.737836956977844238e-01,1.541151553392410278e-01,3.875106945633888245e-02,-3.153492689132690430e+00
4.046406447887420654e-01,8.823201060295104980e-01,4.177812486886978149e-02,5.738984346389770508e-01,1.467348039150238037e-01,3.863454237580299377e-02,-3.095213890075683594e+00
4.046647846698760986e-01,8.822920918464660645e-01,1.427521407604217529e-01,5.738462805747985840e-01,1.507415026426315308e-01,3.867153078317642212e-02,-3.120155096054077148e+00
4.046267867088317871e-01,8.822204470634460449e-01,2.824934720993041992e-01,5.737695693969726562e-01,1.538599729537963867e-01,3.874517604708671570e-02,-3.149695396423339844e+00
4.046473801136016846e-01,8.823207616806030273e-01,1.154833361506462097e-01,5.738316178321838379e-01,1.493296325206756592e-01,3.862798213958740234e-02,-3.113716125488281250e+00
4.046535193920135498e-01,8.823696970939636230e-01,5.330689996480941772e-02,5.738897323608398438e-01,1.476064324378967285e-01,3.861725330352783203e-02,-3.098213434219360352e+00
4.046560227870941162e-01,8.822708129882812500e-01,1.662888973951339722e-01,5.738602280616760254e-01,1.509611159563064575e-01,3.868502750992774963e-02,-3.125535488128662109e+00
4.046425819396972656e-01,8.822841644287109375e-01,1.527495384216308594e-01,5.738431215286254883e-01,1.505690068006515503e-01,3.867358341813087463e-02,-3.122460603713989258e+00
