controllable,controllable,environmental,controllable,controllable,controllable,output
4.046592116355895996e-01,8.823662996292114258e-01,2.617436228320002556e-03,5.738965272903442383e-01,1.457113772630691528e-01,3.857849165797233582e-02,-3.084735393524169922e+00
1.982759386301040649e-01,1.527109891176223755e-01,5.396046638488769531e-01,2.733812630176544189e-01,3.124293982982635498e-01,6.578565239906311035e-01,-3.282074689865112305e+00
1.978455334901809692e-01,1.537589877843856812e-01,5.583061575889587402e-01,2.731206417083740234e-01,3.124306797981262207e-01,6.584726572036743164e-01,-3.253416061401367188e+00
2.173290401697158813e-01,1.466267406940460205e-01,3.306845128536224365e-01,2.825293838977813721e-01,3.078269958496093750e-01,6.608177423477172852e-01,-3.176271438598632812e+00
4.046486914157867432e-01,8.822845220565795898e-01,1.508908569812774658e-01,5.738586187362670898e-01,1.513492912054061890e-01,3.867937624454498291e-02,-3.122034072875976562e+00
4.045724272727966309e-01,8.822633028030395508e-01,6.471520662307739258e-01,5.737966299057006836e-01,1.510031074285507202e-01,3.871089592576026917e-02,-3.197010278701782227e+00
2.134314328432083130e-01,1.471716016530990601e-01,3.640654683113098145e-01,2.809719443321228027e-01,3.086781203746795654e-01,6.598266959190368652e-01,-3.227963209152221680e+00
4.046463668346405029e-01,8.822185993194580078e-01,3.014101982116699219e-01,5.737654566764831543e-01,1.544141173362731934e-01,3.876169025897979736e-02,-3.153247594833374023e+00
4.046538770198822021e-01,8.823413848876953125e-01,4.499184712767601013e-02,5.738819241523742676e-01,1.474995762109756470e-01,3.860936313867568970e-02,-3.096054077148437500e+00
4.046460390090942383e-01,8.822954893112182617e-01,1.216538250446319580e-01,5.738552808761596680e-01,1.498240083456039429e-01,3.865558654069900513e-02,-3.115192413330078125e+00
2.082870900630950928e-01,1.480411440134048462e-01,4.081493914127349854e-01,2.786815762519836426e-01,3.099208772182464600e-01,6.585544347763061523e-01,-3.283512830734252930e+00
4.046322107315063477e-01,8.822277784347534180e-01,2.557015419006347656e-01,5.738134980201721191e-01,1.533208936452865601e-01,3.873177617788314819e-02,-3.144480943679809570e+00
4.046351313591003418e-01,8.822922110557556152e-01,1.975256502628326416e-01,5.738218426704406738e-01,1.516354978084564209e-01,3.868868201971054077e-02,-3.132423162460327148e+00
4.046398997306823730e-01,8.823496699333190918e-01,6.236774101853370667e-02,5.738978981971740723e-01,1.482147276401519775e-01,3.861968964338302612e-02,-3.100543498992919922e+00
4.046263694763183594e-01,8.822183012962341309e-01,2.914966940879821777e-01,5.737895965576171875e-01,1.541566103696823120e-01,3.874829411506652832e-02,-3.151399612426757812e+00
1.977300345897674561e-01,1.547677367925643921e-01,5.738849043846130371e-01,2.730288207530975342e-01,3.123315572738647461e-01,6.591970324516296387e-01,-3.223586320877075195e+00
4.046458303928375244e-01,8.822668790817260742e-01,1.832318156957626343e-01,5.738352537155151367e-01,1.516431570053100586e-01,3.869054466485977173e-02,-3.129307270050048828e+00
4.046018123626708984e-01,8.822724819183349609e-01,6.734901070594787598e-01,5.738375186920166016e-01,1.493451595306396484e-01,3.870740160346031189e-02,-3.198569536209106445e+00
2.016784101724624634e-01,1.500176042318344116e-01,4.769680500030517578e-01,2.753332555294036865e-01,3.116561472415924072e-01,6.572932004928588867e-01,-3.322367906570434570e+00
4.045867025852203369e-01,8.822067975997924805e-01,6.113157272338867188e-01,5.738009214401245117e-01,1.523689329624176025e-01,3.876082226634025574e-02,-3.194490671157836914e+00
2.053266614675521851e-01,1.487765908241271973e-01,4.360945522785186768e-01,2.772431075572967529e-01,3.106653094291687012e-01,6.578825116157531738e-01,-3.307840585708618164e+00
2.069943100214004517e-01,1.483481824398040771e-01,4.201468527317047119e-01,2.780570685863494873e-01,3.102614283561706543e-01,6.582726240158081055e-01,-3.295185565948486328e+00
4.046387970447540283e-01,8.822664022445678711e-01,2.304956018924713135e-01,5.738419294357299805e-01,1.526017785072326660e-01,3.871103003621101379e-02,-3.139379739761352539e+00
4.046553969383239746e-01,8.823086619377136230e-01,8.944799751043319702e-02,5.738646388053894043e-01,1.490325331687927246e-01,3.864322975277900696e-02,-3.107363462448120117e+00
1.998648196458816528e-01,1.510524749755859375e-01,5.040562152862548828e-01,2.743236422538757324e-01,3.121096491813659668e-01,6.572723388671875000e-01,-3.315107822418212891e+00
