evaluation,mape
2.000000000000000000e+00,9.536374594540752980e-01
1.000000000000000000e+01,7.071148173763477374e-01
2.000000000000000000e+01,5.469754753147814119e-01
3.000000000000000000e+01,1.499521843308713465e-01
4.000000000000000000e+01,8.361501965501283440e-02
5.000000000000000000e+01,8.112859115133400079e-02
6.000000000000000000e+01,8.149369547611370890e-02
7.000000000000000000e+01,8.082241139258142248e-02
8.000000000000000000e+01,8.899235279393166720e-02
9.000000000000000000e+01,8.488292620843568281e-02
1.000000000000000000e+02,8.525815630529104405e-02
