controllable,controllable,environmental,controllable,controllable,controllable,output
6.044413010836636735e-01,8.334427679574146763e-01,7.487550930166182450e-01,7.713523087001056266e-01,1.591257079854044854e-01,1.406374566715229424e-02,1.071106051761159250e+00
5.604573339223861694e-02,3.263521492481231689e-01,7.201535701751708984e-01,2.783132530748844147e-02,8.486593365669250488e-01,7.526824474334716797e-01,4.595840871334075928e-01
5.938910245895385742e-01,8.319884538650512695e-01,6.777713894844055176e-01,7.924233078956604004e-01,1.641275584697723389e-01,8.880227804183959961e-03,1.045733690261840820e+00
8.741754889488220215e-01,8.710636496543884277e-01,6.313737630844116211e-01,2.278347462415695190e-01,3.064589947462081909e-02,1.487553268671035767e-01,2.299915999174118042e-02
2.268521636724472046e-01,6.409415602684020996e-01,6.478877663612365723e-01,7.232124805450439453e-01,8.764523863792419434e-01,4.241702258586883545e-01,1.655938476324081421e-01
7.873619794845581055e-01,5.596290230751037598e-01,6.657307147979736328e-01,6.248883605003356934e-01,9.491521865129470825e-02,9.126897901296615601e-03,1.134395822882652283e-01
7.974984049797058105e-01,8.722416162490844727e-01,6.780883073806762695e-01,7.534305453300476074e-01,9.207980334758758545e-02,1.180116825079294439e-17,1.649131923913955688e-01
6.174629926681518555e-01,9.332517981529235840e-01,7.022833228111267090e-01,1.000000000000000000e+00,4.997235834598541260e-01,7.339124679565429688e-01,7.156304083764553070e-03
6.088868379592895508e-01,1.000000000000000000e+00,6.876548528671264648e-01,1.000000000000000000e+00,3.782520890235900879e-01,7.967472821474075317e-02,2.230106443166732788e-01
2.610360085964202881e-01,1.886108070611953735e-01,7.240360975265502930e-01,2.561533451080322266e-01,7.548949718475341797e-01,7.836498022079467773e-01,3.880151510238647461e-01
2.993199229240417480e-01,5.491065979003906250e-01,7.197026610374450684e-01,2.439907342195510864e-01,6.797627210617065430e-01,8.858329057693481445e-01,2.496479600667953491e-01
5.924944877624511719e-01,8.335222601890563965e-01,6.775137782096862793e-01,2.120161950588226318e-01,9.923980832099914551e-01,7.546207308769226074e-01,1.703530177474021912e-02
6.196018457412719727e-01,7.698758244514465332e-01,7.049081921577453613e-01,8.720584511756896973e-01,2.572157979011535645e-01,3.780377563089132309e-03,5.326775312423706055e-01
2.361149787902832031e-01,5.979130864143371582e-01,6.940544843673706055e-01,3.077501952648162842e-01,8.533251881599426270e-01,7.387766838073730469e-01,2.405493110418319702e-01
2.365337871015071869e-02,5.813147425651550293e-01,7.426820993423461914e-01,3.041049093008041382e-02,6.395875811576843262e-01,7.000603079795837402e-01,3.542057871818542480e-01
5.980628132820129395e-01,8.588653802871704102e-01,7.388762831687927246e-01,7.256093025207519531e-01,1.142253726720809937e-01,1.724402606487274170e-02,1.333252906799316406e+00
5.930742621421813965e-01,8.534284830093383789e-01,6.926301121711730957e-01,6.142246127128601074e-01,0.000000000000000000e+00,2.290787547826766968e-02,1.701565146446228027e+00
5.338317155838012695e-01,1.000000000000000000e+00,6.717259287834167480e-01,2.138022035360336304e-01,4.176496093410975163e-10,3.316086960580832965e-09,5.762115716934204102e-01
6.047758460044860840e-01,1.000000000000000000e+00,6.746696829795837402e-01,9.833538532257080078e-02,0.000000000000000000e+00,4.750940501689910889e-01,2.768078818917274475e-02
6.032231450080871582e-01,6.826539039611816406e-01,7.086187601089477539e-01,4.527447521686553955e-01,3.891307848863378993e-12,1.111564785242080688e-02,1.015642642974853516e+00
5.815815925598144531e-01,8.563622832298278809e-01,7.492948770523071289e-01,5.264253020286560059e-01,0.000000000000000000e+00,2.832357771694660187e-02,1.822555184364318848e+00
4.660822749137878418e-01,9.877345561981201172e-01,7.768837213516235352e-01,6.635888218879699707e-01,7.109876275062561035e-01,5.836830660700798035e-02,2.432880640029907227e+00
4.816834330558776855e-01,1.000000000000000000e+00,7.620457410812377930e-01,5.881832838058471680e-01,1.138923987746238708e-01,0.000000000000000000e+00,2.534683704376220703e+00
4.840883612632751465e-01,1.000000000000000000e+00,7.330551147460937500e-01,5.866361260414123535e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.325879096984863281e+00
4.659866690635681152e-01,1.000000000000000000e+00,6.970045566558837891e-01,6.294644474983215332e-01,2.544189360055570948e-13,2.563194339937069355e-13,2.549999475479125977e+00
4.708819687366485596e-01,1.000000000000000000e+00,6.881529688835144043e-01,6.124763488769531250e-01,8.748198630889776617e-15,8.563910722732543945e-01,2.917165681719779968e-02
2.169660627841949463e-01,7.117267847061157227e-01,6.998949050903320312e-01,3.733783364295959473e-01,3.064005374908447266e-01,1.681920140981674194e-01,8.577569127082824707e-01
4.471229612827301025e-01,1.000000000000000000e+00,7.410593032836914062e-01,5.987296104431152344e-01,1.061091275566364875e-16,6.443288177251815796e-02,2.732676744461059570e+00
4.077206254005432129e-01,1.000000000000000000e+00,7.395873069763183594e-01,5.907343029975891113e-01,0.000000000000000000e+00,6.373231112957000732e-02,2.827858448028564453e+00
3.480006456375122070e-01,9.999999403953552246e-01,7.625107169151306152e-01,6.042644977569580078e-01,2.709824400426441571e-07,4.520560055971145630e-02,2.684427738189697266e+00
9.347915649414062500e-01,7.393985986709594727e-02,7.835344672203063965e-01,6.266230344772338867e-01,4.021411240100860596e-01,8.886081576347351074e-01,2.336209565401077271e-01
3.300793766975402832e-01,7.354957461357116699e-01,7.943012714385986328e-01,7.906656861305236816e-01,4.174946248531341553e-01,6.256771087646484375e-02,1.507809877395629883e+00
