controllable,controllable,environmental,controllable,controllable,controllable,output
2.051687985658645630e-01,1.487816572189331055e-01,4.376553595066070557e-01,2.771639227867126465e-01,3.107244968414306641e-01,6.578652262687683105e-01,-3.308888673782348633e+00
4.046320021152496338e-01,8.822311758995056152e-01,2.691136598587036133e-01,5.737999081611633301e-01,1.537341922521591187e-01,3.873668611049652100e-02,-3.147118091583251953e+00
4.046282172203063965e-01,8.822396397590637207e-01,2.777114212512969971e-01,5.737806558609008789e-01,1.538495719432830811e-01,3.875344619154930115e-02,-3.148780345916748047e+00
4.046241641044616699e-01,8.822163939476013184e-01,3.002760708332061768e-01,5.737823843955993652e-01,1.541245430707931519e-01,3.875688463449478149e-02,-3.153037786483764648e+00
2.162968367338180542e-01,1.467564702033996582e-01,3.395513892173767090e-01,2.821384966373443604e-01,3.080469667911529541e-01,6.605658531188964844e-01,-3.190615177154541016e+00
2.081970572471618652e-01,1.480502784252166748e-01,4.087918996810913086e-01,2.786425948143005371e-01,3.099401593208312988e-01,6.585247516632080078e-01,-3.284181118011474609e+00
2.074695229530334473e-01,1.482161581516265869e-01,4.155618250370025635e-01,2.782966494560241699e-01,3.101279139518737793e-01,6.583620905876159668e-01,-3.290929794311523438e+00
4.046213030815124512e-01,8.822424411773681641e-01,2.432984113693237305e-01,5.738016963005065918e-01,1.530165374279022217e-01,3.871945291757583618e-02,-3.141994237899780273e+00
4.046373367309570312e-01,8.822382688522338867e-01,2.340915352106094360e-01,5.738159418106079102e-01,1.531170159578323364e-01,3.871949389576911926e-02,-3.140119075775146484e+00
2.117922604084014893e-01,1.474050134420394897e-01,3.776838779449462891e-01,2.802723348140716553e-01,3.090720772743225098e-01,6.594200730323791504e-01,-3.246949672698974609e+00
2.135446071624755859e-01,1.471340358257293701e-01,3.631213009357452393e-01,2.810125350952148438e-01,3.086739480495452881e-01,6.598814725875854492e-01,-3.226595878601074219e+00
4.046437144279479980e-01,8.822433352470397949e-01,2.180029302835464478e-01,5.738201737403869629e-01,1.527577489614486694e-01,3.871686756610870361e-02,-3.136781692504882812e+00
2.040990144014358521e-01,1.491111218929290771e-01,4.487889707088470459e-01,2.765847742557525635e-01,3.109802603721618652e-01,6.576429605484008789e-01,-3.315300703048706055e+00
2.059534639120101929e-01,1.485771387815475464e-01,4.298658668994903564e-01,2.775669693946838379e-01,3.105188608169555664e-01,6.580308675765991211e-01,-3.303311347961425781e+00
4.046459496021270752e-01,8.822469115257263184e-01,2.596365213394165039e-01,5.737916231155395508e-01,1.529539376497268677e-01,3.872210904955863953e-02,-3.145260095596313477e+00
4.046453535556793213e-01,8.822593688964843750e-01,1.937432289123535156e-01,5.738191604614257812e-01,1.519895493984222412e-01,3.869430348277091980e-02,-3.131604671478271484e+00
4.046297967433929443e-01,8.822752237319946289e-01,2.050464749336242676e-01,5.738211870193481445e-01,1.521621495485305786e-01,3.870283812284469604e-02,-3.134038448333740234e+00
2.095444947481155396e-01,1.478119790554046631e-01,3.972764611244201660e-01,2.792650163173675537e-01,3.096148073673248291e-01,6.588481664657592773e-01,-3.271517515182495117e+00
2.154120802879333496e-01,1.468706727027893066e-01,3.471613228321075439e-01,2.817877233028411865e-01,3.082403540611267090e-01,6.603428125381469727e-01,-3.202595472335815430e+00
4.046429395675659180e-01,8.822737932205200195e-01,1.780414730310440063e-01,5.738427639007568359e-01,1.515684425830841064e-01,3.868810459971427917e-02,-3.128160953521728516e+00
2.180194854736328125e-01,1.465031802654266357e-01,3.252007961273193359e-01,2.827741801738739014e-01,3.076723515987396240e-01,6.609452366828918457e-01,-3.167210102081298828e+00
4.046337604522705078e-01,8.822535276412963867e-01,2.268583923578262329e-01,5.738124251365661621e-01,1.526528298854827881e-01,3.871131315827369690e-02,-3.138628244400024414e+00
4.046276211738586426e-01,8.822221159934997559e-01,2.942478656768798828e-01,5.737892985343933105e-01,1.541469097137451172e-01,3.875181823968887329e-02,-3.151915311813354492e+00
2.104842960834503174e-01,1.476666778326034546e-01,3.890210688114166260e-01,2.796710729598999023e-01,3.093781769275665283e-01,6.590964198112487793e-01,-3.261598110198974609e+00
4.046320319175720215e-01,8.822158575057983398e-01,3.153593540191650391e-01,5.737786293029785156e-01,1.544620543718338013e-01,3.875470906496047974e-02,-3.155797719955444336e+00
