controllable,controllable,environmental,controllable,controllable,controllable,output
9.083877487945357654e-01,5.561729852745048719e-01,5.781907918738826702e-01,7.148298778205699477e-01,1.741702530328504972e-01,9.433483858842017789e-02,1.778882904308148188e-02
8.621034622192382812e-01,2.542646229267120361e-01,6.015980839729309082e-01,7.765620946884155273e-01,2.318783700466156006e-01,2.233935445547103882e-01,1.583363860845565796e-02
1.336443237960338593e-03,4.073612093925476074e-01,6.416823863983154297e-01,5.363059043884277344e-01,9.766021966934204102e-01,9.470582604408264160e-01,8.478342741727828979e-02
0.000000000000000000e+00,4.584042727947235107e-01,6.912510395050048828e-01,5.235142260789871216e-02,6.701924800872802734e-01,2.128369063138961792e-01,1.675845384597778320e-01
9.015525579452514648e-01,0.000000000000000000e+00,6.497885584831237793e-01,1.512066836807825351e-16,1.000000000000000000e+00,1.000000000000000000e+00,7.299870485439896584e-04
2.506236135959625244e-01,6.391634941101074219e-01,6.243857741355895996e-01,4.517000168561935425e-02,6.490594148635864258e-01,1.086488589644432068e-01,1.418651640415191650e-01
6.723745947117859990e-16,5.210372805595397949e-01,6.335981488227844238e-01,3.565452396869659424e-01,4.140886943787336349e-03,3.261280134836397337e-16,5.709573626518249512e-02
3.558349311351776123e-01,2.983573973178863525e-01,5.900235176086425781e-01,7.773973345756530762e-01,4.325562417507171631e-01,8.215832114219665527e-01,2.755323946475982666e-01
4.173655509948730469e-01,4.961609840393066406e-02,6.262298822402954102e-01,9.799644351005554199e-01,2.436696738004684448e-01,7.357979416847229004e-01,7.288227975368499756e-02
3.310624063014984131e-01,4.334183037281036377e-01,6.315734386444091797e-01,6.868826150894165039e-01,5.187937021255493164e-01,5.173397660255432129e-01,2.583622932434082031e-01
3.372198343276977539e-01,5.364787764847278595e-03,6.323972940444946289e-01,1.189154982566833496e-01,1.000000000000000000e+00,8.595530390739440918e-01,2.786921858787536621e-01
3.383400142192840576e-01,0.000000000000000000e+00,5.993309617042541504e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.861812114715576172e-01,4.032790660858154297e-01
3.049261569976806641e-01,1.404342707246541977e-02,6.269012689590454102e-01,3.876267969608306885e-01,8.279591202735900879e-01,2.996881306171417236e-01,2.071602344512939453e-01
6.478128433227539062e-01,4.580292403697967529e-01,6.544413566589355469e-01,5.913473367691040039e-01,7.398643493652343750e-01,9.922578334808349609e-01,3.718182072043418884e-02
1.541643142700195312e-01,4.576356410980224609e-01,6.622821092605590820e-01,4.284785687923431396e-01,6.357898116111755371e-01,4.325924813747406006e-01,4.414262771606445312e-01
1.349782347679138184e-01,3.065158128738403320e-01,7.072575092315673828e-01,1.391925513744354248e-01,9.694099426269531250e-01,3.609452545642852783e-01,3.910805881023406982e-01
1.623743474483489990e-01,5.304084420204162598e-01,6.993541717529296875e-01,1.000000000000000000e+00,3.181212246417999268e-01,9.820135310292243958e-03,7.107891142368316650e-02
2.010777294635772705e-01,2.755182087421417236e-01,6.628290414810180664e-01,8.310114514058832566e-18,1.000000000000000000e+00,5.995413661003112793e-01,7.230376601219177246e-01
1.993232667446136475e-01,9.298312943428754807e-04,6.640413403511047363e-01,1.315856274380087786e-18,1.000000000000000000e+00,6.868873238563537598e-01,6.348763108253479004e-01
2.031131684780120850e-01,1.000000000000000000e+00,6.551488041877746582e-01,7.644817091379593060e-15,0.000000000000000000e+00,6.260550618171691895e-01,5.231817811727523804e-02
0.000000000000000000e+00,1.000000000000000000e+00,6.719100475311279297e-01,0.000000000000000000e+00,1.000000000000000000e+00,5.765024423599243164e-01,8.078517764806747437e-02
2.012864649295806885e-01,2.322870641946792603e-01,7.093901038169860840e-01,1.603808999061584473e-01,1.000000000000000000e+00,6.357724666595458984e-01,5.491399765014648438e-01
2.140183448791503906e-01,6.298050880432128906e-01,6.973743438720703125e-01,2.768522799015045166e-01,9.332461953163146973e-01,7.663938999176025391e-01,2.134677469730377197e-01
1.683722585439682007e-01,3.365024179220199585e-02,7.270488142967224121e-01,1.570731103420257568e-01,4.162042140960693359e-01,9.473869800567626953e-01,1.047500014305114746e+00
7.475407421588897705e-02,1.847590357065200806e-01,7.365729212760925293e-01,1.433915644884109497e-01,9.731024503707885742e-01,9.878475666046142578e-01,1.437065452337265015e-01
1.998312622308731079e-01,3.628684952855110168e-02,7.392202019691467285e-01,6.925227046012878418e-01,3.034670054912567139e-01,4.703192710876464844e-01,3.812407553195953369e-01
4.844669401645660400e-01,8.747679591178894043e-01,6.985223889350891113e-01,7.671121507883071899e-02,3.201567232608795166e-01,3.522113263607025146e-01,1.707574129104614258e-01
3.835528194904327393e-01,7.155472040176391602e-01,6.518263220787048340e-01,5.675280932337045670e-03,9.576613306999206543e-01,5.720934271812438965e-01,1.819753646850585938e-01
7.527694702148437500e-01,8.491092920303344727e-01,6.130242347717285156e-01,6.904261708259582520e-01,9.042502045631408691e-01,1.421303674578666687e-02,3.279980719089508057e-01
1.686548441648483276e-01,1.734186196699738503e-03,5.840004086494445801e-01,1.387175021652343221e-17,2.863317430019378662e-01,9.267683625221252441e-01,9.012942314147949219e-01
7.525004744529724121e-01,1.508391946554183960e-01,5.395907759666442871e-01,8.776998519897460938e-01,7.782843112945556641e-01,2.157160341739654541e-01,2.042973646894097328e-03
1.663411408662796021e-01,1.252213804551355076e-16,5.024222135543823242e-01,2.363379597663879395e-01,8.020224422216415405e-02,8.102201223373413086e-01,1.132540464401245117e+00
1.648321002721786499e-01,1.752996941264397743e-15,4.949278533458709717e-01,3.107659816741943359e-01,7.481764554977416992e-01,8.465973734855651855e-01,4.337601065635681152e-01
1.805382668972015381e-01,5.988688394427299500e-02,4.903591573238372803e-01,1.931385695934295654e-01,1.553828865289688110e-01,9.480001926422119141e-01,1.097924709320068359e+00
2.156088866421013115e-18,0.000000000000000000e+00,4.775139987468719482e-01,2.368926256895065308e-01,2.314777374267578125e-01,8.437905907630920410e-01,1.787988066673278809e+00
3.946873247623443604e-01,5.729976892471313477e-01,4.687374234199523926e-01,3.708273470401763916e-01,3.393642902374267578e-01,9.085013270378112793e-01,9.216503500938415527e-01
7.887544996796933103e-17,1.826641903226067665e-16,4.952293038368225098e-01,2.795011401176452637e-01,2.754566073417663574e-01,7.819647789001464844e-01,2.275360345840454102e+00
1.589572303627839457e-17,1.592526761165307357e-16,5.449543595314025879e-01,3.002786338329315186e-01,3.060215413570404053e-01,7.176941633224487305e-01,2.495575666427612305e+00
0.000000000000000000e+00,9.754139425824291486e-18,5.834974050521850586e-01,2.925610244274139404e-01,3.154591619968414307e-01,6.754331588745117188e-01,2.511432886123657227e+00
6.767361164093017578e-01,0.000000000000000000e+00,6.327604055404663086e-01,3.127333223819732666e-01,3.119736611843109131e-01,6.835775971412658691e-01,1.381314396858215332e+00
3.244405090808868408e-01,9.965221285820007324e-01,5.876055359840393066e-01,6.987598538398742676e-01,1.512076109647750854e-01,9.530514478683471680e-01,2.996384911239147186e-02
2.661837637424468994e-01,1.009153351187705994e-01,5.961344242095947266e-01,2.030654251575469971e-01,3.131904900074005127e-01,6.444164514541625977e-01,2.944392204284667969e+00
5.363013744354248047e-01,3.256729245185852051e-01,6.381056904792785645e-01,1.232612356543540955e-01,2.989242374897003174e-01,5.663074851036071777e-01,1.375430583953857422e+00
3.913141787052154541e-02,4.278614372014999390e-02,6.094697713851928711e-01,2.982392013072967529e-01,3.808498978614807129e-01,3.307606279850006104e-01,1.115877151489257812e+00
3.426164686679840088e-01,1.265801787376403809e-01,6.027847528457641602e-01,1.416186895221471786e-02,1.059685051441192627e-01,5.669865012168884277e-01,8.480103611946105957e-01
2.654159665107727051e-01,3.564958274364471436e-01,5.938248038291931152e-01,2.597630321979522705e-01,4.158655107021331787e-01,7.877294421195983887e-01,2.082406520843505859e+00
3.501476347446441650e-01,1.985391378402709961e-01,5.929549932479858398e-01,4.013748839497566223e-02,4.368610084056854248e-01,5.410837531089782715e-01,1.380355596542358398e+00
2.067936211824417114e-01,8.470679819583892822e-02,6.229078769683837891e-01,3.735256195068359375e-01,3.630127012729644775e-01,8.112744688987731934e-01,2.251351356506347656e+00
2.190173268318176270e-01,7.506402581930160522e-02,6.559045314788818359e-01,2.443383932113647461e-01,3.239084184169769287e-01,6.714366674423217773e-01,2.876626968383789062e+00
2.900258600711822510e-01,2.538226544857025146e-01,6.836512088775634766e-01,2.361658215522766113e-01,2.064272612333297729e-01,4.749982655048370361e-01,1.705966711044311523e+00
2.513372898101806641e-01,0.000000000000000000e+00,6.630402207374572754e-01,2.477363348007202148e-01,3.288709223270416260e-01,6.342710256576538086e-01,2.645292997360229492e+00
