controllable,controllable,environmental,controllable,controllable,controllable,output
7.797101110336928098e-01,5.497185040998837646e-01,4.471662670954661412e-01,7.214625557032170455e-01,2.689165808293479953e-01,3.892868784860841203e-01,7.376372775168552054e-02
9.873676300048828125e-01,7.593837976455688477e-01,4.022446870803833008e-01,7.140809893608093262e-01,5.325913429260253906e-02,2.200434058904647827e-01,6.187458522617816925e-03
4.358666017651557922e-02,4.579158127307891846e-01,4.053208827972412109e-01,1.354575157165527344e-01,9.318854212760925293e-01,5.849082469940185547e-01,4.566835463047027588e-01
4.436652362346649170e-01,7.356622070074081421e-02,3.732017576694488525e-01,8.718720823526382446e-02,2.498837560415267944e-01,9.474104046821594238e-01,9.149537086486816406e-01
8.551096320152282715e-01,3.311673104763031006e-01,3.834842443466186523e-01,6.311476230621337891e-02,8.817248791456222534e-02,2.990964353084564209e-01,7.866121828556060791e-02
0.000000000000000000e+00,1.000000000000000000e+00,3.659305572509765625e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.405631098896265030e-02
0.000000000000000000e+00,0.000000000000000000e+00,3.415887355804443359e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.845908049494028091e-03
3.686381578445434570e-01,5.808406323194503784e-02,3.294009268283843994e-01,1.009081974625587463e-01,2.967520058155059814e-01,9.957427382469177246e-01,8.504813909530639648e-01
5.337977781891822815e-03,3.242531418800354004e-02,2.809371352195739746e-01,9.019741415977478027e-02,6.501005887985229492e-01,8.361899852752685547e-01,2.964170575141906738e-01
5.286208987236022949e-01,2.498688257781541597e-18,3.162374496459960938e-01,3.729655473350135253e-17,1.170389726758003235e-01,9.814990162849426270e-01,2.415439337491989136e-01
4.937959909439086914e-01,7.129149883985519409e-02,3.649001419544219971e-01,1.056505367159843445e-01,4.248332381248474121e-01,1.000000000000000000e+00,5.799556374549865723e-01
3.869937360286712646e-01,6.840784847736358643e-02,3.577547669410705566e-01,9.657203406095504761e-02,1.788337081670761108e-01,9.763306975364685059e-01,7.121162414550781250e-01
1.870414984991224165e-19,2.935919592759974104e-18,3.450360596179962158e-01,8.219554275274276733e-02,2.893717885017395020e-01,9.197045564651489258e-01,1.008005380630493164e+00
0.000000000000000000e+00,5.834259046802684075e-17,3.636622726917266846e-01,8.558793365955352783e-02,3.014990091323852539e-01,8.420783877372741699e-01,1.370779871940612793e+00
2.276900973028643897e-19,2.461322396993637085e-02,3.306989669799804688e-01,2.029559761285781860e-01,3.071637749671936035e-01,7.903965711593627930e-01,2.113748073577880859e+00
2.642463706433773041e-02,9.745974093675613403e-02,3.307341337203979492e-01,8.599182963371276855e-01,5.214755982160568237e-02,5.123915523290634155e-02,3.597781062126159668e-03
6.818301310354653855e-18,4.277510568499565125e-02,3.601596355438232422e-01,3.035055994987487793e-01,3.067266345024108887e-01,7.583062052726745605e-01,2.437261104583740234e+00
0.000000000000000000e+00,1.343268156051635742e-01,3.402245044708251953e-01,4.555072188377380371e-01,3.168671727180480957e-01,7.275202274322509766e-01,1.964017391204833984e+00
0.000000000000000000e+00,1.191269722767174244e-03,3.033341169357299805e-01,1.209318339824676514e-01,2.540223896503448486e-01,7.605412006378173828e-01,1.696655035018920898e+00
6.711052060127258301e-01,7.812486290931701660e-01,3.139891922473907471e-01,8.519560098648071289e-01,3.736494779586791992e-01,7.675954103469848633e-01,1.586709916591644287e-02
6.891341507434844971e-02,8.227461948990821838e-03,2.833341658115386963e-01,9.000611305236816406e-01,3.094287514686584473e-01,7.624016404151916504e-01,6.464201211929321289e-02
1.802713354815031689e-16,0.000000000000000000e+00,2.892408668994903564e-01,3.115982711315155029e-01,1.521604210138320923e-01,6.464931853710756317e-16,5.067501589655876160e-02
1.000000000000000000e+00,1.000000000000000000e+00,2.739545106887817383e-01,3.020659387111663818e-01,3.183818459510803223e-01,7.156308889389038086e-01,3.875325620174407959e-02
0.000000000000000000e+00,7.711084211082220815e-17,2.479632496833801270e-01,3.111948072910308838e-01,3.221341073513031006e-01,7.060819864273071289e-01,2.328782081604003906e+00
1.000000000000000000e+00,9.832001291215419769e-03,1.980255693197250366e-01,3.306277692317962646e-01,2.850659489631652832e-01,7.689523696899414062e-01,4.176604449748992920e-01
0.000000000000000000e+00,3.030778467655181885e-01,2.088204473257064819e-01,3.128334283828735352e-01,2.806091308593750000e-01,7.551770210266113281e-01,2.111223697662353516e+00
1.045154407620429993e-01,1.950462105897987348e-17,2.013605087995529175e-01,3.287082612514495850e-01,3.124506175518035889e-01,7.825050950050354004e-01,2.277652740478515625e+00
1.294499933719635010e-01,1.744658201932907104e-01,2.502701580524444580e-01,2.748739123344421387e-01,4.078714251518249512e-01,5.816577672958374023e-01,2.357422828674316406e+00
1.561459153890609741e-01,7.534230886807821488e-19,2.825763821601867676e-01,2.895821630954742432e-01,3.496148288249969482e-01,6.794940829277038574e-01,2.740365982055664062e+00
2.185563296079635620e-01,2.518025928977489893e-16,2.749738991260528564e-01,2.906750738620758057e-01,3.112505972385406494e-01,6.627184152603149414e-01,2.856427669525146484e+00
2.781507372856140137e-01,8.736489723882966000e-17,2.316055148839950562e-01,3.290880918502807617e-01,2.931257486343383789e-01,6.191518306732177734e-01,2.661240816116333008e+00
3.760534822940826416e-01,9.229791909456253052e-02,2.229816466569900513e-01,4.382119774818420410e-01,4.963781237602233887e-01,6.751318573951721191e-01,1.196033120155334473e+00
2.456206083297729492e-01,4.657569902671854223e-12,2.404463738203048706e-01,2.406420707702636719e-01,3.019835650920867920e-01,6.256794929504394531e-01,2.708576440811157227e+00
5.314407348632812500e-01,5.376627668738365173e-02,2.058250457048416138e-01,2.393636386841535568e-04,5.179628729820251465e-01,2.436149865388870239e-01,1.129225343465805054e-01
5.757883787155151367e-01,5.995332598686218262e-01,1.962734311819076538e-01,5.771387219429016113e-01,3.242901340126991272e-02,9.205908179283142090e-01,7.318852096796035767e-02
8.616262674331665039e-01,6.827903985977172852e-01,1.644495576620101929e-01,5.991918444633483887e-01,9.939572811126708984e-01,7.239901274442672729e-02,5.888805165886878967e-02
1.132870391011238098e-01,1.053441166877746582e-01,1.529367715120315552e-01,3.780488073825836182e-01,3.226006925106048584e-01,3.479629158973693848e-01,1.112182855606079102e+00
1.881362497806549072e-01,7.334994077682495117e-01,1.618996709585189819e-01,3.107342422008514404e-01,1.604264527559280396e-01,4.489392340183258057e-01,4.640626013278961182e-01
3.345539569854736328e-01,1.540769934654235840e-01,1.575731635093688965e-01,1.831237971782684326e-01,3.242342770099639893e-01,5.311096906661987305e-01,2.128802061080932617e+00
1.375436410307884216e-02,4.019681215286254883e-01,1.084144264459609985e-01,5.344608053565025330e-02,3.472579121589660645e-01,6.042650938034057617e-01,1.024505734443664551e+00
4.117176830768585205e-01,2.479744404554367065e-01,1.349107921123504639e-01,1.499285101890563965e-01,1.841153055429458618e-01,7.148417830467224121e-01,1.544447660446166992e+00
1.302377581596374512e-01,7.045778036117553711e-01,1.020053550601005554e-01,9.800643324851989746e-01,8.365817666053771973e-01,9.135765023529529572e-03,1.209805756807327271e-01
2.069082409143447876e-01,1.958368420600891113e-01,1.471760123968124390e-01,3.525311946868896484e-01,1.170737966895103455e-01,6.401444673538208008e-01,1.464589834213256836e+00
2.767159044742584229e-01,5.580739378929138184e-01,1.785556972026824951e-01,3.219274580478668213e-01,3.393566310405731201e-01,9.119341969490051270e-01,9.380555748939514160e-01
9.970654249191284180e-01,1.853061318397521973e-01,1.640392392873764038e-01,2.128237932920455933e-01,9.997522830963134766e-01,5.284436941146850586e-01,1.421634224243462086e-04
4.268721640110015869e-01,2.488708943128585815e-01,1.912894994020462036e-01,1.573682576417922974e-01,3.980476856231689453e-01,7.088276147842407227e-01,1.796228647232055664e+00
8.702934980392456055e-01,8.152379989624023438e-01,1.944107264280319214e-01,6.472662091255187988e-01,9.348509907722473145e-01,9.333385229110717773e-01,4.603012348525226116e-05
5.209697037935256958e-02,9.219745397567749023e-01,1.610756814479827881e-01,5.406010150909423828e-01,5.426822900772094727e-01,4.722119271755218506e-01,7.564234733581542969e-02
3.359141945838928223e-01,4.278668761253356934e-02,2.100636065006256104e-01,3.489097952842712402e-01,2.105003744363784790e-01,8.725946545600891113e-01,1.606658458709716797e+00
2.713005244731903076e-02,2.042856067419052124e-01,2.247122973203659058e-01,6.630978584289550781e-01,9.407863020896911621e-01,9.970576316118240356e-02,1.026053354144096375e-02
