controllable,controllable,environmental,controllable,controllable,controllable,output
4.046390950679779053e-01,8.823397755622863770e-01,1.241617500782012939e-01,5.738368630409240723e-01,1.496649086475372314e-01,3.869244083762168884e-02,-3.115789175033569336e+00
4.046418368816375732e-01,8.822494745254516602e-01,2.193124294281005859e-01,5.738182067871093750e-01,1.524990499019622803e-01,3.870919346809387207e-02,-3.137056350708007812e+00
4.046472012996673584e-01,8.823109269142150879e-01,1.689710617065429688e-01,5.738632678985595703e-01,1.512707918882369995e-01,3.867377340793609619e-02,-3.126138210296630859e+00
4.046508967876434326e-01,8.823344111442565918e-01,7.331407070159912109e-02,5.739146471023559570e-01,1.481565833091735840e-01,3.864831104874610901e-02,-3.103326320648193359e+00
4.046371877193450928e-01,8.822304010391235352e-01,2.353071421384811401e-01,5.738192200660705566e-01,1.530358791351318359e-01,3.872135654091835022e-02,-3.140367984771728516e+00
4.046447873115539551e-01,8.822472691535949707e-01,2.410875409841537476e-01,5.738050341606140137e-01,1.529134213924407959e-01,3.871812298893928528e-02,-3.141546249389648438e+00
4.046513438224792480e-01,8.823061585426330566e-01,1.048223003745079041e-01,5.738654136657714844e-01,1.493998616933822632e-01,3.864267468452453613e-02,-3.111139059066772461e+00
4.046344459056854248e-01,8.823314905166625977e-01,6.599463522434234619e-02,5.738937854766845703e-01,1.484360694885253906e-01,3.864006325602531433e-02,-3.101469516754150391e+00
4.046570658683776855e-01,8.823366761207580566e-01,5.563695728778839111e-02,5.738754868507385254e-01,1.471727043390274048e-01,3.860941156744956970e-02,-3.098814964294433594e+00
4.046540558338165283e-01,8.823194503784179688e-01,8.163179457187652588e-02,5.738724470138549805e-01,1.485634297132492065e-01,3.863295167684555054e-02,-3.105417251586914062e+00
4.046451151371002197e-01,8.822658658027648926e-01,1.887563318014144897e-01,5.738344788551330566e-01,1.518577784299850464e-01,3.869448602199554443e-02,-3.130518674850463867e+00
4.046300649642944336e-01,8.822742104530334473e-01,1.946193426847457886e-01,5.738300085067749023e-01,1.518853306770324707e-01,3.868776187300682068e-02,-3.131794452667236328e+00
4.046646058559417725e-01,8.823198080062866211e-01,9.363794326782226562e-02,5.738415122032165527e-01,1.488496065139770508e-01,3.863876312971115112e-02,-3.108399391174316406e+00
4.046269357204437256e-01,8.822938203811645508e-01,1.126259192824363708e-01,5.738841295242309570e-01,1.495839953422546387e-01,3.865572065114974976e-02,-3.113028764724731445e+00
4.046749174594879150e-01,8.823302388191223145e-01,4.809746891260147095e-02,5.738968849182128906e-01,1.475244164466857910e-01,3.859012573957443237e-02,-3.096863031387329102e+00
4.046784639358520508e-01,8.822971582412719727e-01,1.006654202938079834e-01,5.738655924797058105e-01,1.491289138793945312e-01,3.863646835088729858e-02,-3.110125064849853516e+00
4.046411216259002686e-01,8.822602033615112305e-01,2.121351361274719238e-01,5.738211870193481445e-01,1.523142307996749878e-01,3.870473057031631470e-02,-3.135545492172241211e+00
4.046487808227539062e-01,8.822914958000183105e-01,1.368307918310165405e-01,5.738483667373657227e-01,1.502667814493179321e-01,3.865966200828552246e-02,-3.118775606155395508e+00
4.046495556831359863e-01,8.822885155677795410e-01,1.545849591493606567e-01,5.738459825515747070e-01,1.508458703756332397e-01,3.867266699671745300e-02,-3.122880458831787109e+00
4.046497642993927002e-01,8.822557330131530762e-01,2.067997455596923828e-01,5.738307237625122070e-01,1.521442681550979614e-01,3.869999572634696960e-02,-3.134412527084350586e+00
4.046551883220672607e-01,8.823971748352050781e-01,2.891000173985958099e-02,5.739197134971618652e-01,1.465860754251480103e-01,3.859922289848327637e-02,-3.091820001602172852e+00
4.046731591224670410e-01,8.823413252830505371e-01,3.527261689305305481e-02,5.738868713378906250e-01,1.469105184078216553e-01,3.860576450824737549e-02,-3.093504190444946289e+00
4.046438336372375488e-01,8.822785615921020508e-01,1.617431938648223877e-01,5.738381147384643555e-01,1.510337442159652710e-01,3.867793828248977661e-02,-3.124509334564208984e+00
4.046441018581390381e-01,8.822954297065734863e-01,1.446635723114013672e-01,5.738477706909179688e-01,1.510707139968872070e-01,3.866959735751152039e-02,-3.120598077774047852e+00
4.046428799629211426e-01,8.822815418243408203e-01,1.817624419927597046e-01,5.738282799720764160e-01,1.515561342239379883e-01,3.868273273110389709e-02,-3.128983497619628906e+00
