controllable,controllable,environmental,controllable,controllable,controllable,output
6.841790730126997566e-01,6.115988916275706400e-01,6.811283187710328590e-01,1.717827072613331563e-01,8.882993830336149976e-01,8.263791429238547259e-01,1.553605672032529021e-02
3.357080817222595215e-01,9.895649552345275879e-01,6.605820655822753906e-01,9.686962366104125977e-01,3.624703362584114075e-02,6.712591648101806641e-02,5.605930685997009277e-01
3.053236603736877441e-01,1.000000000000000000e+00,6.473945975303649902e-01,9.964309334754943848e-01,1.367319561541080475e-02,1.561937574297189713e-02,4.037668704986572266e-01
4.261192977428436279e-01,9.586502909660339355e-01,6.615072488784790039e-01,8.857377171516418457e-01,1.035237014293670654e-01,2.204243391752243042e-01,7.213670611381530762e-01
6.138476133346557617e-01,9.098821878433227539e-01,6.387905478477478027e-01,7.580909132957458496e-01,2.071663588285446167e-01,4.730163216590881348e-01,9.346558153629302979e-02
4.039661586284637451e-01,8.963666872012325537e-16,6.410660147666931152e-01,1.006731083291748032e-16,1.000000000000000000e+00,1.000000000000000000e+00,9.514178335666656494e-02
0.000000000000000000e+00,1.255920111362990799e-18,6.209381222724914551e-01,1.357158869504928589e-01,1.816484145820140839e-02,1.796863079071044922e-01,1.210661008954048157e-01
5.591163039207458496e-02,9.399351663887500763e-03,6.405877470970153809e-01,9.102367758750915527e-01,3.956098854541778564e-01,9.995394945144653320e-01,8.642406761646270752e-02
9.648813605308532715e-01,1.000000000000000000e+00,6.235073804855346680e-01,3.189326524734497070e-01,9.103710055351257324e-01,1.764203757047653198e-01,5.182784982025623322e-03
4.310855567455291748e-01,1.000000000000000000e+00,6.348549127578735352e-01,9.931063055992126465e-01,8.710174262523651123e-02,1.445176601409912109e-01,4.174768030643463135e-01
3.880370855331420898e-01,1.000000000000000000e+00,6.288961768150329590e-01,9.012451171875000000e-01,4.785167798399925232e-02,9.445116668939590454e-02,9.343677759170532227e-01
4.982128143310546875e-01,1.000000000000000000e+00,6.684677004814147949e-01,8.977817893028259277e-01,4.659580588340759277e-01,9.973070621490478516e-01,9.580685757100582123e-03
4.176535010337829590e-01,9.599656462669372559e-01,6.796571016311645508e-01,8.902432322502136230e-01,3.285122802481055260e-03,0.000000000000000000e+00,1.095534443855285645e+00
1.559330075979232788e-01,2.277763914981800752e-12,6.384859681129455566e-01,8.656933307647705078e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.664721338078379631e-03
4.033137857913970947e-01,9.063401818275451660e-01,5.918941497802734375e-01,4.628819972276687622e-02,1.453100638184717233e-16,2.562617957592010498e-01,1.218755468726158142e-01
2.484619617462158203e-01,9.789332151412963867e-01,5.486235022544860840e-01,8.688148260116577148e-01,8.561292340748642704e-16,5.710800686017919589e-17,8.028103113174438477e-01
5.240562558174133301e-01,8.124520182609558105e-01,5.013594627380371094e-01,9.088553786277770996e-01,3.167089819908142090e-01,1.725926906470673177e-17,7.642403841018676758e-01
8.777884840965270996e-01,9.587091207504272461e-01,5.048354268074035645e-01,9.095219969749450684e-01,3.275934159755706787e-01,3.625649511814117432e-01,5.870043300092220306e-03
5.606474876403808594e-01,9.934241771697998047e-01,4.822069108486175537e-01,7.301939725875854492e-01,2.291324883699417114e-01,4.384481161832809448e-02,1.491851091384887695e+00
5.138347744941711426e-01,1.000000000000000000e+00,4.409914910793304443e-01,7.537602186203002930e-01,7.198077383088673730e-17,0.000000000000000000e+00,1.645411610603332520e+00
4.586358070373535156e-01,1.000000000000000000e+00,4.641045033931732178e-01,7.250604033470153809e-01,3.864606117759405990e-13,9.129948587514175040e-14,2.110200405120849609e+00
4.191566407680511475e-01,1.000000000000000000e+00,4.209279417991638184e-01,6.639358997344970703e-01,1.183544471859931946e-01,0.000000000000000000e+00,2.557988405227661133e+00
4.017647206783294678e-01,1.000000000000000000e+00,4.557386934757232666e-01,5.951675772666931152e-01,4.458141624927520752e-01,0.000000000000000000e+00,2.743637084960937500e+00
4.179516732692718506e-01,1.000000000000000000e+00,4.778823554515838623e-01,5.589940547943115234e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.770272970199584961e+00
4.162881672382354736e-01,5.062493085861206055e-01,4.588983356952667236e-01,5.605008602142333984e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.001215934753417969e+00
3.827426731586456299e-01,1.000000000000000000e+00,4.836605489253997803e-01,5.624474287033081055e-01,2.720151577942364618e-12,2.447421876706351584e-13,2.759170293807983398e+00
4.033145308494567871e-01,1.000000000000000000e+00,5.325776934623718262e-01,5.664231181144714355e-01,0.000000000000000000e+00,5.747011676430702209e-02,2.831922531127929688e+00
4.005816578865051270e-01,1.000000000000000000e+00,5.369572639465332031e-01,5.406531095504760742e-01,1.000000000000000000e+00,8.533411473035812378e-02,2.525738477706909180e+00
7.675304263830184937e-02,9.826000928878784180e-01,5.284712314605712891e-01,6.266878247261047363e-01,9.008270502090454102e-01,5.255943536758422852e-01,4.941771179437637329e-02
3.041642904281616211e-01,9.386987686157226562e-01,5.063127279281616211e-01,6.056107282638549805e-01,7.852650284767150879e-01,1.530821528285741806e-02,2.454349517822265625e+00
2.785246968269348145e-01,8.382161855697631836e-01,4.690270721912384033e-01,5.185276865959167480e-01,8.117024302482604980e-01,2.005128860473632812e-01,1.543231010437011719e+00
8.545024394989013672e-01,1.226815395057201385e-02,5.048784017562866211e-01,5.950164794921875000e-01,5.891811847686767578e-01,3.843746781349182129e-01,4.599589854478836060e-02
6.927193999290466309e-01,9.446496516466140747e-02,5.151440501213073730e-01,9.345988631248474121e-01,2.541501224040985107e-01,9.708284139633178711e-01,7.352312654256820679e-02
6.410221457481384277e-01,1.414416432380676270e-01,5.046660900115966797e-01,4.257450997829437256e-02,8.585382699966430664e-01,1.093988269567489624e-01,1.245462056249380112e-02
9.624889492988586426e-02,8.334292769432067871e-01,4.927066266536712646e-01,3.860943019390106201e-02,2.148657739162445068e-01,7.375680804252624512e-01,3.520217537879943848e-01
4.139303863048553467e-01,9.134860038757324219e-01,5.335084795951843262e-01,6.525639295578002930e-01,2.473481893539428711e-01,1.743141114711761475e-01,2.297775745391845703e+00
4.370781779289245605e-02,2.349224984645843506e-01,5.131274461746215820e-01,4.978079497814178467e-01,8.985350728034973145e-01,8.556477427482604980e-01,2.212360501289367676e-01
4.468902647495269775e-01,7.800231575965881348e-01,4.758730828762054443e-01,5.716147422790527344e-01,8.791628479957580566e-01,9.227929264307022095e-02,2.565133094787597656e+00
4.115806818008422852e-01,9.145008325576782227e-01,4.586112201213836670e-01,5.788611173629760742e-01,8.846465040683116135e-17,4.380340874195098877e-02,3.140912294387817383e+00
5.596624612808227539e-01,8.794515728950500488e-01,4.113340377807617188e-01,4.849422574043273926e-01,5.311314463615417480e-01,1.062511876225471497e-01,1.797888636589050293e+00
1.727883704006671906e-02,6.654420495033264160e-01,3.785521090030670166e-01,4.912861287593841553e-01,5.696238279342651367e-01,1.438115816563367844e-02,1.669464409351348877e-01
8.832281231880187988e-01,5.285513401031494141e-02,3.414323925971984863e-01,6.546199321746826172e-02,8.761608973145484924e-03,8.762829303741455078e-01,8.358739316463470459e-02
3.380298912525177002e-01,7.685375809669494629e-01,3.861007690429687500e-01,6.194347739219665527e-01,7.482821941375732422e-01,9.306977689266204834e-02,2.387348413467407227e+00
9.532805085182189941e-01,2.991604804992675781e-01,4.135997295379638672e-01,8.965091109275817871e-01,3.363219797611236572e-01,1.149303019046783447e-01,1.670420169830322266e-03
3.239836990833282471e-01,8.125172257423400879e-01,4.235654473304748535e-01,3.339227437973022461e-01,3.908450305461883545e-01,1.659967377781867981e-02,1.531310915946960449e+00
9.502975940704345703e-01,8.548377156257629395e-01,4.209406971931457520e-01,5.710169076919555664e-01,1.715976744890213013e-02,9.585448503494262695e-01,1.493488252162933350e-02
4.660760760307312012e-01,2.971903085708618164e-01,4.240163266658782959e-01,9.912837743759155273e-01,6.339960694313049316e-01,5.091562271118164062e-01,1.101494953036308289e-02
9.827774167060852051e-01,4.198929965496063232e-01,4.112637639045715332e-01,6.685995310544967651e-02,3.072490096092224121e-01,3.846406638622283936e-01,1.399744004011154175e-01
3.422707319259643555e-01,7.060931324958801270e-01,3.801694512367248535e-01,5.783915519714355469e-01,1.880873739719390869e-01,4.960201214998960495e-03,2.279486656188964844e+00
1.984569579362869263e-01,9.582874774932861328e-01,3.873702287673950195e-01,3.661647439002990723e-01,7.563937902450561523e-01,9.335730671882629395e-01,2.732971310615539551e-02
2.808817923069000244e-01,4.568208009004592896e-02,3.585444986820220947e-01,4.998700618743896484e-01,9.138672351837158203e-01,5.130303502082824707e-01,1.637297123670578003e-01
