evaluation,mape
2.000000000000000000e+00,9.310869087813234968e-01
1.000000000000000000e+01,7.770770809037673699e-01
2.000000000000000000e+01,7.608419867421902794e-01
3.000000000000000000e+01,4.028361692589702003e-01
4.000000000000000000e+01,1.209005594186315750e-02
5.000000000000000000e+01,1.539041308777883664e-02
6.000000000000000000e+01,9.227752633458473699e-03
7.000000000000000000e+01,6.085988413439591231e-03
8.000000000000000000e+01,6.973700784708805091e-03
9.000000000000000000e+01,6.991802434584883791e-03
1.000000000000000000e+02,5.639146486767312484e-03
