evaluation,mape
2.000000000000000000e+00,9.715747959166489700e-01
1.000000000000000000e+01,3.636491218594162245e-01
2.000000000000000000e+01,2.270259000541420269e-01
3.000000000000000000e+01,1.494583411888125157e-01
4.000000000000000000e+01,4.376575474289318146e-02
5.000000000000000000e+01,4.351338104477719265e-02
6.000000000000000000e+01,2.578364132252307719e-02
7.000000000000000000e+01,2.130686895006137990e-02
8.000000000000000000e+01,1.641199036140320033e-02
9.000000000000000000e+01,1.327903103684213715e-02
1.000000000000000000e+02,1.128510837020658616e-02
