controllable,controllable,environmental,controllable,controllable,controllable,output
4.046543240547180176e-01,8.823350667953491211e-01,7.489491999149322510e-02,5.738724470138549805e-01,1.484352797269821167e-01,3.863172605633735657e-02,-3.103725194931030273e+00
4.046395421028137207e-01,8.822603225708007812e-01,2.081225365400314331e-01,5.738196969032287598e-01,1.522127836942672729e-01,3.870259225368499756e-02,-3.134694337844848633e+00
4.046316146850585938e-01,8.822241425514221191e-01,2.688651680946350098e-01,5.737996101379394531e-01,1.536448299884796143e-01,3.873799368739128113e-02,-3.147069692611694336e+00
4.046299457550048828e-01,8.822253942489624023e-01,2.765980064868927002e-01,5.737970471382141113e-01,1.536388099193572998e-01,3.874388709664344788e-02,-3.148566484451293945e+00
2.184522002935409546e-01,1.465129107236862183e-01,3.215388953685760498e-01,2.829530239105224609e-01,3.076341152191162109e-01,6.611054539680480957e-01,-3.161083459854125977e+00
4.046492576599121094e-01,8.823257088661193848e-01,9.537709504365921021e-02,5.738850831985473633e-01,1.491975635290145874e-01,3.864288330078125000e-02,-3.108827829360961914e+00
4.046471118927001953e-01,8.822368979454040527e-01,3.020422756671905518e-01,5.737954378128051758e-01,1.547809690237045288e-01,3.875273466110229492e-02,-3.153364419937133789e+00
4.046527147293090820e-01,8.823258876800537109e-01,5.296994745731353760e-02,5.739041566848754883e-01,1.475647985935211182e-01,3.861989453434944153e-02,-3.098126411437988281e+00
2.165812402963638306e-01,1.467316001653671265e-01,3.371852040290832520e-01,2.822520136833190918e-01,3.079755008220672607e-01,6.606436371803283691e-01,-3.186826229095458984e+00
4.046582877635955811e-01,8.822651505470275879e-01,1.722327768802642822e-01,5.738362073898315430e-01,1.512522846460342407e-01,3.868877142667770386e-02,-3.126868486404418945e+00
4.046423137187957764e-01,8.822631239891052246e-01,1.908920705318450928e-01,5.738316178321838379e-01,1.518167257308959961e-01,3.869329765439033508e-02,-3.130984783172607422e+00
4.046402275562286377e-01,8.822686672210693359e-01,1.788250505924224854e-01,5.738309025764465332e-01,1.514177024364471436e-01,3.869022801518440247e-02,-3.128334522247314453e+00
4.046531915664672852e-01,8.823754787445068359e-01,3.077839501202106476e-02,5.738723278045654297e-01,1.467401385307312012e-01,3.859104961156845093e-02,-3.092315912246704102e+00
4.046308994293212891e-01,8.822412490844726562e-01,2.183697074651718140e-01,5.738154053688049316e-01,1.520614027976989746e-01,3.870905935764312744e-02,-3.136858701705932617e+00
4.046120345592498779e-01,8.822475671768188477e-01,2.886874675750732422e-01,5.737720131874084473e-01,1.540930718183517456e-01,3.874383494257926941e-02,-3.150870323181152344e+00
4.046531319618225098e-01,8.822709321975708008e-01,1.505801826715469360e-01,5.738475918769836426e-01,1.506265252828598022e-01,3.868275880813598633e-02,-3.121962785720825195e+00
4.046499729156494141e-01,8.823485970497131348e-01,2.249653637409210205e-02,5.738987326622009277e-01,1.464920043945312500e-01,3.860513493418693542e-02,-3.090110540390014648e+00
4.046282768249511719e-01,8.822409510612487793e-01,2.452884614467620850e-01,5.738101005554199219e-01,1.530741453170776367e-01,3.872797638177871704e-02,-3.142396450042724609e+00
4.046618938446044922e-01,8.823583722114562988e-01,1.300445478409528732e-02,5.739247798919677734e-01,1.460358649492263794e-01,3.858947381377220154e-02,-3.087558269500732422e+00
4.046590626239776611e-01,8.823238611221313477e-01,6.621076911687850952e-02,5.738866329193115234e-01,1.481383144855499268e-01,3.862472623586654663e-02,-3.101524591445922852e+00
4.046492874622344971e-01,8.822996616363525391e-01,1.289064288139343262e-01,5.738326311111450195e-01,1.499457210302352905e-01,3.866441920399665833e-02,-3.116913318634033203e+00
4.046377837657928467e-01,8.822446465492248535e-01,2.350048273801803589e-01,5.738105177879333496e-01,1.528587043285369873e-01,3.871985524892807007e-02,-3.140306234359741211e+00
4.046484231948852539e-01,8.823018074035644531e-01,8.942476660013198853e-02,5.738326311111450195e-01,1.487279385328292847e-01,3.863145411014556885e-02,-3.107357740402221680e+00
4.046453237533569336e-01,8.822977542877197266e-01,1.391571462154388428e-01,5.738286375999450684e-01,1.508365273475646973e-01,3.866387158632278442e-02,-3.119318723678588867e+00
4.046474099159240723e-01,8.823039531707763672e-01,1.113343015313148499e-01,5.738604068756103516e-01,1.495097875595092773e-01,3.865025192499160767e-02,-3.112717390060424805e+00
