controllable,controllable,environmental,controllable,controllable,controllable,output
2.049138545989990234e-01,1.488287746906280518e-01,4.399873614311218262e-01,2.770385444164276123e-01,3.107504546642303467e-01,6.577557921409606934e-01,-3.310387372970581055e+00
4.046196341514587402e-01,8.822081685066223145e-01,3.011944890022277832e-01,5.737850666046142578e-01,1.542866230010986328e-01,3.875218331813812256e-02,-3.153207778930664062e+00
2.121535390615463257e-01,1.473419964313507080e-01,3.746795952320098877e-01,2.804241180419921875e-01,3.089830279350280762e-01,6.595122218132019043e-01,-3.242884635925292969e+00
4.046396017074584961e-01,8.822282552719116211e-01,2.646775543689727783e-01,5.737810730934143066e-01,1.540101170539855957e-01,3.872715681791305542e-02,-3.146251678466796875e+00
4.046338200569152832e-01,8.822420835494995117e-01,2.363650202751159668e-01,5.737990736961364746e-01,1.529386639595031738e-01,3.872393071651458740e-02,-3.140584468841552734e+00
4.046562016010284424e-01,8.823515176773071289e-01,2.181074954569339752e-02,5.739044547080993652e-01,1.463360339403152466e-01,3.859604522585868835e-02,-3.089926958084106445e+00
4.046586155891418457e-01,8.823159337043762207e-01,8.502308279275894165e-02,5.738783478736877441e-01,1.487670689821243286e-01,3.863798081874847412e-02,-3.106263875961303711e+00
4.046560823917388916e-01,8.823320269584655762e-01,5.564886704087257385e-02,5.738949179649353027e-01,1.476465165615081787e-01,3.861774504184722900e-02,-3.098818063735961914e+00
4.046443700790405273e-01,8.823034167289733887e-01,1.133837699890136719e-01,5.738567709922790527e-01,1.495448946952819824e-01,3.865277022123336792e-02,-3.113211393356323242e+00
2.105933427810668945e-01,1.475919187068939209e-01,3.878060281276702881e-01,2.797363102436065674e-01,3.093413710594177246e-01,6.590936183929443359e-01,-3.260083198547363281e+00
4.046413302421569824e-01,8.822610974311828613e-01,1.850329488515853882e-01,5.738145112991333008e-01,1.516949683427810669e-01,3.868575394153594971e-02,-3.129703283309936523e+00
4.046427905559539795e-01,8.823361396789550781e-01,4.763548448681831360e-02,5.738695859909057617e-01,1.474866271018981934e-01,3.860019519925117493e-02,-3.096742868423461914e+00
4.046384990215301514e-01,8.822485208511352539e-01,2.231982350349426270e-01,5.738223791122436523e-01,1.526269912719726562e-01,3.871155530214309692e-02,-3.137867689132690430e+00
4.046471714973449707e-01,8.822732567787170410e-01,1.738151162862777710e-01,5.738379955291748047e-01,1.512485444545745850e-01,3.868856653571128845e-02,-3.127221584320068359e+00
4.046451747417449951e-01,8.823316097259521484e-01,1.005662009119987488e-01,5.738424658775329590e-01,1.485520899295806885e-01,3.863726183772087097e-02,-3.110100746154785156e+00
4.046301543712615967e-01,8.822096586227416992e-01,3.100726008415222168e-01,5.737881660461425781e-01,1.551044583320617676e-01,3.876159340143203735e-02,-3.154838085174560547e+00
4.046492874622344971e-01,8.822914361953735352e-01,1.343946158885955811e-01,5.738523602485656738e-01,1.502176970243453979e-01,3.866579011082649231e-02,-3.118205070495605469e+00
4.046576321125030518e-01,8.823631405830383301e-01,1.215198263525962830e-02,5.739141106605529785e-01,1.460578441619873047e-01,3.859422355890274048e-02,-3.087327718734741211e+00
4.046376347541809082e-01,8.822734355926513672e-01,1.997420042753219604e-01,5.738206505775451660e-01,1.520287692546844482e-01,3.870115429162979126e-02,-3.132900953292846680e+00
4.046431481838226318e-01,8.822790980339050293e-01,1.469043195247650146e-01,5.738101005554199219e-01,1.503470242023468018e-01,3.868297487497329712e-02,-3.121116161346435547e+00
2.078588902950286865e-01,1.481212079524993896e-01,4.119697809219360352e-01,2.784784436225891113e-01,3.100244700908660889e-01,6.584521532058715820e-01,-3.287416219711303711e+00
4.046333432197570801e-01,8.822190761566162109e-01,2.870880961418151855e-01,5.737885236740112305e-01,1.539941430091857910e-01,3.874412924051284790e-02,-3.150568246841430664e+00
2.170488387346267700e-01,1.466541737318038940e-01,3.331559598445892334e-01,2.824669182300567627e-01,3.078767061233520508e-01,6.607531905174255371e-01,-3.180308818817138672e+00
2.061898112297058105e-01,1.485221236944198608e-01,4.275780022144317627e-01,2.776632308959960938e-01,3.104634881019592285e-01,6.580721735954284668e-01,-3.301512002944946289e+00
2.159618735313415527e-01,1.468175798654556274e-01,3.425237536430358887e-01,2.820102572441101074e-01,3.081422746181488037e-01,6.604912281036376953e-01,-3.195332527160644531e+00
