evaluation,mape
2.000000000000000000e+00,5.586581507210851560e-01
1.000000000000000000e+01,3.356712791585509392e-01
2.000000000000000000e+01,7.169553344658092797e-01
3.000000000000000000e+01,6.069347416156081060e-02
4.000000000000000000e+01,1.581006866492250945e-02
5.000000000000000000e+01,1.525057085561034968e-02
6.000000000000000000e+01,1.523848481454111864e-02
7.000000000000000000e+01,1.491118775783151218e-02
8.000000000000000000e+01,1.390124629969492764e-02
9.000000000000000000e+01,1.386186509560313404e-02
1.000000000000000000e+02,1.377730502169620744e-02
