evaluation,mape
2.000000000000000000e+00,9.892310397774697339e-01
1.000000000000000000e+01,7.737233538140761979e-01
2.000000000000000000e+01,5.919846957127120612e-01
3.000000000000000000e+01,6.155795593228079454e-01
4.000000000000000000e+01,4.832028673236550276e-01
5.000000000000000000e+01,2.002948627356729294e-01
6.000000000000000000e+01,8.609398563915451885e-02
7.000000000000000000e+01,8.382523023618121405e-02
8.000000000000000000e+01,5.635131130533615335e-02
9.000000000000000000e+01,2.604918431398761669e-02
1.000000000000000000e+02,2.582173848900293223e-02
