controllable,controllable,environmental,controllable,controllable,controllable,output
2.007710784673690796e-01,1.504719853401184082e-01,4.895166456699371338e-01,2.748214900493621826e-01,3.118931055068969727e-01,6.572476625442504883e-01,-3.320830345153808594e+00
2.168808281421661377e-01,1.466844081878662109e-01,3.346853554248809814e-01,2.823716104030609131e-01,3.079247772693634033e-01,6.607106924057006836e-01,-3.182792425155639648e+00
1.985507458448410034e-01,1.522878557443618774e-01,5.312954187393188477e-01,2.735453248023986816e-01,3.123967051506042480e-01,6.576496958732604980e-01,-3.292291164398193359e+00
4.046065509319305420e-01,8.822705745697021484e-01,6.848144531250000000e-01,5.738480687141418457e-01,1.487720310688018799e-01,3.869096189737319946e-02,-3.199165821075439453e+00
2.068229615688323975e-01,1.483501195907592773e-01,4.216165542602539062e-01,2.779766917228698730e-01,3.102940618991851807e-01,6.582140326499938965e-01,-3.296493768692016602e+00
1.976879835128784180e-01,1.551900357007980347e-01,5.805079340934753418e-01,2.730377614498138428e-01,3.122569918632507324e-01,6.595384478569030762e-01,-3.209294080734252930e+00
1.981573551893234253e-01,1.529277861118316650e-01,5.436061620712280273e-01,2.733101248741149902e-01,3.124439120292663574e-01,6.579646468162536621e-01,-3.276602745056152344e+00
2.138635367155075073e-01,1.470918357372283936e-01,3.601438105106353760e-01,2.811498641967773438e-01,3.085911870002746582e-01,6.599627137184143066e-01,-3.222243547439575195e+00
4.045891761779785156e-01,8.822231888771057129e-01,6.272933483123779297e-01,5.737970471382141113e-01,1.517434269189834595e-01,3.875234350562095642e-02,-3.195671796798706055e+00
4.046033620834350586e-01,8.822456002235412598e-01,6.630133390426635742e-01,5.738238692283630371e-01,1.501355320215225220e-01,3.870985284447669983e-02,-3.197978496551513672e+00
2.101752161979675293e-01,1.476611047983169556e-01,3.911620080471038818e-01,2.796219885349273682e-01,3.094300925731658936e-01,6.590033173561096191e-01,-3.264234066009521484e+00
2.079717665910720825e-01,1.481044888496398926e-01,4.109295606613159180e-01,2.785415947437286377e-01,3.100056946277618408e-01,6.584998965263366699e-01,-3.286370277404785156e+00
4.045855700969696045e-01,8.821955323219299316e-01,5.907914638519287109e-01,5.737807154655456543e-01,1.532231122255325317e-01,3.878114372491836548e-02,-3.192835330963134766e+00
2.015703618526458740e-01,1.500793397426605225e-01,4.787868261337280273e-01,2.752149105072021484e-01,3.116859197616577148e-01,6.572716832160949707e-01,-3.322333335876464844e+00
2.157476097345352173e-01,1.468271762132644653e-01,3.443224728107452393e-01,2.819204330444335938e-01,3.081728816032409668e-01,6.604195237159729004e-01,-3.198163747787475586e+00
1.994487792253494263e-01,1.514474004507064819e-01,5.118306279182434082e-01,2.740902006626129150e-01,3.122482597827911377e-01,6.573439240455627441e-01,-3.310236454010009766e+00
4.045967757701873779e-01,8.822377324104309082e-01,6.479125022888183594e-01,5.738214850425720215e-01,1.507393419742584229e-01,3.872916474938392639e-02,-3.197058916091918945e+00
2.117042541503906250e-01,1.474194377660751343e-01,3.783304393291473389e-01,2.802299559116363525e-01,3.090766072273254395e-01,6.594130396842956543e-01,-3.247814893722534180e+00
1.977756768465042114e-01,1.540808826684951782e-01,5.633115172386169434e-01,2.730889320373535156e-01,3.123924732208251953e-01,6.586855053901672363e-01,-3.244417667388916016e+00
4.046092629432678223e-01,8.822035789489746094e-01,2.905004024505615234e-01,5.738185644149780273e-01,1.540729999542236328e-01,3.875077515840530396e-02,-3.151212215423583984e+00
2.022910416126251221e-01,1.497475355863571167e-01,4.691568911075592041e-01,2.756663262844085693e-01,3.114883601665496826e-01,6.573755145072937012e-01,-3.321814060211181641e+00
2.048529535531997681e-01,1.488708704710006714e-01,4.406741261482238770e-01,2.770585119724273682e-01,3.107928037643432617e-01,6.577721238136291504e-01,-3.310813426971435547e+00
4.046162962913513184e-01,8.823032379150390625e-01,7.041273117065429688e-01,5.738663077354431152e-01,1.476131826639175415e-01,3.866381943225860596e-02,-3.200082063674926758e+00
4.046248495578765869e-01,8.822279572486877441e-01,3.138753175735473633e-01,5.737941861152648926e-01,1.545226275920867920e-01,3.876286745071411133e-02,-3.155529260635375977e+00
4.045859873294830322e-01,8.821815252304077148e-01,6.174422502517700195e-01,5.738062262535095215e-01,1.522470414638519287e-01,3.875192254781723022e-02,-3.194954633712768555e+00
