controllable,controllable,environmental,controllable,controllable,controllable,output
4.046351015567779541e-01,8.822529911994934082e-01,2.210132777690887451e-01,5.738205313682556152e-01,1.525720506906509399e-01,3.870971500873565674e-02,-3.137412071228027344e+00
4.046567976474761963e-01,8.823417425155639648e-01,3.672095760703086853e-02,5.738975405693054199e-01,1.469724327325820923e-01,3.861320018768310547e-02,-3.093885898590087891e+00
4.046494364738464355e-01,8.822763562202453613e-01,1.755352169275283813e-01,5.738314390182495117e-01,1.517483294010162354e-01,3.868775442242622375e-02,-3.127604484558105469e+00
4.046499729156494141e-01,8.822939991950988770e-01,1.305432021617889404e-01,5.738536715507507324e-01,1.500926017761230469e-01,3.866158053278923035e-02,-3.117299318313598633e+00
4.046486318111419678e-01,8.823111653327941895e-01,1.095440760254859924e-01,5.738618373870849609e-01,1.494906693696975708e-01,3.864845633506774902e-02,-3.112284660339355469e+00
4.046442806720733643e-01,8.822667598724365234e-01,1.874793618917465210e-01,5.738295912742614746e-01,1.516916602849960327e-01,3.869260847568511963e-02,-3.130239486694335938e+00
4.046477079391479492e-01,8.822595477104187012e-01,1.023408323526382446e-01,5.738556981086730957e-01,1.496178656816482544e-01,3.863475844264030457e-02,-3.110534429550170898e+00
4.046705067157745361e-01,8.823040127754211426e-01,3.192425519227981567e-02,5.739141702651977539e-01,1.468047350645065308e-01,3.860725462436676025e-02,-3.092619419097900391e+00
4.046462178230285645e-01,8.823019862174987793e-01,1.462297588586807251e-01,5.738039612770080566e-01,1.507175266742706299e-01,3.869697824120521545e-02,-3.120960235595703125e+00
4.046500027179718018e-01,8.823100924491882324e-01,1.686542928218841553e-01,5.738125443458557129e-01,1.512548178434371948e-01,3.868016600608825684e-02,-3.126067161560058594e+00
4.046494960784912109e-01,8.822864294052124023e-01,1.548179239034652710e-01,5.738471150398254395e-01,1.506517678499221802e-01,3.867485374212265015e-02,-3.122933864593505859e+00
4.046536087989807129e-01,8.823210597038269043e-01,4.848019406199455261e-02,5.738970637321472168e-01,1.474630981683731079e-01,3.865727782249450684e-02,-3.096962451934814453e+00
4.046525955200195312e-01,8.823147416114807129e-01,7.296929508447647095e-02,5.738772749900817871e-01,1.483570486307144165e-01,3.862630575895309448e-02,-3.103239297866821289e+00
4.046559035778045654e-01,8.823419809341430664e-01,5.702120438218116760e-02,5.738799571990966797e-01,1.476830989122390747e-01,3.862816095352172852e-02,-3.099171638488769531e+00
4.046481847763061523e-01,8.823149800300598145e-01,1.801120042800903320e-01,5.738244056701660156e-01,1.517534404993057251e-01,3.867466002702713013e-02,-3.128619194030761719e+00
4.046710133552551270e-01,8.823744654655456543e-01,7.589579559862613678e-03,5.738840103149414062e-01,1.459416896104812622e-01,3.856904432177543640e-02,-3.086090564727783203e+00
4.046777784824371338e-01,8.823161125183105469e-01,1.201323717832565308e-01,5.738315582275390625e-01,1.498469561338424683e-01,3.865178674459457397e-02,-3.114829540252685547e+00
4.046534001827239990e-01,8.822649121284484863e-01,1.367383003234863281e-01,5.738559365272521973e-01,1.502581089735031128e-01,3.866379708051681519e-02,-3.118753910064697266e+00
4.046615064144134521e-01,8.823084235191345215e-01,8.202435076236724854e-02,5.738430023193359375e-01,1.484177559614181519e-01,3.864294663071632385e-02,-3.105515480041503906e+00
4.046525359153747559e-01,8.823118209838867188e-01,9.439235180616378784e-02,5.738694071769714355e-01,1.489099711179733276e-01,3.864112496376037598e-02,-3.108585357666015625e+00
4.046534895896911621e-01,8.822572827339172363e-01,1.971336305141448975e-01,5.738328099250793457e-01,1.517777293920516968e-01,3.870179504156112671e-02,-3.132338523864746094e+00
4.046712219715118408e-01,8.823701739311218262e-01,1.770307682454586029e-02,5.739088654518127441e-01,1.462025940418243408e-01,3.858426213264465332e-02,-3.088824987411499023e+00
4.046409726142883301e-01,8.822641968727111816e-01,2.051488608121871948e-01,5.738193988800048828e-01,1.520899981260299683e-01,3.870549052953720093e-02,-3.134060382843017578e+00
4.046580195426940918e-01,8.823384642601013184e-01,2.493085898458957672e-02,5.739085078239440918e-01,1.470202356576919556e-01,3.860372304916381836e-02,-3.090760707855224609e+00
4.046561717987060547e-01,8.823205232620239258e-01,6.356432288885116577e-02,5.738855004310607910e-01,1.479673236608505249e-01,3.862329572439193726e-02,-3.100849390029907227e+00
