controllable,environmental,output
-9.747469651622342468e-01,6.171424170635908979e+00,5.135950695706467783e+00
6.482467651367187500e+00,6.900067329406738281e+00,1.786064529418945312e+01
6.483300685882568359e+00,5.672479629516601562e+00,1.802398490905761719e+01
6.705808639526367188e+00,6.600064277648925781e+00,1.612794685363769531e+01
6.058492183685302734e+00,7.735874176025390625e+00,2.228733825683593750e+01
4.931419849395751953e+00,6.386004447937011719e+00,1.036241912841796875e+01
5.983668804168701172e+00,7.137865543365478516e+00,1.940240859985351562e+01
5.970866680145263672e+00,6.033594131469726562e+00,2.006691551208496094e+01
5.997966766357421875e+00,5.413658618927001953e+00,1.863740730285644531e+01
5.976631164550781250e+00,6.468700885772705078e+00,1.981581878662109375e+01
6.042768001556396484e+00,6.745728015899658203e+00,1.943262863159179688e+01
6.092967987060546875e+00,7.648313522338867188e+00,2.186514472961425781e+01
6.108561038970947266e+00,7.768212795257568359e+00,2.246662330627441406e+01
6.102176189422607422e+00,8.476528167724609375e+00,2.247226142883300781e+01
6.102405071258544922e+00,8.742568016052246094e+00,2.142980575561523438e+01
6.096594333648681641e+00,9.984251976013183594e+00,2.718845176696777344e+01
5.852821350097656250e+00,1.000000000000000000e+01,2.655715942382812500e+01
5.823183536529541016e+00,9.876370429992675781e+00,2.593841934204101562e+01
5.739278793334960938e+00,9.337720870971679688e+00,2.119842147827148438e+01
6.196405887603759766e+00,1.000000000000000000e+01,2.714721298217773438e+01
6.212908267974853516e+00,1.000000000000000000e+01,2.711349296569824219e+01
6.217572212219238281e+00,1.000000000000000000e+01,2.710292434692382812e+01
6.429357051849365234e+00,8.571793556213378906e+00,2.098922729492187500e+01
5.647014141082763672e+00,7.909196853637695312e+00,2.093710517883300781e+01
7.478473663330078125e+00,7.320407390594482422e+00,7.550912857055664062e+00
3.021315097808837891e+00,6.913601398468017578e+00,4.187643051147460938e+00
-7.494473457336425781e+00,6.052025318145751953e+00,2.270242691040039062e+01
-6.991991043090820312e+00,6.392011642456054688e+00,3.551396942138671875e+01
-6.794862747192382812e+00,7.582715511322021484e+00,4.018349075317382812e+01
-6.825026988983154297e+00,8.985179901123046875e+00,3.935385894775390625e+01
-6.832778930664062500e+00,9.162783622741699219e+00,3.968692398071289062e+01
-6.814620494842529297e+00,8.840001106262207031e+00,3.959013748168945312e+01
-6.871442317962646484e+00,9.766306877136230469e+00,4.365746688842773438e+01
-7.038493633270263672e+00,9.694084167480468750e+00,3.994967269897460938e+01
-6.668935298919677734e+00,8.437438964843750000e+00,4.258576202392578125e+01
-6.653607368469238281e+00,8.450662612915039062e+00,4.264513397216796875e+01
-6.591251373291015625e+00,7.242292881011962891e+00,4.028913497924804688e+01
-6.643772125244140625e+00,8.300035476684570312e+00,4.321337127685546875e+01
-6.602990150451660156e+00,9.742468833923339844e+00,4.627965927124023438e+01
-6.475543498992919922e+00,1.000000000000000000e+01,4.783099365234375000e+01
-6.353882789611816406e+00,9.442423820495605469e+00,4.356176757812500000e+01
-6.301743507385253906e+00,8.705465316772460938e+00,4.135958099365234375e+01
-6.376529216766357422e+00,9.827952384948730469e+00,4.680139160156250000e+01
-6.340958118438720703e+00,9.551829338073730469e+00,4.442557144165039062e+01
