evaluation,mape
2.000000000000000000e+00,6.460510220241851842e-01
1.000000000000000000e+01,6.481999887085945211e-01
2.000000000000000000e+01,6.460260982289075526e-01
3.000000000000000000e+01,6.001517516265181262e-01
4.000000000000000000e+01,6.071473423878815945e-01
5.000000000000000000e+01,5.745002048603340405e-01
6.000000000000000000e+01,1.738889474211789132e-01
7.000000000000000000e+01,1.567062115457128479e-01
8.000000000000000000e+01,1.576996567340033795e-01
9.000000000000000000e+01,1.618130792776818483e-01
1.000000000000000000e+02,1.585940552517370872e-01
