evaluation,mape
2.000000000000000000e+00,6.572504701926957793e-01
1.000000000000000000e+01,2.093292922030014491e-01
2.000000000000000000e+01,1.007820334385553795e-01
3.000000000000000000e+01,1.046593640470670078e-01
4.000000000000000000e+01,7.317781418598220955e-02
5.000000000000000000e+01,5.458074756706166042e-02
6.000000000000000000e+01,5.155063393399471339e-02
7.000000000000000000e+01,4.997069360068284033e-02
8.000000000000000000e+01,3.510061783051279111e-02
9.000000000000000000e+01,2.614763200138375127e-02
1.000000000000000000e+02,2.620414934784181388e-02
