evaluation,mape
2.000000000000000000e+00,7.451873097646128929e-01
1.000000000000000000e+01,4.983596815301648553e-01
2.000000000000000000e+01,4.621449221069645619e-01
3.000000000000000000e+01,4.602346239115147619e-01
4.000000000000000000e+01,4.068132127896572636e-01
5.000000000000000000e+01,2.207502809712620084e-01
6.000000000000000000e+01,5.500184623088386071e-02
7.000000000000000000e+01,2.377801730929017532e-02
8.000000000000000000e+01,2.211426860130405458e-02
9.000000000000000000e+01,2.045818046869513768e-02
1.000000000000000000e+02,1.713256898050454294e-02
