evaluation,mape
2.000000000000000000e+00,6.861439139549841970e-01
1.000000000000000000e+01,4.400345318039465270e-01
2.000000000000000000e+01,3.997958822445905058e-01
3.000000000000000000e+01,1.994341592154125209e-01
4.000000000000000000e+01,8.252725006599886948e-02
5.000000000000000000e+01,5.211531199879368415e-02
6.000000000000000000e+01,4.065002006190269329e-02
7.000000000000000000e+01,3.737369317191196333e-02
8.000000000000000000e+01,3.289665766155789456e-02
9.000000000000000000e+01,3.179098634886656088e-02
1.000000000000000000e+02,1.606820365410535634e-02
