evaluation,mape
2.000000000000000000e+00,7.448679630621495296e-01
1.000000000000000000e+01,3.202408264398022286e-01
2.000000000000000000e+01,1.912938216515422118e-01
3.000000000000000000e+01,1.247135737632494717e-01
4.000000000000000000e+01,1.086844642735521060e-01
5.000000000000000000e+01,5.462907803870771517e-02
6.000000000000000000e+01,3.926790957770361773e-02
7.000000000000000000e+01,3.755935403054328631e-02
8.000000000000000000e+01,3.523854894459595155e-02
9.000000000000000000e+01,3.429031770935200146e-02
1.000000000000000000e+02,3.565530193157029348e-02
