evaluation,mae
2.000000000000000000e+00,1.187639785334467790e+00
1.000000000000000000e+01,1.142512194141745541e+00
2.000000000000000000e+01,1.102818169742822541e+00
3.000000000000000000e+01,1.104707241542637330e+00
4.000000000000000000e+01,1.143280552253127080e+00
5.000000000000000000e+01,9.477911870926618576e-01
6.000000000000000000e+01,8.649879667907953706e-01
7.000000000000000000e+01,4.556881356239319003e-01
8.000000000000000000e+01,4.088221457600593745e-01
9.000000000000000000e+01,4.000825169682502569e-01
1.000000000000000000e+02,3.769614557921886489e-01
