evaluation,mae
2.000000000000000000e+00,6.869770884513854980e-01
1.000000000000000000e+01,6.438420462608337447e-01
2.000000000000000000e+01,8.712569594383239302e-01
3.000000000000000000e+01,1.425194776058197055e-01
4.000000000000000000e+01,1.440030312538146950e-01
5.000000000000000000e+01,9.659334540367126021e-02
6.000000000000000000e+01,1.104351031780242964e-01
7.000000000000000000e+01,1.105356383323669450e-01
8.000000000000000000e+01,1.064777183532714805e-01
9.000000000000000000e+01,1.039485275745391790e-01
1.000000000000000000e+02,8.923861980438232977e-02
