controllable,controllable,controllable,dynamic,controllable,dynamic,output
9.387604247979008942e-01,2.387328846874824384e-01,8.347631808769007122e-02,2.297171325227914673e-01,3.163900414904400327e-01,6.529456798118812300e-01,5.603059381781786419e-01
4.519049078226089478e-02,5.097061991691589355e-01,4.803235828876495361e-01,1.941147893667221069e-01,9.591408371925354004e-01,6.919879317283630371e-01,4.731504023075103760e-01
8.671128749847412109e-01,4.799263179302215576e-01,1.979030370712280273e-01,1.194340065121650696e-01,1.241956464946269989e-02,6.561220288276672363e-01,1.034790650010108948e-01
4.751694947481155396e-02,8.048329949378967285e-01,9.245627522468566895e-01,2.385193854570388794e-02,9.365859627723693848e-01,6.788495182991027832e-01,2.606018073856830597e-02
9.563419818878173828e-01,6.939507275819778442e-02,6.341885030269622803e-02,3.283898532390594482e-02,3.123158812522888184e-01,6.744868159294128418e-01,2.782181203365325928e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.173269562423229218e-02,1.000000000000000000e+00,6.396040320396423340e-01,2.572825364768505096e-02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.233999133110046387e-01,5.804320098832249641e-04
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.769647359848022461e-01,2.963508479297161102e-02
9.858824014663696289e-01,7.110412716865539551e-01,7.067692931741476059e-03,0.000000000000000000e+00,4.266203045845031738e-01,5.590251684188842773e-01,4.546492919325828552e-02
8.618132770061492920e-02,1.399753242731094360e-02,4.351392760872840881e-02,0.000000000000000000e+00,9.405705928802490234e-01,5.194203257560729980e-01,1.057510357350111008e-02
3.842372596263885498e-01,9.086966514587402344e-01,8.490300774574279785e-01,0.000000000000000000e+00,1.001673284918069839e-02,5.072728395462036133e-01,3.538725525140762329e-02
1.000000000000000000e+00,4.414500668644905090e-02,1.000000000000000000e+00,5.203194171190261841e-02,1.000000000000000000e+00,5.343492627143859863e-01,6.308523734332993627e-05
4.142563939094543457e-01,1.393354088068008423e-01,9.982583522796630859e-01,1.103561744093894958e-01,6.599798202514648438e-01,5.653830766677856445e-01,1.225526034832000732e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.873132288455963135e-01,0.000000000000000000e+00,5.263631939888000488e-01,6.225029006600379944e-02
0.000000000000000000e+00,6.922663450241088867e-01,4.423483833670616150e-02,1.488358080387115479e-01,9.456325173377990723e-01,5.025126338005065918e-01,5.203063134104013443e-03
9.709308147430419922e-01,7.467913031578063965e-01,9.323553442955017090e-01,1.595198810100555420e-01,8.081008791923522949e-01,5.150652527809143066e-01,1.222910126671195030e-03
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.539765536785125732e-01,1.000000000000000000e+00,5.061963796615600586e-01,5.522903054952621460e-03
9.680477380752563477e-01,6.749840825796127319e-02,4.188881814479827881e-02,2.866340577602386475e-01,8.471052348613739014e-02,4.780189096927642822e-01,1.650454401969909668e-01
1.000000000000000000e+00,9.613465070724487305e-01,9.857540726661682129e-01,3.325898945331573486e-01,7.321909666061401367e-01,5.143502354621887207e-01,1.156301004812121391e-03
4.287030547857284546e-02,4.472654778510332108e-03,2.295964062213897705e-01,2.545995116233825684e-01,6.020194292068481445e-01,5.556293725967407227e-01,5.905431509017944336e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.371919453144073486e-01,1.000000000000000000e+00,5.239843130111694336e-01,2.141308225691318512e-02
2.867709612473845482e-03,7.439731955528259277e-01,4.574046730995178223e-01,3.083261251449584961e-01,4.049726426601409912e-01,5.529524087905883789e-01,6.884589195251464844e-01
0.000000000000000000e+00,4.412638247013092041e-01,3.832602202892303467e-01,3.949247896671295166e-01,9.249186515808105469e-01,5.529475212097167969e-01,2.387867420911788940e-01
5.528764799237251282e-02,9.511330723762512207e-01,0.000000000000000000e+00,3.916460275650024414e-01,8.838891983032226562e-01,5.544700026512145996e-01,7.088511250913143158e-03
1.527252942323684692e-01,1.706665605306625366e-01,7.641620039939880371e-01,4.423267245292663574e-01,1.396438479423522949e-01,5.410519838333129883e-01,1.107815623283386230e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.262489974498748779e-01,0.000000000000000000e+00,5.002196431159973145e-01,1.670503318309783936e-01
0.000000000000000000e+00,2.920844554901123047e-01,1.000000000000000000e+00,3.944018483161926270e-01,2.109416872262954712e-01,4.520537555217742920e-01,6.356673836708068848e-01
0.000000000000000000e+00,1.012141034007072449e-01,4.213152825832366943e-01,4.787630736827850342e-01,1.424569934606552124e-01,4.301901757717132568e-01,8.215390443801879883e-01
6.610118597745895386e-02,2.709899246692657471e-01,4.318126142024993896e-01,4.886876046657562256e-01,4.561195373535156250e-01,3.823692798614501953e-01,8.018220067024230957e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.986945688724517822e-01,3.186247646808624268e-01,3.336898386478424072e-01,1.036651432514190674e-01
0.000000000000000000e+00,7.622036337852478027e-01,2.636994980275630951e-02,4.366499781608581543e-01,5.394982099533081055e-01,3.579365313053131104e-01,1.164349019527435303e-01
7.696364820003509521e-02,6.553743779659271240e-02,6.438196897506713867e-01,4.090867638587951660e-01,3.062158524990081787e-01,3.706394731998443604e-01,1.224192142486572266e+00
8.877886831760406494e-02,0.000000000000000000e+00,6.836903691291809082e-01,4.880682229995727539e-01,2.587111890316009521e-01,3.725060224533081055e-01,8.318544030189514160e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.163831353187561035e-01,4.830314218997955322e-01,1.680227071046829224e-01,3.934651017189025879e-01,1.103274989873170853e-02
1.421284526586532593e-01,1.296061277389526367e-01,6.098336577415466309e-01,5.295902490615844727e-01,2.934393286705017090e-01,4.312693476676940918e-01,1.130204796791076660e+00
1.378933191299438477e-01,1.000000000000000000e+00,5.225872397422790527e-01,5.656896233558654785e-01,1.444618403911590576e-01,4.248251616954803467e-01,1.607015430927276611e-01
0.000000000000000000e+00,1.292574703693389893e-01,6.776137948036193848e-01,5.387278795242309570e-01,0.000000000000000000e+00,4.370964467525482178e-01,2.228069901466369629e-01
5.787906050682067871e-02,1.187557950615882874e-01,5.475828051567077637e-01,5.749965310096740723e-01,2.984742522239685059e-01,4.747556447982788086e-01,1.015392661094665527e+00
2.444729357957839966e-01,1.454242318868637085e-01,0.000000000000000000e+00,5.035229921340942383e-01,2.292674183845520020e-01,5.072945356369018555e-01,1.139292120933532715e+00
2.202300578355789185e-01,9.198039025068283081e-02,1.000000000000000000e+00,4.711574018001556396e-01,3.514671027660369873e-01,5.506591200828552246e-01,9.236435294151306152e-01
1.717272549867630005e-01,1.372942328453063965e-01,1.000000000000000000e+00,4.700104296207427979e-01,2.213760018348693848e-01,5.052497982978820801e-01,7.754457592964172363e-01
2.378369122743606567e-01,2.114278525114059448e-01,0.000000000000000000e+00,4.776017069816589355e-01,2.973727881908416748e-01,4.607281982898712158e-01,1.201337814331054688e+00
