controllable,controllable,controllable,dynamic,controllable,dynamic,output
1.921040415763854980e-01,1.738425642251968384e-01,5.321196913719177246e-01,6.982084774465873167e-01,3.113881647586822510e-01,6.690694675930389801e-01,-6.574797034263610840e-01
2.085369080305099487e-01,1.578938066959381104e-01,4.832496047019958496e-01,3.542918993114784199e-01,3.084203898906707764e-01,8.228667111266743106e-01,-2.547668218612670898e+00
1.871328055858612061e-01,1.522091478109359741e-01,5.034024715423583984e-01,1.278093258827914802e-01,3.173196017742156982e-01,6.266026888910585235e-01,-2.750850915908813477e+00
2.060737609863281250e-01,1.521362960338592529e-01,4.734910130500793457e-01,5.042359223142967029e-01,3.099788129329681396e-01,6.904773133989077216e-01,-2.042972087860107422e+00
1.924348622560501099e-01,1.496715843677520752e-01,4.917472004890441895e-01,2.076066516829156161e-01,3.152498006820678711e-01,5.331884646862291577e-01,-2.840685367584228516e+00
1.817329078912734985e-01,1.678836047649383545e-01,5.293586850166320801e-01,7.715620159158724789e-01,3.182109892368316650e-01,5.727426908620957269e-01,-3.434773981571197510e-01
1.827933192253112793e-01,1.609263569116592407e-01,5.205347537994384766e-01,6.956272471951613356e-02,3.181985318660736084e-01,7.354463318712993747e-01,-2.222838163375854492e+00
1.705506443977355957e-01,1.529592722654342651e-01,5.227242112159729004e-01,5.427866170097217502e-02,3.291179835796356201e-01,4.357797402713149415e-01,-1.581858634948730469e+00
2.001375406980514526e-01,1.527555733919143677e-01,4.851398169994354248e-01,5.991341894104246224e-01,3.118419647216796875e-01,6.216797012157555535e-01,-1.258764028549194336e+00
2.002161592245101929e-01,1.488946378231048584e-01,4.771023690700531006e-01,3.022037425381084996e-01,3.123459815979003906e-01,5.638976394116934632e-01,-3.081286668777465820e+00
1.967894732952117920e-01,3.396489918231964111e-01,7.551006078720092773e-01,7.869372636552584011e-01,2.452082335948944092e-01,6.536798473848189905e-01,-3.470485210418701172e-01
2.008442878723144531e-01,1.550785750150680542e-01,4.891063570976257324e-01,2.204205902382844751e-01,3.111701607704162598e-01,7.680126714297830226e-01,-2.936996936798095703e+00
