controllable,controllable,controllable,dynamic,controllable,dynamic,output
3.992775082588195801e-01,8.593273758888244629e-01,5.664161443710327148e-01,8.651272043508879683e-01,3.045831322669982910e-01,4.166230127276907558e-01,-1.965611726045608521e-01
1.827522665262222290e-01,1.627893596887588501e-01,5.156524777412414551e-01,7.614887983904019553e-01,3.221183121204376221e-01,4.466889857309210843e-01,-2.813030183315277100e-01
2.593121230602264404e-01,4.089373350143432617e-01,7.755613327026367188e-01,9.672874677212938144e-01,2.009394764900207520e-01,5.067977763278668224e-01,-5.580151453614234924e-02
4.003547430038452148e-01,8.553298115730285645e-01,5.294788479804992676e-01,4.186019435542419620e-01,2.992306649684906006e-01,2.555173569276990575e-01,-1.390767455101013184e+00
1.718721240758895874e-01,1.527934670448303223e-01,5.212901830673217773e-01,5.797059795948110439e-02,3.278509378433227539e-01,4.594237172492944832e-01,-1.720989823341369629e+00
4.046549499034881592e-01,8.825211524963378906e-01,8.469147682189941406e-01,7.958407237061877471e-01,1.325915455818176270e-01,1.328119139132142856e-01,-1.729029536247253418e+00
4.029336869716644287e-01,8.731087446212768555e-01,5.932327508926391602e-01,7.039341111814610974e-01,2.787264883518218994e-01,3.063570726066890959e-01,-1.011093378067016602e+00
4.043071269989013672e-01,8.802391290664672852e-01,7.214328646659851074e-01,3.786772877294048989e-01,2.208717614412307739e-01,6.506743840836137771e-02,-2.172665596008300781e+00
4.045900702476501465e-01,8.820329308509826660e-01,8.147183656692504883e-01,6.709700606001194334e-01,1.636332422494888306e-01,1.433135682689501145e-01,-2.500950813293457031e+00
1.673925369977951050e-01,1.542737334966659546e-01,5.263832211494445801e-01,6.412561573566516460e-02,3.328932821750640869e-01,2.912837633837187523e-01,-8.616913557052612305e-01
1.767501384019851685e-01,1.583149582147598267e-01,5.182157754898071289e-01,1.465850642306843754e-01,3.262202739715576172e-01,1.983566939676368324e-01,-5.775059461593627930e-01
2.033310830593109131e-01,1.487678289413452148e-01,4.706524610519409180e-01,4.252436011979363051e-01,3.113771080970764160e-01,5.555132982902399874e-01,-2.490908861160278320e+00
4.003474414348602295e-01,8.610528707504272461e-01,5.492560267448425293e-01,1.832448609898531255e-01,3.008194267749786377e-01,1.162301987672758191e-01,-6.739041209220886230e-01
1.980675905942916870e-01,1.561017781496047974e-01,4.872511625289916992e-01,5.681419955862012650e-01,3.144851624965667725e-01,3.953111591384807499e-01,-8.837232589721679688e-01
4.046917259693145752e-01,8.827554583549499512e-01,8.678647279739379883e-01,8.834397761279066952e-01,1.129654347896575928e-01,9.042973509722607162e-03,-1.216274738311767578e+00
4.046806395053863525e-01,8.826971054077148438e-01,8.637505173683166504e-01,7.532070155487020635e-01,1.184499114751815796e-01,2.695057462852024077e-02,-2.320176124572753906e+00
1.730905622243881226e-01,1.529432833194732666e-01,5.197292566299438477e-01,9.981527712539907393e-02,3.271946310997009277e-01,3.234783151337619622e-01,-1.120773077011108398e+00
4.027627110481262207e-01,8.712539672851562500e-01,5.806354284286499023e-01,3.482085917598234936e-01,2.829504907131195068e-01,1.572558530252599618e-01,-1.618538379669189453e+00
1.865265071392059326e-01,1.523638963699340820e-01,5.044127702713012695e-01,1.228658823258125671e-01,3.176087439060211182e-01,6.268688611295432089e-01,-2.718447208404541016e+00
1.920131742954254150e-01,1.512936800718307495e-01,4.931634366512298584e-01,2.740339896760093930e-01,3.159788846969604492e-01,3.521343947117627771e-01,-1.604071378707885742e+00
4.046728014945983887e-01,8.826441168785095215e-01,8.570564389228820801e-01,8.337969048998832289e-01,1.227512285113334656e-01,1.041426945072241733e-01,-1.535976648330688477e+00
