controllable,controllable,controllable,dynamic,controllable,dynamic,output
4.028567373752593994e-01,8.713282346725463867e-01,5.814595818519592285e-01,4.958387373575997570e-01,2.821492850780487061e-01,2.292035667137755917e-01,-1.855860590934753418e+00
3.918077051639556885e-01,8.265402317047119141e-01,5.783513188362121582e-01,8.949558972141863356e-01,3.120508790016174316e-01,4.699295496506197822e-01,-9.654025733470916748e-02
4.012397825717926025e-01,8.674107789993286133e-01,5.743706822395324707e-01,8.435437330569148795e-01,2.950915396213531494e-01,3.845159159588846798e-01,-3.005109131336212158e-01
3.976822197437286377e-01,8.437340855598449707e-01,5.284758806228637695e-01,7.166677515860526704e-01,3.058456480503082275e-01,3.999558649738677030e-01,-4.622267484664916992e-01
3.975678086280822754e-01,8.368828296661376953e-01,5.085275769233703613e-01,5.180171645973828953e-01,3.042651712894439697e-01,3.319178075558691932e-01,-1.039803743362426758e+00
4.035325348377227783e-01,8.755224943161010742e-01,6.185482144355773926e-01,4.737570506600325415e-01,2.677430510520935059e-01,1.863157164941880994e-01,-2.162850379943847656e+00
1.900980919599533081e-01,1.551789194345474243e-01,5.007432103157043457e-01,6.871080536704868846e-01,3.168715238571166992e-01,4.786852228477690430e-01,-5.531466603279113770e-01
4.041912555694580078e-01,8.796739578247070312e-01,6.978925466537475586e-01,6.457913789974047969e-01,2.307330667972564697e-01,2.116078696923623381e-01,-2.008559226989746094e+00
3.988420963287353516e-01,8.470410108566284180e-01,5.222949981689453125e-01,6.223917012186697129e-01,3.030056655406951904e-01,3.592882899285593790e-01,-8.089472055435180664e-01
1.793194264173507690e-01,1.642549782991409302e-01,5.213067531585693359e-01,7.877698632444338767e-01,3.239760994911193848e-01,4.597073793446992962e-01,-2.343181669712066650e-01
1.929110139608383179e-01,1.536130458116531372e-01,4.966697990894317627e-01,6.672780796258147573e-01,3.148648142814636230e-01,5.420108737173927604e-01,-7.361649870872497559e-01
2.023122459650039673e-01,1.496695131063461304e-01,4.745186269283294678e-01,5.253466355236958707e-01,3.116145133972167969e-01,5.686533572153257277e-01,-1.759119987487792969e+00
1.612802445888519287e-01,2.304529696702957153e-01,5.878733396530151367e-01,9.345926907551094232e-01,3.281141817569732666e-01,5.100856872429919697e-01,-7.097499817609786987e-02
3.991091251373291016e-01,8.607084155082702637e-01,5.839437842369079590e-01,9.228726656978896159e-01,3.041967153549194336e-01,4.254087765368691487e-01,-1.231555789709091187e-01
4.029954969882965088e-01,8.741324543952941895e-01,6.004860997200012207e-01,7.601581203163294553e-01,2.758375704288482666e-01,3.201049034560808915e-01,-7.596085071563720703e-01
1.714086383581161499e-01,2.134428918361663818e-01,5.827317833900451660e-01,8.506662615905773439e-01,3.156792223453521729e-01,5.745722345348773796e-01,-1.737824678421020508e-01
4.042221605777740479e-01,8.802342414855957031e-01,7.065236568450927734e-01,7.685484968968310238e-01,2.200193852186203003e-01,2.507600368595782614e-01,-1.171439051628112793e+00
3.967990875244140625e-01,8.334698677062988281e-01,5.098094344139099121e-01,5.980653024650739447e-01,3.054180443286895752e-01,3.685045000104213431e-01,-7.814465165138244629e-01
4.012198150157928467e-01,8.610467910766601562e-01,5.415924191474914551e-01,5.516807017283098524e-01,2.959328591823577881e-01,2.985178795003396446e-01,-1.302726387977600098e+00
4.046371281147003174e-01,8.824678659439086914e-01,8.370289802551269531e-01,8.823083311838875176e-01,1.352131664752960205e-01,1.802066774772231872e-01,-9.348813891410827637e-01
4.032655060291290283e-01,8.742237091064453125e-01,6.035310626029968262e-01,6.085934168486408780e-01,2.738100588321685791e-01,2.592450487375634882e-01,-1.627509832382202148e+00
4.033766984939575195e-01,8.747102618217468262e-01,6.088634729385375977e-01,5.673459777622460454e-01,2.716239392757415771e-01,2.372326565129354303e-01,-1.871144533157348633e+00
4.025350511074066162e-01,8.713716864585876465e-01,5.825966000556945801e-01,7.353032946995601282e-01,2.842458486557006836e-01,3.291058995787167762e-01,-7.761179208755493164e-01
1.738651543855667114e-01,2.069153636693954468e-01,5.769613385200500488e-01,8.326920558939504557e-01,3.151154518127441406e-01,5.862749230710475601e-01,-2.072236537933349609e-01
1.839671134948730469e-01,1.597744524478912354e-01,5.159715414047241211e-01,7.493665487646901102e-01,3.187207877635955811e-01,5.335022738841574963e-01,-3.872703909873962402e-01
2.006765007972717285e-01,1.497895270586013794e-01,4.768030643463134766e-01,5.051730595987908856e-01,3.124323189258575439e-01,4.861743992672795112e-01,-1.622836351394653320e+00
1.980514675378799438e-01,1.590093076229095459e-01,4.897009432315826416e-01,5.836307712090456068e-01,3.150261342525482178e-01,3.804762618270141061e-01,-7.637881636619567871e-01
4.036240875720977783e-01,8.767114281654357910e-01,6.305046081542968750e-01,6.815275841328189976e-01,2.615141272544860840e-01,2.671685435082228333e-01,-1.387399792671203613e+00
4.016489088535308838e-01,8.662976026535034180e-01,5.617983937263488770e-01,7.222011055433124049e-01,2.931892573833465576e-01,3.483898816929331677e-01,-6.967220306396484375e-01
4.033990800380706787e-01,8.747043609619140625e-01,6.092476844787597656e-01,4.876373742607608697e-01,2.714974880218505859e-01,2.005381042432085037e-01,-2.091090440750122070e+00
4.046221971511840820e-01,8.824612498283386230e-01,8.294207453727722168e-01,9.642525947993156876e-01,1.331475824117660522e-01,2.055706759511912729e-01,-4.727412462234497070e-01
4.017381072044372559e-01,8.645325303077697754e-01,5.515433549880981445e-01,5.720173398557114597e-01,2.930403053760528564e-01,2.953375022366413472e-01,-1.327417969703674316e+00
1.947509497404098511e-01,1.523361206054687500e-01,4.914903044700622559e-01,6.404787664280400250e-01,3.143745958805084229e-01,5.221805226579012693e-01,-8.500267863273620605e-01
4.015960395336151123e-01,8.713835477828979492e-01,6.025980114936828613e-01,9.511386653561839655e-01,2.869274616241455078e-01,3.902115998440267575e-01,-1.402692198753356934e-01
3.278412520885467529e-01,4.555240273475646973e-01,7.931033372879028320e-01,9.853058795024025596e-01,1.794061958789825439e-01,4.940839220824773670e-01,-4.688017442822456360e-02
3.959327042102813721e-01,8.464825749397277832e-01,5.997075438499450684e-01,9.430253173953697665e-01,3.062255084514617920e-01,4.547799357121301567e-01,-7.921537756919860840e-02
4.044016301631927490e-01,8.816339969635009766e-01,7.527813315391540527e-01,9.728070642715015426e-01,1.702043861150741577e-01,2.704607092310695182e-01,-3.078240454196929932e-01
4.034384191036224365e-01,8.758862614631652832e-01,6.187074184417724609e-01,7.067866430508482622e-01,2.667874395847320557e-01,2.853979373328527913e-01,-1.158856630325317383e+00
2.136191129684448242e-01,4.075758755207061768e-01,8.173518776893615723e-01,9.898221457040136118e-01,1.313683092594146729e-01,5.806643778116278298e-01,-1.098678633570671082e-01
