controllable,controllable,controllable,dynamic,controllable,dynamic,output
1.775190532207489014e-01,1.527982205152511597e-01,5.155387520790100098e-01,7.303575661180353173e-02,3.231250941753387451e-01,5.604633338974998047e-01,-2.235763788223266602e+00
2.062739282846450806e-01,1.505144238471984863e-01,4.692037999629974365e-01,3.542983927711366721e-01,3.101456165313720703e-01,6.993154474381428898e-01,-3.100407600402832031e+00
1.714952290058135986e-01,1.608113497495651245e-01,5.299410820007324219e-01,6.824224583140768574e-03,3.265624046325683594e-01,6.786968815916112341e-01,-1.873364925384521484e+00
1.932421475648880005e-01,1.515308618545532227e-01,4.938347637653350830e-01,1.741219078572000811e-01,3.145813941955566406e-01,6.513232616298834099e-01,-3.041951179504394531e+00
1.870770156383514404e-01,1.506515592336654663e-01,5.011007189750671387e-01,1.507833910569245650e-01,3.176198899745941162e-01,5.474367946149842901e-01,-2.667718887329101562e+00
1.844918131828308105e-01,1.522000283002853394e-01,5.067278742790222168e-01,1.130828337240774306e-01,3.187435865402221680e-01,6.041633446233704019e-01,-2.618776082992553711e+00
1.878125220537185669e-01,1.509486436843872070e-01,5.005739331245422363e-01,1.477511098615914842e-01,3.171868622303009033e-01,5.778337026996803738e-01,-2.767400264739990234e+00
1.989820152521133423e-01,1.534964293241500854e-01,4.887753129005432129e-01,2.081623443834383358e-01,3.120538294315338135e-01,7.340585388492248953e-01,-3.046155929565429688e+00
2.020846009254455566e-01,1.487166136503219604e-01,4.731296300888061523e-01,3.482400211519010025e-01,3.117537200450897217e-01,5.617728592618917993e-01,-2.944105386734008789e+00
2.041124105453491211e-01,1.489810943603515625e-01,4.698173105716705322e-01,3.657314820678395639e-01,3.110401928424835205e-01,6.109820473369604876e-01,-3.032048463821411133e+00
1.887158155441284180e-01,2.930424213409423828e-01,6.958229541778564453e-01,4.344951674367353994e-02,2.763218283653259277e-01,8.620744372691211410e-01,-1.566276788711547852e+00
2.143183201551437378e-01,3.515211343765258789e-01,7.820467352867126465e-01,1.848945377972839865e-01,2.325632274150848389e-01,9.621025384340420317e-01,-1.765858650207519531e+00
2.091321349143981934e-01,1.599161028861999512e-01,4.873079061508178711e-01,4.206608251722769865e-01,3.079569339752197266e-01,8.212784760113294169e-01,-2.238402128219604492e+00
2.068948000669479370e-01,1.617244929075241089e-01,4.949041008949279785e-01,2.988093258023574172e-01,3.082939982414245605e-01,8.497418902996257684e-01,-2.486658334732055664e+00
1.704958379268646240e-01,1.531793922185897827e-01,5.230325460433959961e-01,4.542776849082469370e-02,3.290902674198150635e-01,4.717336831316231160e-01,-1.713295578956604004e+00
1.977459639310836792e-01,1.499920189380645752e-01,4.838145971298217773e-01,2.331766644259409826e-01,3.130401670932769775e-01,6.245729219038160807e-01,-3.245382070541381836e+00
1.960129588842391968e-01,1.578451246023178101e-01,5.013188719749450684e-01,1.666668085424943824e-01,3.124694526195526123e-01,7.738879132994992416e-01,-2.690357446670532227e+00
2.035347223281860352e-01,1.495074331760406494e-01,4.722317755222320557e-01,3.186293125747652888e-01,3.111309707164764404e-01,6.451181748532830440e-01,-3.262846946716308594e+00
2.065314054489135742e-01,1.519829779863357544e-01,4.722954630851745605e-01,3.304792018799253550e-01,3.098554909229278564e-01,7.414423874374067580e-01,-3.063191413879394531e+00
1.918029189109802246e-01,1.495715081691741943e-01,4.924493730068206787e-01,2.170295602824649506e-01,3.155822753906250000e-01,4.912913169083202858e-01,-2.611093759536743164e+00
2.015964537858963013e-01,1.555555164813995361e-01,4.889476597309112549e-01,2.272352324233178067e-01,3.108476996421813965e-01,7.778667949491802069e-01,-2.903762817382812500e+00
2.208916991949081421e-01,3.582641184329986572e-01,7.913633584976196289e-01,4.394652630337262944e-01,2.253087460994720459e-01,9.491854294107199275e-01,-1.689028978347778320e+00
2.038775980472564697e-01,1.488121449947357178e-01,4.698331952095031738e-01,3.854762528052324000e-01,3.111526668071746826e-01,5.888129184597723498e-01,-2.865276813507080078e+00
2.053371667861938477e-01,1.492555588483810425e-01,4.679937958717346191e-01,3.960280652036362592e-01,3.106208145618438721e-01,6.327576079358347982e-01,-2.896225690841674805e+00
2.034473717212677002e-01,3.281084597110748291e-01,7.511519789695739746e-01,1.050158158801148128e-01,2.531046271324157715e-01,9.031005563728897734e-01,-1.722442865371704102e+00
1.923558562994003296e-01,3.393896520137786865e-01,7.537278532981872559e-01,1.755582737898917986e-02,2.448094636201858521e-01,8.706150032492278035e-01,-1.457454442977905273e+00
1.702861189842224121e-01,1.540036946535110474e-01,5.240776538848876953e-01,3.035572122684532595e-02,3.291068375110626221e-01,5.311506318798387971e-01,-1.861307024955749512e+00
1.772722005844116211e-01,1.519522070884704590e-01,5.147757530212402344e-01,8.735620518934907042e-02,3.234846889972686768e-01,4.971369300467365915e-01,-2.070956230163574219e+00
1.875184625387191772e-01,1.536811292171478271e-01,5.051343441009521484e-01,1.196781309571268437e-01,3.168786764144897461e-01,6.682564959457801823e-01,-2.705097436904907227e+00
2.089595198631286621e-01,1.566681116819381714e-01,4.794719517230987549e-01,4.240770726667087986e-01,3.084879219532012939e-01,7.952958489382193630e-01,-2.354022502899169922e+00
2.049926221370697021e-01,1.563376337289810181e-01,4.853139519691467285e-01,2.711023473973225850e-01,3.096650242805480957e-01,8.023692585636468255e-01,-2.821720838546752930e+00
1.999521404504776001e-01,1.495870947837829590e-01,4.776721000671386719e-01,4.032842871718118061e-01,3.127337396144866943e-01,4.446735185959530545e-01,-1.999865531921386719e+00
2.084116786718368530e-01,1.532115340232849121e-01,4.717224538326263428e-01,4.132747741765632754e-01,3.091448545455932617e-01,7.555313848252362963e-01,-2.600373506546020508e+00
1.903069615364074707e-01,1.558980941772460938e-01,5.051379203796386719e-01,1.286132405836871717e-01,3.151723444461822510e-01,7.218476210882683874e-01,-2.670939207077026367e+00
2.164118885993957520e-01,3.641813695430755615e-01,7.940186262130737305e-01,1.927776146155004700e-01,2.182037830352783203e-01,9.909620349418470919e-01,-1.686095952987670898e+00
2.072969079017639160e-01,3.830004930496215820e-01,8.058993816375732422e-01,5.883211464095546017e-02,1.886660903692245483e-01,9.803287382183281107e-01,-1.497662305831909180e+00
2.116827219724655151e-01,2.883399724960327148e-01,7.137061357498168945e-01,2.861183255309767137e-01,2.746349871158599854e-01,9.122077821368305139e-01,-2.038349390029907227e+00
1.779862195253372192e-01,1.859900355339050293e-01,5.548672080039978027e-01,2.424002364544683777e-02,3.161891996860504150e-01,8.115324486226093148e-01,-1.654452681541442871e+00
2.042786478996276855e-01,1.503600180149078369e-01,4.727730154991149902e-01,3.081947338471932030e-01,3.107691109180450439e-01,6.871964500536396070e-01,-3.268500566482543945e+00
2.199670374393463135e-01,3.511608541011810303e-01,7.849944233894348145e-01,3.392636928124490581e-01,2.328497469425201416e-01,9.701596583096410154e-01,-1.793614745140075684e+00
2.142095714807510376e-01,3.263015747070312500e-01,7.581133246421813965e-01,2.392684194400592768e-01,2.536478936672210693e-01,9.378171086354956110e-01,-1.915595412254333496e+00
2.046839594841003418e-01,1.612031608819961548e-01,4.967202544212341309e-01,2.577942965371674555e-01,3.090144097805023193e-01,8.401673552356976327e-01,-2.557440280914306641e+00
