controllable,controllable,controllable,dynamic,controllable,dynamic,output
1.885107606649398804e-01,1.505773067474365234e-01,4.981452524662017822e-01,2.219689217453312546e-01,3.173110485076904297e-01,3.798055045270530838e-01,-1.786365151405334473e+00
3.977700769901275635e-01,8.381490111351013184e-01,5.093474984169006348e-01,5.104374990656838085e-01,3.040237724781036377e-01,3.270908190257171277e-01,-1.068615555763244629e+00
4.039984643459320068e-01,8.784856796264648438e-01,6.667899489402770996e-01,6.055595106805485850e-01,2.462301999330520630e-01,2.130911708553672457e-01,-2.083872318267822266e+00
4.038683176040649414e-01,8.776528835296630859e-01,6.502048969268798828e-01,5.725013679153596602e-01,2.540590763092041016e-01,2.093731421189162223e-01,-2.146830558776855469e+00
4.004978835582733154e-01,8.579569458961486816e-01,5.373705625534057617e-01,3.093303767152607020e-01,2.991226017475128174e-01,1.956638905328735578e-01,-1.194667100906372070e+00
1.993094980716705322e-01,1.530935466289520264e-01,4.821534454822540283e-01,4.355028712823929560e-01,3.135796189308166504e-01,3.713506534557636796e-01,-1.377781629562377930e+00
1.750544309616088867e-01,1.527122408151626587e-01,5.173617005348205566e-01,1.153611855329666341e-01,3.256208002567291260e-01,3.222010314641188256e-01,-1.154485702514648438e+00
4.042189717292785645e-01,8.797906637191772461e-01,7.029401659965515137e-01,6.281936412914929102e-01,2.288691848516464233e-01,2.016522326415844391e-01,-2.151619434356689453e+00
4.011806249618530273e-01,8.612133860588073730e-01,5.429887175559997559e-01,5.926919006696740322e-01,2.961289584636688232e-01,3.151867439938382809e-01,-1.150729537010192871e+00
1.696532070636749268e-01,1.531092822551727295e-01,5.237082839012145996e-01,5.144042903958585128e-02,3.300211429595947266e-01,4.208691841469592854e-01,-1.491073012351989746e+00
1.995320469141006470e-01,1.537842303514480591e-01,4.824573695659637451e-01,4.969727055945937222e-01,3.136014640331268311e-01,3.881357346125267060e-01,-1.196240067481994629e+00
1.782890856266021729e-01,1.594713479280471802e-01,5.170438885688781738e-01,1.574746220767626048e-01,3.254693746566772461e-01,1.908347863972320591e-01,-5.573726296424865723e-01
4.030680060386657715e-01,8.727888464927673340e-01,5.917134881019592285e-01,5.574792376554613682e-01,2.784409224987030029e-01,2.475346439781492547e-01,-1.768935680389404297e+00
4.032664597034454346e-01,8.739252686500549316e-01,6.014503240585327148e-01,5.260843673430116718e-01,2.745923995971679688e-01,2.249759330962257664e-01,-1.958318829536437988e+00
1.934616118669509888e-01,1.552195847034454346e-01,4.947280585765838623e-01,6.459185816496871846e-01,3.158639073371887207e-01,4.435603305849122324e-01,-6.631470918655395508e-01
3.978880047798156738e-01,8.391596078872680664e-01,5.103622078895568848e-01,4.205048081768184010e-01,3.039636611938476562e-01,2.867946630377929962e-01,-1.187253713607788086e+00
1.886588186025619507e-01,1.515100151300430298e-01,4.985738396644592285e-01,2.357312277376197862e-01,3.174686133861541748e-01,3.405491350500918779e-01,-1.503358006477355957e+00
1.854056864976882935e-01,1.551953554153442383e-01,5.057315230369567871e-01,2.156722258407997861e-01,3.199255466461181641e-01,2.606201873539472080e-01,-9.522589445114135742e-01
1.927396059036254883e-01,1.499813050031661987e-01,4.909702837467193604e-01,2.648559829180765490e-01,3.154026567935943604e-01,4.045256642112438072e-01,-2.015770912170410156e+00
1.667153090238571167e-01,1.538398265838623047e-01,5.271076560020446777e-01,2.721859208694206445e-02,3.331196010112762451e-01,4.370474255484060322e-01,-1.458146929740905762e+00
1.742435991764068604e-01,1.521840393543243408e-01,5.181642770767211914e-01,8.612186721808585965e-02,3.259341716766357422e-01,4.150157999158514688e-01,-1.613125562667846680e+00
1.988392770290374756e-01,1.583792269229888916e-01,4.876146018505096436e-01,3.892620119253938915e-01,3.146984875202178955e-01,3.014534543469462591e-01,-1.089686036109924316e+00
1.946166157722473145e-01,1.528079211711883545e-01,4.900930821895599365e-01,3.181492353656047434e-01,3.152487576007843018e-01,3.310663090765738614e-01,-1.416144490242004395e+00
