controllable,controllable,controllable,dynamic,controllable,dynamic,output
9.971724957022183311e-01,8.432660976241360684e-01,1.993916872045981004e-01,4.714382524170315225e-01,1.741544824869895036e-01,9.746351528319081581e-01,2.295796523326384259e-02
9.645643830299377441e-01,8.714743889868259430e-03,6.522595286369323730e-01,3.903972506523132324e-01,4.955818355083465576e-01,9.529991149902343750e-01,1.588079929351806641e-01
8.399792909622192383e-01,7.582379877567291260e-02,7.792377471923828125e-01,3.272207975387573242e-01,4.421353936195373535e-01,9.693544507026672363e-01,3.857333064079284668e-01
9.962927699089050293e-01,3.834880292415618896e-01,5.475122947245836258e-03,4.063648283481597900e-01,8.786743134260177612e-02,9.524919986724853516e-01,7.107590883970260620e-02
7.743437290191650391e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.777305483818054199e-01,1.000000000000000000e+00,9.230650067329406738e-01,3.971120459027588367e-04
2.569723688066005707e-02,4.310068190097808838e-01,8.841409683227539062e-01,4.169901907444000244e-01,9.870141148567199707e-01,9.495375752449035645e-01,2.472730912268161774e-02
5.819113850593566895e-01,9.929235577583312988e-01,5.917235836386680603e-02,3.618001937866210938e-01,6.414494514465332031e-01,9.584684967994689941e-01,1.015739236027002335e-02
6.044785976409912109e-01,1.745365858078002930e-01,5.099751353263854980e-01,2.961308956146240234e-01,7.153142690658569336e-01,9.304030537605285645e-01,9.665251523256301880e-02
3.814945816993713379e-01,5.674732923507690430e-01,8.717208504676818848e-01,2.475075870752334595e-01,9.165954589843750000e-01,9.788737297058105469e-01,1.998021639883518219e-02
7.708858251571655273e-01,1.012889072299003601e-01,4.376171529293060303e-01,2.879481315612792969e-01,5.802892521023750305e-02,9.465699195861816406e-01,2.661393284797668457e-01
0.000000000000000000e+00,7.184238731861114502e-02,1.000000000000000000e+00,3.011287450790405273e-01,3.347217142581939697e-01,9.414273500442504883e-01,7.982909083366394043e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.466313183307647705e-01,1.352389454841613770e-01,9.784783720970153809e-01,4.461323022842407227e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.010723233222961426e-01,3.237890899181365967e-01,1.000000000000000000e+00,5.060093477368354797e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.764457702636718750e-01,3.272507190704345703e-01,9.698683619499206543e-01,5.952937006950378418e-01
0.000000000000000000e+00,2.478033751249313354e-01,1.000000000000000000e+00,3.465762138366699219e-01,3.305543661117553711e-01,1.000000000000000000e+00,8.365858793258666992e-01
0.000000000000000000e+00,1.908182054758071899e-01,1.000000000000000000e+00,3.836730718612670898e-01,3.347145617008209229e-01,9.687697887420654297e-01,8.202666044235229492e-01
0.000000000000000000e+00,1.975591480731964111e-01,1.000000000000000000e+00,3.160554170608520508e-01,3.361412882804870605e-01,1.000000000000000000e+00,7.898567318916320801e-01
0.000000000000000000e+00,2.317092120647430420e-01,1.000000000000000000e+00,2.639749646186828613e-01,2.737452089786529541e-01,1.000000000000000000e+00,9.021477699279785156e-01
6.248705387115478516e-01,2.426641583442687988e-01,1.000000000000000000e+00,3.171921372413635254e-01,2.597017288208007812e-01,9.666132926940917969e-01,8.565229773521423340e-01
0.000000000000000000e+00,2.175653576850891113e-01,8.902899026870727539e-01,3.085805773735046387e-01,2.675930261611938477e-01,9.785618782043457031e-01,1.302005052566528320e+00
