evaluation,mae
2.000000000000000000e+00,1.224065624848008182e+00
1.000000000000000000e+01,9.362646906822920112e-01
2.000000000000000000e+01,9.986515633016824767e-01
3.000000000000000000e+01,9.106543587893247693e-01
4.000000000000000000e+01,4.463896945910528213e-01
5.000000000000000000e+01,5.263796155387535647e-01
6.000000000000000000e+01,5.497132446803152384e-01
7.000000000000000000e+01,5.043707040697336108e-01
8.000000000000000000e+01,4.389968276768922983e-01
9.000000000000000000e+01,4.383138870447874091e-01
1.000000000000000000e+02,3.798643404990434402e-01
