evaluation,mae
2.000000000000000000e+00,2.142111808657646055e+00
1.000000000000000000e+01,7.333920717239379439e-01
2.000000000000000000e+01,7.793144869804382591e-01
3.000000000000000000e+01,2.722647142410278276e-01
4.000000000000000000e+01,2.845171689987182617e-01
5.000000000000000000e+01,5.169651031494140736e-02
6.000000000000000000e+01,3.615316629409789928e-02
7.000000000000000000e+01,4.211055994033813255e-02
8.000000000000000000e+01,4.919481515884399636e-02
9.000000000000000000e+01,5.055067300796509122e-02
1.000000000000000000e+02,4.625777959823608454e-02
