evaluation,mae
2.000000000000000000e+00,1.886679693758487764e+00
1.000000000000000000e+01,1.486658123731613212e+00
2.000000000000000000e+01,1.469662105441093436e+00
3.000000000000000000e+01,1.445944397151470273e+00
4.000000000000000000e+01,8.614093041419983443e-01
5.000000000000000000e+01,3.969136440753937012e-01
6.000000000000000000e+01,3.232185566425323509e-01
7.000000000000000000e+01,3.234435206651687378e-01
8.000000000000000000e+01,2.946957612037658936e-01
9.000000000000000000e+01,1.775132620334625155e-01
1.000000000000000000e+02,1.552434349060058671e-01
