evaluation,mae
2.000000000000000000e+00,1.678956801593303627e+00
1.000000000000000000e+01,1.041880923509597823e+00
2.000000000000000000e+01,1.011105397939682016e+00
3.000000000000000000e+01,8.989009094238281650e-01
4.000000000000000000e+01,8.558330297470092551e-01
5.000000000000000000e+01,8.549583283066749528e-01
6.000000000000000000e+01,3.155189728736877419e-01
7.000000000000000000e+01,2.145495873689651500e-01
8.000000000000000000e+01,1.392824870347976751e-01
9.000000000000000000e+01,1.112729048728942904e-01
1.000000000000000000e+02,1.007461237907409657e-01
