controllable,controllable,controllable,dynamic,controllable,dynamic,output
1.863389615085553341e-02,4.064650094708014416e-01,9.497509526243460565e-01,1.432596119160173265e-01,4.935055956982413727e-01,8.220248603078228467e-02,4.425891183399346951e-02
8.371240645647048950e-02,2.882890999317169189e-01,8.025364875793457031e-01,4.496234282851219177e-02,7.804811596870422363e-01,7.333192974328994751e-02,4.306513071060180664e-02
9.408048987388610840e-01,9.681139588356018066e-01,9.056372940540313721e-02,0.000000000000000000e+00,3.887335583567619324e-02,6.212157011032104492e-02,1.210269052535295486e-03
1.283540390431880951e-02,7.651132345199584961e-01,7.614920139312744141e-01,0.000000000000000000e+00,7.236168384552001953e-01,4.109206050634384155e-02,2.111115679144859314e-02
1.000000000000000000e+00,2.401427030563354492e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.956433713436126709e-02,1.955353189259767532e-03
1.502691358327865601e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.844654418528079987e-02,8.742078393697738647e-02,1.152503956109285355e-02
6.460189819335937500e-02,1.138543114066123962e-01,7.108033299446105957e-01,2.807046473026275635e-02,7.782132625579833984e-01,1.061131954193115234e-01,1.001121252775192261e-01
0.000000000000000000e+00,9.291806817054748535e-02,7.055611014366149902e-01,0.000000000000000000e+00,9.537738561630249023e-01,1.490166932344436646e-01,1.179347559809684753e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.587154269218444824e-01,1.864087535068392754e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.079951256513595581e-02,1.000000000000000000e+00,1.319570839405059814e-01,7.604967104271054268e-04
0.000000000000000000e+00,4.930170997977256775e-02,6.977075934410095215e-01,8.210852742195129395e-03,1.000000000000000000e+00,1.431790143251419067e-01,1.119711473584175110e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.696833729743957520e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.159987375140190125e-01,8.192334644263610244e-05
0.000000000000000000e+00,0.000000000000000000e+00,5.854740142822265625e-01,4.197961837053298950e-02,1.000000000000000000e+00,1.185682043433189392e-01,1.233739852905273438e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.095938444137573242e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.329902380704879761e-02,4.742686823010444641e-02
0.000000000000000000e+00,1.000000000000000000e+00,4.469990730285644531e-01,8.553328365087509155e-02,1.000000000000000000e+00,7.700362801551818848e-02,2.452374063432216644e-02
3.137782514095306396e-01,0.000000000000000000e+00,6.016423106193542480e-01,1.230702102184295654e-01,1.000000000000000000e+00,9.681391716003417969e-02,8.428095281124114990e-02
6.729447841644287109e-01,9.810072779655456543e-01,9.567846655845642090e-01,2.620490826666355133e-02,7.227600216865539551e-01,8.048956096172332764e-02,4.077160358428955078e-02
5.779836177825927734e-01,8.515558242797851562e-01,6.114258766174316406e-01,0.000000000000000000e+00,6.979396566748619080e-03,8.713088929653167725e-02,7.132919877767562866e-02
1.529879719018936157e-01,1.000000000000000000e+00,6.532425880432128906e-01,3.401116654276847839e-02,1.000000000000000000e+00,1.123250126838684082e-01,6.157812476158142090e-02
8.296920359134674072e-02,0.000000000000000000e+00,6.139498353004455566e-01,5.365457013249397278e-02,1.000000000000000000e+00,1.458554714918136597e-01,1.672016233205795288e-01
1.412828415632247925e-01,0.000000000000000000e+00,5.787793993949890137e-01,3.878149762749671936e-02,1.000000000000000000e+00,1.675100326538085938e-01,2.088968157768249512e-01
1.666619181632995605e-01,0.000000000000000000e+00,5.518994927406311035e-01,1.295652389526367188e-01,1.000000000000000000e+00,2.092434018850326538e-01,2.598689794540405273e-01
