evaluation,mae
2.000000000000000000e+00,5.981843340396880704e-01
1.000000000000000000e+01,4.789092946052551092e-01
2.000000000000000000e+01,7.921969397366046550e-01
3.000000000000000000e+01,6.507706499099731312e-01
4.000000000000000000e+01,6.547180455923080622e-01
5.000000000000000000e+01,6.290207922458648238e-01
6.000000000000000000e+01,6.403332108259200961e-01
7.000000000000000000e+01,6.874977678060532060e-01
8.000000000000000000e+01,5.758361458778381570e-01
9.000000000000000000e+01,5.051170790195464999e-01
1.000000000000000000e+02,4.911510825157165416e-01
