controllable,controllable,controllable,dynamic,controllable,dynamic,output
6.503685155057432610e-01,1.220938412368275383e-01,6.797644160247038325e-01,8.818709453602487924e-01,5.824984588711074052e-01,4.781406842929836198e-01,1.339887164150755511e-02
0.000000000000000000e+00,1.000000000000000000e+00,6.402660836929927339e-18,9.265742897987365723e-01,0.000000000000000000e+00,4.612986147403717041e-01,4.420851357281208038e-03
9.118176102638244629e-01,6.932569295167922974e-02,8.415496945381164551e-01,8.745831847190856934e-01,9.128973484039306641e-01,4.723368883132934570e-01,1.002819408313371241e-04
1.782184280455112457e-02,8.469455242156982422e-01,4.514562338590621948e-02,9.401262998580932617e-01,5.282597616314888000e-02,4.660599827766418457e-01,6.292212754487991333e-03
5.067065358161926270e-03,1.127581596374511719e-01,9.080974459648132324e-01,1.000000000000000000e+00,9.576513171195983887e-01,4.266882836818695068e-01,2.742134267464280128e-03
9.888142347335815430e-01,9.170831441879272461e-01,2.150645852088928223e-02,1.000000000000000000e+00,9.176390171051025391e-01,4.160504341125488281e-01,1.919736387208104134e-04
9.141455292701721191e-01,8.789630532264709473e-01,9.554779529571533203e-01,9.407303929328918457e-01,1.350143644958734512e-02,3.904336392879486084e-01,2.418776042759418488e-03
2.203083783388137817e-02,2.074713259935379028e-01,2.753443084657192230e-02,9.309246540069580078e-01,9.895069003105163574e-01,4.162119626998901367e-01,5.378896603360772133e-04
8.899806141853332520e-01,1.807119348086416721e-03,4.514279216527938843e-02,8.465595841407775879e-01,5.438733100891113281e-02,4.311931431293487549e-01,6.478684023022651672e-03
1.275524199008941650e-01,1.304599493741989136e-01,8.726863861083984375e-01,9.258373975753784180e-01,1.685515046119689941e-02,4.560564458370208740e-01,1.615795865654945374e-02
9.724543690681457520e-01,6.411560811102390289e-03,6.958726048469543457e-01,1.000000000000000000e+00,2.085004188120365143e-02,4.606986939907073975e-01,3.102549817413091660e-03
1.212537940591573715e-02,8.270063996315002441e-01,9.224610328674316406e-01,1.000000000000000000e+00,9.970697164535522461e-01,5.030484199523925781e-01,2.396229188889265060e-03
6.417065262794494629e-01,9.594269394874572754e-01,9.755796790122985840e-01,9.601069092750549316e-01,4.465886577963829041e-02,4.868207573890686035e-01,1.707957126200199127e-02
9.679288864135742188e-01,9.861289262771606445e-01,8.314396142959594727e-01,8.993806838989257812e-01,9.999434947967529297e-01,4.991027712821960449e-01,2.230655663879588246e-04
1.181018874049186707e-01,7.590641733258962631e-03,9.697532653808593750e-01,9.763069152832031250e-01,2.676378935575485229e-03,4.927978217601776123e-01,6.769845262169837952e-03
1.712734848260879517e-01,5.864575505256652832e-02,2.954486757516860962e-03,9.319329261779785156e-01,1.698921434581279755e-02,4.826673865318298340e-01,7.166026625782251358e-03
9.145875573158264160e-01,9.914771914482116699e-01,1.337234675884246826e-01,9.509248137474060059e-01,4.480658099055290222e-02,5.105817914009094238e-01,5.460425163619220257e-04
3.253538534045219421e-02,2.849131822586059570e-02,9.575344920158386230e-01,9.941813945770263672e-01,4.460174962878227234e-02,5.549526214599609375e-01,1.561398990452289581e-02
8.229941874742507935e-02,1.448349952697753906e-01,9.990751147270202637e-01,9.373852014541625977e-01,9.754253029823303223e-01,6.029101014137268066e-01,1.804728759452700615e-03
7.678259164094924927e-02,9.656289815902709961e-01,3.517380356788635254e-02,9.010250568389892578e-01,1.599940098822116852e-02,6.011127233505249023e-01,3.160329535603523254e-03
7.244961452670395374e-04,5.322404205799102783e-02,8.434867858886718750e-02,9.152423143386840820e-01,1.831536740064620972e-02,5.756011009216308594e-01,1.034078653901815414e-02
8.677199482917785645e-01,9.988464713096618652e-01,1.378154032863676548e-03,9.933999776840209961e-01,5.305596068501472473e-02,5.722488760948181152e-01,3.556931042112410069e-04
9.625840187072753906e-01,5.988506227731704712e-02,4.942633211612701416e-02,9.331342577934265137e-01,9.695562124252319336e-01,5.786590576171875000e-01,4.999619250156683847e-06
8.762442469596862793e-01,2.204855345189571381e-02,9.887782931327819824e-01,9.707685708999633789e-01,3.495055809617042542e-02,5.635703802108764648e-01,1.193506456911563873e-02
2.404802478849887848e-02,9.429208040237426758e-01,8.245223760604858398e-01,9.987501502037048340e-01,9.745883345603942871e-01,5.549550056457519531e-01,2.365235006436705589e-03
8.536720871925354004e-01,9.625276923179626465e-01,9.961434602737426758e-01,1.000000000000000000e+00,2.911086007952690125e-02,5.231463909149169922e-01,2.070049988105893135e-03
9.624481201171875000e-01,5.489557236433029175e-02,9.152950644493103027e-01,1.000000000000000000e+00,9.295783042907714844e-01,5.027776956558227539e-01,4.182854900136590004e-05
3.666546940803527832e-02,7.338547706604003906e-02,9.865148067474365234e-01,1.000000000000000000e+00,7.242134958505630493e-02,5.435966849327087402e-01,1.648884452879428864e-02
9.069313406944274902e-01,4.084404930472373962e-02,1.717419363558292389e-02,9.582036733627319336e-01,8.302725851535797119e-02,5.847436785697937012e-01,2.852017059922218323e-03
1.752326786518096924e-01,9.264595508575439453e-01,9.812936782836914062e-01,1.000000000000000000e+00,4.847520031034946442e-03,5.367379188537597656e-01,9.391123428940773010e-03
2.338801510632038116e-02,6.342568397521972656e-01,9.918347597122192383e-01,9.087389707565307617e-01,9.801893234252929688e-01,5.335533022880554199e-01,2.708784304559230804e-03
9.667295217514038086e-01,9.602336883544921875e-01,9.339378476142883301e-01,9.384945034980773926e-01,7.127206772565841675e-02,4.856396615505218506e-01,1.553189475089311600e-03
4.791990667581558228e-02,9.749417304992675781e-01,9.243915677070617676e-01,9.531539082527160645e-01,9.893500804901123047e-01,4.374135136604309082e-01,8.599903434514999390e-03
1.095550032914616168e-04,6.195719242095947266e-01,4.757501650601625443e-03,9.898088574409484863e-01,1.622926630079746246e-02,4.503406286239624023e-01,2.983084879815578461e-03
4.129023849964141846e-02,3.294626250863075256e-02,9.511423707008361816e-01,1.000000000000000000e+00,9.350009560585021973e-01,4.646380841732025146e-01,1.807596301659941673e-03
8.990855813026428223e-01,5.842873360961675644e-03,2.609726041555404663e-02,9.618922472000122070e-01,1.122231185436248779e-01,5.089006423950195312e-01,2.922373125329613686e-03
1.513612922281026840e-03,1.011599749326705933e-01,4.388706292957067490e-03,9.576216340065002441e-01,8.781912922859191895e-01,4.933080971240997314e-01,2.749165869317948818e-04
1.291857007890939713e-02,9.694986045360565186e-02,7.553447037935256958e-02,8.690030574798583984e-01,6.221014633774757385e-02,5.114098191261291504e-01,2.404868602752685547e-02
8.206213712692260742e-01,9.956297874450683594e-01,4.178090393543243408e-02,9.330002069473266602e-01,9.798091650009155273e-01,4.732291102409362793e-01,2.666600514203310013e-03
8.737664818763732910e-01,2.570252716541290283e-01,9.998482465744018555e-01,9.011788368225097656e-01,1.365877036005258560e-02,4.588644206523895264e-01,1.043632067739963531e-02
2.082467265427112579e-02,1.732951030135154724e-02,3.355177491903305054e-02,8.322929739952087402e-01,9.822432994842529297e-01,4.750196039676666260e-01,7.002325728535652161e-04
2.590668499469757080e-01,8.860954046249389648e-01,9.490314126014709473e-01,8.045536279678344727e-01,2.285017818212509155e-02,4.520549774169921875e-01,1.239710152149200439e-01
9.884884357452392578e-01,1.894573122262954712e-01,9.651702642440795898e-01,8.126441836357116699e-01,4.670870024710893631e-03,4.380485117435455322e-01,8.408178575336933136e-03
