evaluation,mae
2.000000000000000000e+00,3.147509147878736480e-01
1.000000000000000000e+01,1.917268909141421340e-01
2.000000000000000000e+01,1.996798308007419198e-01
3.000000000000000000e+01,2.287822033837437763e-01
4.000000000000000000e+01,2.203424246981739998e-01
5.000000000000000000e+01,2.131144543737173158e-01
6.000000000000000000e+01,2.262048618122935173e-01
7.000000000000000000e+01,1.739617518335580815e-01
8.000000000000000000e+01,1.739305627346038885e-01
9.000000000000000000e+01,1.277905354648828373e-01
1.000000000000000000e+02,6.614849619567393646e-02
