controllable,controllable,controllable,dynamic,controllable,dynamic,output
2.027209848165512085e-01,1.489129364490509033e-01,4.719715714454650879e-01,4.545971721229451479e-01,3.116082847118377686e-01,5.352608120696924487e-01,-2.198755502700805664e+00
4.031874537467956543e-01,8.772701025009155273e-01,6.316936016082763672e-01,9.461488777713039644e-01,2.558523714542388916e-01,3.453567227091474123e-01,-2.168092131614685059e-01
1.989132761955261230e-01,1.526544839143753052e-01,4.824635684490203857e-01,4.148950504936420036e-01,3.136426806449890137e-01,3.695295367709411916e-01,-1.446071505546569824e+00
3.996132314205169678e-01,8.502052426338195801e-01,5.213329792022705078e-01,4.714926760272615258e-01,3.010715544223785400e-01,2.907250883122676766e-01,-1.281386017799377441e+00
4.033868908882141113e-01,8.762501478195190430e-01,6.204181909561157227e-01,7.746058641733091221e-01,2.652858495712280273e-01,3.073678925432382636e-01,-7.881503105163574219e-01
2.010141015052795410e-01,1.495798528194427490e-01,4.758761525154113770e-01,4.880572224433585293e-01,3.123085796833038330e-01,4.863518039010589211e-01,-1.740385293960571289e+00
1.938598304986953735e-01,1.551593393087387085e-01,4.939860999584197998e-01,6.404026507096984844e-01,3.157156705856323242e-01,4.409987229358677818e-01,-6.818873286247253418e-01
3.979232609272003174e-01,8.495719432830810547e-01,5.456311106681823730e-01,7.994521882523007994e-01,3.069776594638824463e-01,4.184310662384245760e-01,-2.775284647941589355e-01
4.044390618801116943e-01,8.815530538558959961e-01,7.598567008972167969e-01,8.750655405888811966e-01,1.806776374578475952e-01,2.513060877131349513e-01,-6.872785091400146484e-01
1.997893154621124268e-01,1.565394848585128784e-01,4.843854308128356934e-01,4.414806618654383286e-01,3.140202760696411133e-01,3.374556801020698327e-01,-1.152676939964294434e+00
4.039289951324462891e-01,8.800650238990783691e-01,6.816335320472717285e-01,9.820964621231378366e-01,2.127281278371810913e-01,3.119372377730070811e-01,-2.135478407144546509e-01
3.962890207767486572e-01,8.325034976005554199e-01,5.142216086387634277e-01,6.551848844326203514e-01,3.064551949501037598e-01,3.915830140906916834e-01,-5.916720628738403320e-01
3.961794376373291016e-01,8.297829031944274902e-01,5.081539750099182129e-01,6.049633037621469089e-01,3.060014843940734863e-01,3.751899982484445673e-01,-7.374195456504821777e-01
4.040765166282653809e-01,8.796110153198242188e-01,6.831908226013183594e-01,7.833706842457237585e-01,2.311495989561080933e-01,2.678787154575815732e-01,-9.937560558319091797e-01
1.723739653825759888e-01,1.752086877822875977e-01,5.413649678230285645e-01,8.365329084761963241e-01,3.252115249633789062e-01,5.242891987213886829e-01,-1.788450330495834351e-01
1.951652467250823975e-01,1.534063816070556641e-01,4.904545247554779053e-01,6.208776998213449971e-01,3.148679435253143311e-01,4.558885382541442155e-01,-8.105347156524658203e-01
1.956248730421066284e-01,1.519099771976470947e-01,4.892063140869140625e-01,6.257732254172364561e-01,3.141374588012695312e-01,5.113012094069320224e-01,-9.127909541130065918e-01
3.989608883857727051e-01,8.461473584175109863e-01,5.168870091438293457e-01,4.245722095620929615e-01,3.024079501628875732e-01,2.775318728161161319e-01,-1.259219765663146973e+00
1.981245428323745728e-01,1.519098579883575439e-01,4.836636781692504883e-01,5.637013778803421360e-01,3.136414587497711182e-01,4.503158058051490720e-01,-1.105896830558776855e+00
4.036555290222167969e-01,8.785712718963623047e-01,6.486934423446655273e-01,8.942936314821889887e-01,2.440585643053054810e-01,3.183123084895123078e-01,-3.864098787307739258e-01
1.992342472076416016e-01,1.535495817661285400e-01,4.828374981880187988e-01,5.177216376868671865e-01,3.136459589004516602e-01,4.001708440124440158e-01,-1.151399850845336914e+00
4.010878205299377441e-01,8.619981408119201660e-01,5.480370521545410156e-01,6.725480189142810650e-01,2.966201603412628174e-01,3.446909439016457855e-01,-8.222708702087402344e-01
4.026380181312561035e-01,8.740547299385070801e-01,6.013708710670471191e-01,8.644511232106324439e-01,2.778596878051757812e-01,3.544600706344904206e-01,-3.468687236309051514e-01
4.045293927192687988e-01,8.820093870162963867e-01,7.895808815956115723e-01,9.143778399946896895e-01,1.596352607011795044e-01,2.403779387119346078e-01,-5.687641501426696777e-01
3.994829952716827393e-01,8.545933365821838379e-01,5.404135584831237793e-01,7.331318425118426019e-01,3.026566505432128906e-01,3.864187370812434130e-01,-4.896797537803649902e-01
1.999532729387283325e-01,1.504716873168945312e-01,4.787656068801879883e-01,5.118553143723092447e-01,3.128179311752319336e-01,4.599593425157996740e-01,-1.461696028709411621e+00
4.002143144607543945e-01,8.629660606384277344e-01,5.673308372497558594e-01,8.504021822987317680e-01,3.009853959083557129e-01,4.023858352567230012e-01,-2.453291118144989014e-01
3.996267616748809814e-01,8.528532981872558594e-01,5.314263701438903809e-01,6.574963616197717631e-01,3.016280829906463623e-01,3.620642957320764355e-01,-7.425377964973449707e-01
4.022652506828308105e-01,8.692026138305664062e-01,5.713423490524291992e-01,6.916952597895147381e-01,2.881093025207519531e-01,3.240968939373870539e-01,-9.178462624549865723e-01
1.996816843748092651e-01,1.502375900745391846e-01,4.794182777404785156e-01,5.446105512472353416e-01,3.127570748329162598e-01,4.946261649635046997e-01,-1.385648965835571289e+00
2.464065104722976685e-01,4.102944433689117432e-01,8.113625049591064453e-01,9.988726876536671018e-01,1.424183398485183716e-01,5.429165624610784446e-01,-7.255183905363082886e-02
4.019860029220581055e-01,8.663159608840942383e-01,5.579539537429809570e-01,5.964428762016390495e-01,2.912237346172332764e-01,2.986383931542282988e-01,-1.283593654632568359e+00
1.881661564111709595e-01,1.565792709589004517e-01,5.046728849411010742e-01,7.070820072579793170e-01,3.179607987403869629e-01,4.725979013623282654e-01,-4.686462879180908203e-01
3.947422504425048828e-01,7.610349655151367188e-01,7.635440826416015625e-01,9.711262872198740403e-01,2.170035094022750854e-01,4.846042786603890762e-01,-4.821249842643737793e-02
1.781587302684783936e-01,1.641065329313278198e-01,5.252144932746887207e-01,7.932927724542764292e-01,3.227327466011047363e-01,5.057063162775660148e-01,-2.519758045673370361e-01
1.896119862794876099e-01,1.588598787784576416e-01,5.033779740333557129e-01,6.959276645314993459e-01,3.181652724742889404e-01,4.348959056430833359e-01,-4.533778429031372070e-01
4.004890322685241699e-01,8.671432733535766602e-01,6.003370881080627441e-01,9.605741510511041081e-01,2.953055799007415771e-01,4.103913066446360780e-01,-1.075940802693367004e-01
2.005636692047119141e-01,1.501629650592803955e-01,4.785804152488708496e-01,5.593463208740783177e-01,3.121971189975738525e-01,5.538365588802176553e-01,-1.456095576286315918e+00
4.025544524192810059e-01,8.694135546684265137e-01,5.704368352890014648e-01,4.590949421799732089e-01,2.861297726631164551e-01,2.231923830243099094e-01,-1.793262243270874023e+00
4.045464992523193359e-01,8.819332122802734375e-01,7.959019541740417480e-01,8.183991153596092971e-01,1.667837053537368774e-01,2.139413468502361915e-01,-1.146313190460205078e+00
2.038652598857879639e-01,3.724558353424072266e-01,7.575930953025817871e-01,9.319201339298857079e-01,2.237875163555145264e-01,5.336019534828729816e-01,-8.116552978754043579e-02
1.997164040803909302e-01,1.513915956020355225e-01,4.799471497535705566e-01,4.959899327066651376e-01,3.130996227264404297e-01,4.265606844894507810e-01,-1.396019220352172852e+00
4.045445322990417480e-01,8.820325136184692383e-01,7.954364418983459473e-01,8.874905557914676280e-01,1.597591340541839600e-01,2.311160587032588531e-01,-7.136092185974121094e-01
4.043308794498443604e-01,8.807234168052673340e-01,7.289161086082458496e-01,7.588340540516075317e-01,2.092821598052978516e-01,2.360665888142062241e-01,-1.321160674095153809e+00
4.040152132511138916e-01,8.791382312774658203e-01,6.733138561248779297e-01,7.483800437699449359e-01,2.383765876293182373e-01,2.626811733372818036e-01,-1.175811171531677246e+00
2.004989087581634521e-01,1.498456001281738281e-01,4.776298105716705322e-01,5.366671250507888402e-01,3.123833537101745605e-01,5.161102728412021445e-01,-1.516105294227600098e+00
1.736516505479812622e-01,1.695505082607269287e-01,5.315126776695251465e-01,8.304178377880828688e-01,3.279761075973510742e-01,4.707607674157698874e-01,-1.659883558750152588e-01
4.034745395183563232e-01,8.761624693870544434e-01,6.216555237770080566e-01,7.170335071608651134e-01,2.652721405029296875e-01,2.867763929307980408e-01,-1.115103244781494141e+00
4.039848446846008301e-01,8.783551454544067383e-01,6.645815968513488770e-01,5.829532162484175606e-01,2.475736141204833984e-01,2.047636881416979304e-01,-2.188899993896484375e+00
