controllable,controllable,controllable,dynamic,controllable,dynamic,output
6.044413010836636735e-01,8.334427679574146763e-01,7.487550930166182450e-01,7.713523087001056266e-01,1.591257079854044854e-01,1.406374566715229424e-02,1.071106051761159250e+00
2.751445397734642029e-02,2.551134303212165833e-02,8.750186301767826080e-03,7.141492962837219238e-01,9.732267856597900391e-01,0.000000000000000000e+00,6.338409730233252048e-04
6.044350862503051758e-01,8.334529995918273926e-01,7.487573027610778809e-01,6.293848752975463867e-01,1.591291129589080811e-01,0.000000000000000000e+00,1.514479637145996094e+00
5.403184890747070312e-01,9.377708435058593750e-01,7.700058817863464355e-01,5.365895628929138184e-01,1.921932846307754517e-01,0.000000000000000000e+00,2.207129001617431641e+00
4.235288500785827637e-01,1.000000000000000000e+00,8.087127208709716797e-01,5.696175694465637207e-01,2.524248063564300537e-01,3.880108147859573364e-02,2.845749616622924805e+00
1.793021857738494873e-01,1.000000000000000000e+00,8.904884457588195801e-01,6.053034663200378418e-01,3.779093027114868164e-01,0.000000000000000000e+00,1.166254878044128418e+00
2.609710097312927246e-01,1.000000000000000000e+00,7.976169586181640625e-01,6.300186514854431152e-01,3.726630210876464844e-01,1.745353266596794128e-02,1.932806968688964844e+00
4.032712280750274658e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.784086227416992188e-01,1.000000000000000000e+00,4.406119510531425476e-02,5.049604456871747971e-03
1.000000000000000000e+00,1.000000000000000000e+00,8.341032862663269043e-01,6.491517424583435059e-01,1.949431747198104858e-01,1.836350001394748688e-02,6.727187428623437881e-03
3.991049528121948242e-01,1.000000000000000000e+00,0.000000000000000000e+00,7.219142317771911621e-01,0.000000000000000000e+00,3.162049688398838043e-03,2.178212881088256836e+00
4.096861779689788818e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.132473587989807129e-01,1.000000000000000000e+00,1.689849235117435455e-02,2.166954040527343750e+00
3.931492567062377930e-01,8.325223922729492188e-01,1.000000000000000000e+00,6.288695931434631348e-01,0.000000000000000000e+00,4.625800997018814087e-02,3.028988361358642578e+00
3.665362894535064697e-01,6.621875166893005371e-01,1.000000000000000000e+00,6.836583614349365234e-01,0.000000000000000000e+00,8.736450225114822388e-02,1.811982035636901855e+00
3.967985212802886963e-01,8.999614119529724121e-01,0.000000000000000000e+00,6.619508862495422363e-01,0.000000000000000000e+00,6.315609067678451538e-02,2.815416812896728516e+00
1.000000000000000000e+00,0.000000000000000000e+00,8.070238828659057617e-01,7.592061161994934082e-01,2.956235408782958984e-01,7.880058139562606812e-02,2.368185436353087425e-03
0.000000000000000000e+00,6.125414967536926270e-01,8.092333078384399414e-01,7.515944838523864746e-01,6.448226049542427063e-03,1.007276475429534912e-01,7.886847853660583496e-02
4.346559643745422363e-01,8.571241497993469238e-01,1.000000000000000000e+00,6.591020822525024414e-01,0.000000000000000000e+00,9.376300126314163208e-02,2.788916826248168945e+00
3.938293457031250000e-01,8.718219399452209473e-01,1.000000000000000000e+00,6.172937750816345215e-01,0.000000000000000000e+00,1.373741179704666138e-01,2.724661350250244141e+00
4.204275608062744141e-01,8.483918309211730957e-01,0.000000000000000000e+00,6.231812238693237305e-01,1.000000000000000000e+00,8.816853910684585571e-02,2.645866632461547852e+00
