controllable,controllable,controllable,dynamic,controllable,dynamic,output
2.011485844850540161e-01,1.495873034000396729e-01,4.760231375694274902e-01,5.200027404533683617e-01,3.121525943279266357e-01,5.201292330590238100e-01,-1.652445673942565918e+00
1.976496577262878418e-01,1.565077155828475952e-01,4.880602061748504639e-01,3.701723659250495402e-01,3.147965371608734131e-01,3.075069631248216195e-01,-1.168650865554809570e+00
1.966979205608367920e-01,1.490349918603897095e-01,4.834564626216888428e-01,2.812488198315110655e-01,3.136730194091796875e-01,4.936342356000693599e-01,-2.693005800247192383e+00
1.997026503086090088e-01,1.515548080205917358e-01,4.801127314567565918e-01,4.927168450892923657e-01,3.131393790245056152e-01,4.215542992279483481e-01,-1.388746857643127441e+00
2.001017183065414429e-01,1.495000720024108887e-01,4.773072302341461182e-01,4.048450328281128496e-01,3.126665949821472168e-01,4.495964980526263588e-01,-2.025263071060180664e+00
1.867741197347640991e-01,1.502435207366943359e-01,5.008199810981750488e-01,1.677583200940801489e-01,3.178857266902923584e-01,4.863513478682189861e-01,-2.416621923446655273e+00
1.947232931852340698e-01,1.493012607097625732e-01,4.871196448802947998e-01,2.675675375030981407e-01,3.144683241844177246e-01,4.609929185072495494e-01,-2.458118200302124023e+00
1.981438696384429932e-01,1.511931270360946655e-01,4.831883609294891357e-01,5.716717531661731355e-01,3.134385049343109131e-01,4.756202648452626525e-01,-1.144691467285156250e+00
1.742549538612365723e-01,1.527239680290222168e-01,5.182985663414001465e-01,1.078272771064854862e-01,3.262153565883636475e-01,3.277593218795391006e-01,-1.167251825332641602e+00
2.034792900085449219e-01,1.490428149700164795e-01,4.709474444389343262e-01,4.695349106725755228e-01,3.112988770008087158e-01,5.659523784466953256e-01,-2.200558662414550781e+00
3.954890072345733643e-01,8.238797783851623535e-01,5.017771124839782715e-01,5.516813082991601780e-01,3.061214983463287354e-01,3.597157988788082239e-01,-8.648372292518615723e-01
1.997831463813781738e-01,1.490584909915924072e-01,4.782803654670715332e-01,2.855759187913764485e-01,3.124620020389556885e-01,5.782499582074271949e-01,-3.160405635833740234e+00
1.787153035402297974e-01,1.514524519443511963e-01,5.123387575149536133e-01,1.240969824275401923e-01,3.226854205131530762e-01,4.021496209971334723e-01,-1.687166094779968262e+00
1.843442022800445557e-01,1.508840173482894897e-01,5.044687390327453613e-01,1.790188866975215842e-01,3.193776905536651611e-01,3.812119656570979176e-01,-1.713438391685485840e+00
1.947256177663803101e-01,1.505910605192184448e-01,4.898882210254669189e-01,1.971906240356938178e-01,3.141168057918548584e-01,6.272077590823659232e-01,-3.131755828857421875e+00
2.052743136882781982e-01,1.495623290538787842e-01,4.689106345176696777e-01,3.602161463870451330e-01,3.105863332748413086e-01,6.558262598253772335e-01,-3.113296270370483398e+00
2.044203430414199829e-01,1.498153209686279297e-01,4.712149798870086670e-01,3.257803151071351211e-01,3.108071386814117432e-01,6.655914743359829799e-01,-3.246050357818603516e+00
1.657596230506896973e-01,1.542871296405792236e-01,5.280274748802185059e-01,4.767590914142145336e-02,3.346378207206726074e-01,3.132339059745775645e-01,-9.250959753990173340e-01
1.788299232721328735e-01,1.534117907285690308e-01,5.148694515228271484e-01,7.310440004287485638e-02,3.220746517181396484e-01,5.977340749607817916e-01,-2.328015804290771484e+00
1.901666820049285889e-01,1.523095965385437012e-01,4.995255768299102783e-01,1.457919692242494458e-01,3.158198297023773193e-01,6.525170273810627641e-01,-2.880571842193603516e+00
1.919472515583038330e-01,1.495514810085296631e-01,4.920864403247833252e-01,2.287153121578062998e-01,3.155644237995147705e-01,4.665371258718193914e-01,-2.461748361587524414e+00
1.953213661909103394e-01,1.499254554510116577e-01,4.864901304244995117e-01,3.038517616804226051e-01,3.144143521785736084e-01,4.070158434171872175e-01,-2.016170978546142578e+00
1.982233077287673950e-01,1.494179069995880127e-01,4.807889759540557861e-01,3.460178519955725007e-01,3.132835626602172852e-01,4.392241095544437424e-01,-2.180790662765502930e+00
1.988386064767837524e-01,1.488433480262756348e-01,4.793454110622406006e-01,3.080135191044587883e-01,3.128910362720489502e-01,5.130668130861488763e-01,-2.793005943298339844e+00
2.006328254938125610e-01,1.487309336662292480e-01,4.758691787719726562e-01,3.306170227047629528e-01,3.122572302818298340e-01,5.366549684050213598e-01,-2.879730701446533203e+00
1.652587205171585083e-01,1.540900170803070068e-01,5.284905433654785156e-01,3.303237203993811960e-02,3.350402414798736572e-01,3.646581657665199372e-01,-1.130326509475708008e+00
2.057569921016693115e-01,1.495567858219146729e-01,4.678433239459991455e-01,4.380636183939195516e-01,3.104541003704071045e-01,6.388126289701047122e-01,-2.602603435516357422e+00
1.994975805282592773e-01,1.502672731876373291e-01,4.799968898296356201e-01,5.561681295121870816e-01,3.127654194831848145e-01,5.067130502246415258e-01,-1.346910715103149414e+00
2.051930427551269531e-01,1.492370665073394775e-01,4.681923687458038330e-01,4.347156649870395073e-01,3.106789290904998779e-01,6.183603907443984138e-01,-2.602958202362060547e+00
2.022341936826705933e-01,1.486917436122894287e-01,4.725650548934936523e-01,3.931597950446717449e-01,3.117648661136627197e-01,5.305109249412095496e-01,-2.575709581375122070e+00
1.745509654283523560e-01,1.521274894475936890e-01,5.177857875823974609e-01,8.769658223620588333e-02,3.256824910640716553e-01,4.178334482205900424e-01,-1.636544585227966309e+00
1.778451055288314819e-01,1.520146727561950684e-01,5.136682391166687012e-01,1.317832826858753859e-01,3.234621286392211914e-01,3.467372446640293315e-01,-1.349948287010192871e+00
2.031194567680358887e-01,1.495911180973052979e-01,4.729121029376983643e-01,5.117025657357893165e-01,3.113309144973754883e-01,5.827796160673812675e-01,-1.904369831085205078e+00
1.723296344280242920e-01,1.538127064704895020e-01,5.219543576240539551e-01,4.026846770916595736e-02,3.271836936473846436e-01,5.479631402905890125e-01,-1.978270173072814941e+00
1.915901154279708862e-01,1.503124237060546875e-01,4.931025207042694092e-01,2.560205031253496855e-01,3.159369230270385742e-01,3.878254441029999056e-01,-1.880440354347229004e+00
2.021433264017105103e-01,1.492892205715179443e-01,4.738054573535919189e-01,5.007355026203531567e-01,3.117783665657043457e-01,5.379954491735898792e-01,-1.861958146095275879e+00
1.892646402120590210e-01,1.505555659532546997e-01,4.979422688484191895e-01,1.632137297218005101e-01,3.165389895439147949e-01,5.696381128302423491e-01,-2.822809457778930664e+00
3.972780704498291016e-01,8.352415561676025391e-01,5.079497098922729492e-01,5.392465868885714109e-01,3.046288490295410156e-01,3.427544132450842107e-01,-9.718428850173950195e-01
1.652244776487350464e-01,1.542641520500183105e-01,5.287914276123046875e-01,1.496642507671527324e-02,3.348764479160308838e-01,4.461801358935716388e-01,-1.440473198890686035e+00
1.959048658609390259e-01,1.498224735260009766e-01,4.865526854991912842e-01,2.221512311546670060e-01,3.137716948986053467e-01,5.962703142051493099e-01,-3.152315378189086914e+00
1.977519840002059937e-01,1.567344069480895996e-01,4.883491098880767822e-01,5.783491585995167439e-01,3.147086203098297119e-01,3.944408264507333617e-01,-8.335038423538208008e-01
3.950737714767456055e-01,8.203631639480590820e-01,4.981674253940582275e-01,4.791147401702051667e-01,3.061903119087219238e-01,3.328897583914985359e-01,-1.007950544357299805e+00
1.853064894676208496e-01,1.520376056432723999e-01,5.038283467292785645e-01,2.048216735601624539e-01,3.191976249217987061e-01,3.226071125154015840e-01,-1.340363025665283203e+00
2.051441371440887451e-01,1.494167149066925049e-01,4.687114357948303223e-01,4.568094877217172001e-01,3.106686472892761230e-01,6.199171035566328758e-01,-2.431453704833984375e+00
2.048254907131195068e-01,1.490412652492523193e-01,4.684600830078125000e-01,4.219844373889868328e-01,3.108225464820861816e-01,6.065719171463574977e-01,-2.674588918685913086e+00
2.027782201766967773e-01,1.486775577068328857e-01,4.716112613677978516e-01,3.819711699755914402e-01,3.115496039390563965e-01,5.550876603297352219e-01,-2.756056785583496094e+00
1.739674806594848633e-01,1.526688188314437866e-01,5.190836191177368164e-01,6.303940404744073911e-02,3.259742856025695801e-01,4.994995744047984187e-01,-1.939902305603027344e+00
1.748222857713699341e-01,1.522144079208374023e-01,5.174274444580078125e-01,1.016013846329658077e-01,3.255881667137145996e-01,3.711887053224346422e-01,-1.409315943717956543e+00
1.915395259857177734e-01,1.497411578893661499e-01,4.928093254566192627e-01,2.376259603103103857e-01,3.158078789710998535e-01,4.326679153695416336e-01,-2.219117164611816406e+00
1.695234775543212891e-01,1.590124964714050293e-01,5.296833515167236328e-01,6.111634495769673048e-04,3.288576602935791016e-01,6.472101222554105249e-01,-1.845514774322509766e+00
