controllable,controllable,controllable,dynamic,controllable,dynamic,output
8.205075875631008264e-01,2.786486195609114702e-01,6.999601788373975841e-01,2.539113327565993838e-01,1.591065151637311992e-01,5.930344908194863374e-01,6.154712316215886769e-01
3.680511415004730225e-01,3.246985077857971191e-01,5.957285165786743164e-01,3.334155976772308350e-01,2.984939515590667725e-01,6.145704984664916992e-01,2.467998266220092773e+00
3.680504858493804932e-01,3.246996700763702393e-01,5.957281589508056641e-01,3.838532865047454834e-01,2.984954714775085449e-01,6.002221107482910156e-01,2.260260820388793945e+00
3.820853531360626221e-01,2.987606525421142578e-01,6.033356785774230957e-01,2.900668084621429443e-01,2.643427848815917969e-01,6.161124706268310547e-01,2.480429887771606445e+00
3.446588814258575439e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.127714902162551880e-01,0.000000000000000000e+00,6.313343048095703125e-01,4.211910068988800049e-01
3.307791054248809814e-01,2.389498800039291382e-01,6.231099367141723633e-01,1.273916512727737427e-01,1.981504112482070923e-01,6.547686457633972168e-01,1.951089978218078613e+00
4.341830015182495117e-01,5.565105676651000977e-01,5.815913081169128418e-01,7.669308036565780640e-02,5.663946866989135742e-01,6.443691849708557129e-01,4.943175315856933594e-01
3.596290349960327148e-01,3.279732167720794678e-01,5.731904506683349609e-01,1.168912202119827271e-01,3.069741725921630859e-01,6.145954132080078125e-01,2.074803829193115234e+00
4.175478518009185791e-01,3.172012865543365479e-01,6.280272603034973145e-01,1.816381067037582397e-01,2.446493357419967651e-01,6.042544245719909668e-01,1.995913863182067871e+00
1.000000000000000000e+00,0.000000000000000000e+00,5.929982662200927734e-01,1.386476755142211914e-01,2.470648884773254395e-01,5.959080457687377930e-01,3.241859972476959229e-01
3.573492169380187988e-01,8.600268363952636719e-01,5.958222746849060059e-01,2.337102442979812622e-01,2.543618679046630859e-01,5.530925989151000977e-01,4.576697945594787598e-01
2.626930475234985352e-01,2.834366858005523682e-01,6.065664887428283691e-01,3.206987977027893066e-01,5.137210488319396973e-01,5.946482419967651367e-01,1.616883516311645508e+00
3.901883959770202637e-01,2.752892673015594482e-01,5.944482088088989258e-01,2.914125621318817139e-01,1.000000000000000000e+00,5.854396820068359375e-01,3.513267338275909424e-01
1.976499557495117188e-01,2.789545059204101562e-01,6.015236973762512207e-01,3.172247707843780518e-01,1.498776823282241821e-01,5.701691508293151855e-01,1.875429034233093262e+00
4.281664788722991943e-01,2.704795300960540771e-01,5.938144922256469727e-01,2.552740871906280518e-01,2.736269533634185791e-01,6.014313697814941406e-01,2.387105464935302734e+00
4.492059946060180664e-01,3.100995421409606934e-01,5.938934683799743652e-01,2.585116922855377197e-01,2.068087905645370483e-01,6.178094744682312012e-01,1.969549894332885742e+00
2.807903289794921875e-01,2.731579244136810303e-01,6.023381948471069336e-01,2.240183055400848389e-01,3.092475235462188721e-01,6.195206642150878906e-01,2.827075958251953125e+00
1.456881165504455566e-01,2.641676664352416992e-01,6.038404703140258789e-01,3.013767004013061523e-01,3.183932602405548096e-01,5.899046659469604492e-01,2.856541156768798828e+00
