evaluation,mae
2.000000000000000000e+00,2.135394737422466438e+00
1.000000000000000000e+01,1.885277327895164445e+00
2.000000000000000000e+01,9.398306536674500000e-01
3.000000000000000000e+01,6.638734579086303933e-01
4.000000000000000000e+01,3.159101557731628374e-01
5.000000000000000000e+01,1.763125729560852117e-01
6.000000000000000000e+01,1.779370021820068370e-01
7.000000000000000000e+01,6.035916090011596985e-02
8.000000000000000000e+01,6.097887516021728571e-02
9.000000000000000000e+01,6.556740045547485018e-02
1.000000000000000000e+02,5.376909732818603571e-02
