evaluation,mape
2.000000000000000000e+00,9.257222748873510376e-01
1.000000000000000000e+01,8.986932824777915663e-01
2.000000000000000000e+01,9.083218470271425815e-01
3.000000000000000000e+01,9.053565945123329683e-01
4.000000000000000000e+01,6.003547898431512708e-01
5.000000000000000000e+01,5.278945222779863888e-01
6.000000000000000000e+01,5.043755971980110608e-01
7.000000000000000000e+01,3.422689771609532250e-01
8.000000000000000000e+01,2.526536022446604912e-01
9.000000000000000000e+01,2.153714460672918607e-01
1.000000000000000000e+02,1.969810481658125778e-01
