evaluation,mape
2.000000000000000000e+00,9.754214212414882290e-01
1.000000000000000000e+01,8.920772061957356058e-01
2.000000000000000000e+01,6.154268570163022867e-01
3.000000000000000000e+01,5.598661520221347443e-01
4.000000000000000000e+01,1.282555756208168529e-01
5.000000000000000000e+01,7.569175365608278583e-02
6.000000000000000000e+01,8.735165845779226113e-02
7.000000000000000000e+01,9.647740478932162467e-02
8.000000000000000000e+01,8.963767223804604278e-02
9.000000000000000000e+01,8.721183477726821009e-02
1.000000000000000000e+02,9.101438951963038149e-02
