-8.876126064740783583e-01,5.746669000917075110e-01,-7.062748772572655653e-01
7.946097584535871672e-01,-2.708747121793626533e-01,-3.685761374151730330e-01
-3.606907058579467140e-02,-4.663536631734359617e-01,6.723134412207987243e-01
4.216157702561544873e-01,-2.182098974142729908e-01,3.954367865964736328e-01
6.447723691056055362e-01,5.169487223042099622e-01,-3.466639510133364688e-01
8.222578954351367209e-02,5.675626432425429080e-01,-1.095933771793156097e-02
-1.608301621789385294e-01,3.663236048768683251e-01,-1.588606034258552846e-01
7.224387267942908863e-01,-1.101529538214800485e-01,-3.597672713876232109e-01
2.066328430509698499e-01,5.121624739057570874e-01,-9.075802076635990367e-01
3.315699313236637469e-01,-1.690933643367247274e-01,9.019634334178339152e-02
9.262801557954203346e-01,-7.628855601046338197e-01,2.593721686159045081e-01
-5.672502950625628593e-01,1.861714352921741700e-01,4.846233756954798633e-01
6.165339148355100107e-01,4.845677369380760879e-01,-9.483559667304382046e-01
-1.567933539735011372e-02,-3.325657679778335485e-01,-2.056678233181852278e-01
3.487461665909250552e-01,-5.199766778604530959e-01,-4.816304696577784483e-01
5.566934481139924618e-01,-1.078231533132718578e-01,-1.157780650714039794e-01
2.237698358682436162e-01,-4.624111686121181730e-01,-6.041570741108788223e-01
3.255138519294302757e-01,5.206136240009200389e-01,-2.751045759945180968e-02
4.955193205596986061e-01,-1.948753188630703015e-02,-1.795139402753338498e-01
-2.158463978239015812e-01,-2.519861625141861516e-01,-4.719602268051876770e-01
2.877095273056111679e-01,7.723542928430346954e-01,-8.036355803636654471e-01
-5.962066520632203215e-02,-8.809992373226700479e-01,-1.008559158918143073e-01
-4.619663552275588003e-02,-7.337330846587069022e-01,-2.468248662339234123e-02
-2.098459942757171515e-01,1.189364490261739515e-01,-4.434198146660170980e-01
9.580340359230405944e-01,-6.678360576584392305e-01,4.923298209269044712e-01
3.409110222612405927e-01,2.047893640831099926e-01,4.374488808119498806e-01
-7.184730844223996549e-01,-4.270171852018234127e-01,-4.848092059260116216e-01
-5.793913275121458373e-01,-3.685473802493655082e-01,9.627668092256711496e-01
-2.510267223791988744e-01,-1.494455981179279025e-01,3.666448731431848351e-01
-9.914803449539146829e-01,4.960975968655110258e-01,3.569544573746497029e-01
-2.303809295504646304e-01,-1.370881204172378354e-01,3.108091908993406705e-01
-6.428284299009958680e-01,-7.321801543409223179e-01,8.063373033285774483e-01
-4.188515317450833830e-01,5.906321414692381477e-01,-4.076666863581730471e-01
6.587424252176494743e-01,1.252359007595096330e-01,6.647372500484305391e-03
-1.549018107025512681e-01,-5.827423431484264338e-01,1.702552010946012384e-01
4.310274968609928425e-01,6.268425956143863775e-01,8.377485257182910594e-01
4.193014426870327327e-01,2.655988998736558138e-01,7.699143247234743193e-01
-2.453746576631510301e-01,2.995311587674684972e-01,5.118071577709824016e-01
1.463887155792014116e-01,5.599556305493820219e-01,2.714421706326834993e-01
-2.803663503434139503e-01,-5.152585180359587902e-01,3.602775624733511872e-01
-8.930238635842449035e-01,1.744802881520413074e-01,7.535567291399474232e-01
-5.652518303133757804e-01,8.715011498851699123e-02,-8.578193442337032071e-01
9.690781352037369789e-01,-7.583706359951465359e-01,3.490385154527535505e-01
5.564012446767043762e-01,1.025491025503080245e-01,7.195962513555653750e-01
-7.464532741099416668e-01,-7.916479915618099827e-01,-5.729157033314267178e-01
-2.357877110011630251e-02,9.358865135372580468e-01,-5.393451631260031132e-01
-7.305300687490934308e-02,-8.324460316058008846e-01,2.703359126512798749e-01
1.966037145131407371e-01,-1.195614365595811801e-01,-3.182158118070521624e-01
-3.318975864520099517e-01,-3.457932705394088924e-01,4.117075998874550891e-01
1.519918072084749383e-01,-9.748583746831462893e-01,-5.075843976887473019e-02
1.110121416545213346e-01,-4.705139285345387723e-01,-9.559801333418671554e-02
4.633045781826172771e-01,2.137931527335632520e-01,1.600177644247757769e-02
-6.762640560343888829e-01,2.496037440501575055e-02,-4.950096028381687496e-01
-1.999413829818814659e-01,-2.405031474108576539e-02,-3.461296800962783138e-01
-5.858835484466737853e-01,8.344067341177328068e-01,-5.325815988658104683e-01
-1.992166272655038206e-02,7.718751855754235613e-01,9.586665022548126469e-01
-6.791579173777306799e-01,-6.180845602930766791e-01,-4.523522530880339509e-01
-3.603023040353166007e-01,4.596575355454057821e-01,-6.541404205006045025e-01
-3.489141099191594986e-01,-3.610061276891998183e-01,1.810257657177569701e-01
8.624552078713101366e-01,8.854818162574997764e-01,-3.909108686363902407e-01
7.124925270240809461e-01,-7.124283550548859978e-01,9.729372336267023691e-01
-9.013931606197420621e-01,6.367704378893588313e-01,8.150185391829043446e-01
8.706758313937874583e-01,-1.072622927877360244e-01,-9.117243386932258886e-01
-2.257037245455060237e-01,-7.692534179846490794e-01,-4.316283759644365947e-01
2.932566240633833754e-01,-9.395195934127866799e-01,2.326134341113395010e-03
-7.012576953716314065e-01,1.293263123509913459e-01,-6.339495720897470044e-01
7.032762480161232066e-01,8.332345551075537315e-01,3.619920423280165167e-02
