dynamic,controllable,controllable,dynamic,controllable,dynamic,output
4.173677414092579196e-01,8.421409726142883301e-01,5.833991169929504395e-01,9.044159996447752592e-01,3.074284791946411133e-01,4.587649273452639176e-01,-1.000305712223052979e-01
2.424406041518862090e-02,8.480817675590515137e-01,5.608047246932983398e-01,9.837079035026894402e-01,3.856722116470336914e-01,2.577010694748754771e-01,-2.873978763818740845e-02
2.575233651158227999e-01,8.811091184616088867e-01,7.282256484031677246e-01,7.418556265813980310e-01,1.974465847015380859e-01,1.674129026673912279e-01,-1.328058838844299316e+00
2.341998020389327029e-01,1.679396331310272217e-01,4.909909963607788086e-01,6.193753698353990922e-01,3.152795433998107910e-01,3.726302423205530845e-01,-5.959654450416564941e-01
5.422752515508714177e-01,8.826420903205871582e-01,8.609757423400878906e-01,8.234919012524382076e-01,1.233983933925628662e-01,9.624478383906009960e-02,-1.189530134201049805e+00
1.021073175808696540e-02,1.713477373123168945e-01,5.434098839759826660e-01,9.100182916836352387e-01,3.467741012573242188e-01,3.998153347117406886e-01,-5.487433075904846191e-02
1.226141219262025933e-01,8.386881947517395020e-01,5.585452914237976074e-01,9.376097504405183081e-01,3.599920570850372314e-01,3.499207634041625603e-01,-6.409538537263870239e-02
4.027964654699377478e-01,8.821109533309936523e-01,8.114227652549743652e-01,8.030952712727938980e-01,1.582133919000625610e-01,1.949804082684457041e-01,-1.345565915107727051e+00
1.709185718381244501e-01,8.659612536430358887e-01,5.621639490127563477e-01,6.091338171822974212e-01,2.989361584186553955e-01,2.148082724947852906e-01,-8.426374197006225586e-01
3.098847742451749654e-01,8.827204108238220215e-01,8.630506992340087891e-01,8.313903600451394427e-01,1.160570681095123291e-01,1.354164012713746611e-02,-1.406594634056091309e+00
1.019119435058572221e-01,8.817701339721679688e-01,7.253728508949279785e-01,9.435782115289685912e-01,1.653578281402587891e-01,8.052417428663835586e-02,-1.682811379432678223e-01
1.538609243177810892e-01,8.814550042152404785e-01,7.536707520484924316e-01,5.909983035084839242e-01,1.865114569664001465e-01,1.262446066080907640e-02,-1.088349342346191406e+00
1.376294834392567668e-01,8.820516467094421387e-01,7.861320972442626953e-01,7.502155206655318764e-01,1.591822654008865356e-01,4.056957706900231331e-02,-6.996825933456420898e-01
5.172571238372366542e-01,8.763024210929870605e-01,6.334821581840515137e-01,8.077903765259992763e-01,2.624329328536987305e-01,3.231995793769959491e-01,-4.865670204162597656e-01
5.492607934893057875e-01,8.650795817375183105e-01,6.691095232963562012e-01,9.501774524473803885e-01,2.689296305179595947e-01,4.171626869781389635e-01,-7.620124518871307373e-02
4.458195713221198009e-01,8.826642036437988281e-01,8.587350249290466309e-01,8.839632505966967813e-01,1.210458129644393921e-01,1.198503460507262253e-01,-1.085824251174926758e+00
9.630482689756955650e-02,8.603327870368957520e-01,5.572590827941894531e-01,7.552998577743695874e-01,3.142800033092498779e-01,2.390072482284722744e-01,-2.766005992889404297e-01
4.944646972695445064e-01,8.827004432678222656e-01,8.613148331642150879e-01,9.767878269916807632e-01,1.174542605876922607e-01,1.303880040275516572e-01,-4.903028011322021484e-01
8.404898775285153667e-02,8.342974781990051270e-01,5.525376796722412109e-01,8.796944560597372842e-01,3.464364707469940186e-01,3.179355942166597337e-01,-8.374439924955368042e-02
3.974376400624334699e-02,8.761646151542663574e-01,5.949053168296813965e-01,9.986610619904805475e-01,2.890134453773498535e-01,1.440223666169644923e-01,-4.769506677985191345e-02
1.844516092256324735e-01,8.825569152832031250e-01,8.427982926368713379e-01,7.614727211624049419e-01,1.288516372442245483e-01,3.332463644316201439e-03,-9.723266363143920898e-01
3.309362645825038030e-01,8.827323317527770996e-01,8.624475002288818359e-01,9.340361942735238010e-01,1.146831512451171875e-01,5.063899898091416690e-02,-7.981679439544677734e-01
2.091252436128491488e-01,8.022975921630859375e-01,5.329676270484924316e-01,7.456938309560232625e-01,3.222624063491821289e-01,3.887523086346771350e-01,-2.711471021175384521e-01
1.139436990032685060e-01,8.038127422332763672e-01,5.292127728462219238e-01,6.681239883500670329e-01,3.210614323616027832e-01,3.028809902470411264e-01,-3.167764842510223389e-01
2.990126976176910034e-01,8.824815154075622559e-01,8.438730239868164062e-01,6.396550648002271577e-01,1.356395781040191650e-01,3.459242329921492776e-02,-2.537750959396362305e+00
3.369997965762857595e-01,8.663129806518554688e-01,5.610613226890563965e-01,6.575357537070408709e-01,2.941712141036987305e-01,3.102796210285849732e-01,-1.021447539329528809e+00
2.663177182035546542e-01,4.222950935363769531e-01,7.078159451484680176e-01,9.653480174954229831e-01,2.578745186328887939e-01,4.780050841074417467e-01,-4.635716602206230164e-02
2.708711228816303943e-03,8.431217074394226074e-01,5.422920584678649902e-01,6.816414424004615391e-01,3.189376294612884521e-01,1.664261287941620204e-01,-1.616061329841613770e-01
5.115205915486989996e-01,8.803852796554565430e-01,7.406638860702514648e-01,6.488627560449851117e-01,2.181071639060974121e-01,2.010314055671544586e-01,-1.728737115859985352e+00
