evaluation,mae
2.000000000000000000e+00,5.621404099805901167e-01
1.000000000000000000e+01,4.817033561412245035e-01
2.000000000000000000e+01,4.773913567420094983e-01
3.000000000000000000e+01,4.275094343457991886e-01
4.000000000000000000e+01,1.956806547039498800e-01
5.000000000000000000e+01,1.941769257280975547e-01
6.000000000000000000e+01,1.796740109442422906e-01
7.000000000000000000e+01,1.899936006062974414e-01
8.000000000000000000e+01,1.914694650067637338e-01
9.000000000000000000e+01,1.967820619388173098e-01
1.000000000000000000e+02,9.736736572968462955e-02
