dynamic,controllable,controllable,dynamic,controllable,dynamic,output
5.271059416985890422e-01,7.049391798039175150e-01,1.348940823758204566e-01,4.704899029496407703e-01,2.254115781600206647e-01,2.162075727037139350e-01,1.170195461057022435e+00
5.889319181442260742e-01,7.639565467834472656e-01,1.021885648369789124e-01,5.532950162887573242e-01,7.692983150482177734e-01,2.144788354635238647e-01,9.620505571365356445e-01
6.715093851089477539e-01,2.796746790409088135e-01,8.939221501350402832e-01,5.477185249328613281e-01,1.508014183491468430e-02,2.050828337669372559e-01,5.707543343305587769e-02
7.566710114479064941e-01,5.505248904228210449e-01,2.197858095169067383e-01,4.853989481925964355e-01,0.000000000000000000e+00,1.705307066440582275e-01,1.281925290822982788e-01
7.659875750541687012e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.086996555328369141e-01,1.000000000000000000e+00,1.758214682340621948e-01,2.113100886344909668e-01
7.667920589447021484e-01,6.972330808639526367e-01,3.746887258511809298e-19,4.158062338829040527e-01,7.678411602973937988e-01,1.540019661188125610e-01,1.563484519720077515e-01
6.850793361663818359e-01,9.735140204429626465e-01,2.378737032413482666e-01,4.364494681358337402e-01,9.181953668594360352e-01,1.530892699956893921e-01,4.968033730983734131e-01
6.078819632530212402e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.517434000968933105e-01,4.991880727573280878e-18,1.747383326292037964e-01,6.676868200302124023e-01
5.235936641693115234e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.040304422378540039e-01,1.000000000000000000e+00,1.880918145179748535e-01,1.094836115837097168e+00
4.850379228591918945e-01,7.579622864723205566e-01,0.000000000000000000e+00,3.722053766250610352e-01,8.772506117820739746e-01,2.236144095659255981e-01,9.435850977897644043e-01
4.463083446025848389e-01,0.000000000000000000e+00,1.000000000000000000e+00,4.687591493129730225e-01,2.017323776555138618e-17,2.169827073812484741e-01,3.980582207441329956e-02
4.113476276397705078e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.055630207061767578e-01,4.158020631573887505e-18,2.200271189212799072e-01,1.718680024147033691e+00
3.309559822082519531e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.296973586082458496e-01,0.000000000000000000e+00,1.747683435678482056e-01,1.899789690971374512e+00
3.664517998695373535e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.888856053352355957e-01,0.000000000000000000e+00,1.581208109855651855e-01,2.194947719573974609e+00
3.065149188041687012e-01,1.000000000000000000e+00,1.680967654944945996e-17,6.693276762962341309e-01,0.000000000000000000e+00,1.571245044469833374e-01,1.754315972328186035e+00
3.327759504318237305e-01,8.129025697708129883e-01,0.000000000000000000e+00,5.767404437065124512e-01,1.000000000000000000e+00,1.591598242521286011e-01,2.040982484817504883e+00
