dynamic,controllable,controllable,dynamic,controllable,dynamic,output
8.205075875631008264e-01,2.786486195609114702e-01,6.999601788373975841e-01,2.539113327565993838e-01,1.591065151637311992e-01,5.930344908194863374e-01,6.154712316215886769e-01
9.000118374824523926e-01,5.519427061080932617e-01,8.202594518661499023e-01,2.969833016395568848e-01,5.375207066535949707e-01,6.354382634162902832e-01,1.545625030994415283e-01
9.504495263099670410e-01,3.494414985179901123e-01,6.709907650947570801e-01,2.682864964008331299e-01,1.512283980846405029e-01,6.493122577667236328e-01,4.411975741386413574e-01
8.566630482673645020e-01,1.264991462230682373e-01,8.141173124313354492e-01,3.000672459602355957e-01,1.766138076782226562e-01,6.551581621170043945e-01,5.875505208969116211e-01
7.793677449226379395e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.305109441280364990e-01,2.037779241800308228e-01,6.135749220848083496e-01,7.499862313270568848e-01
6.939879059791564941e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.773796260356903076e-01,2.266496568918228149e-01,5.896719694137573242e-01,9.543391466140747070e-01
6.432893276214599609e-01,0.000000000000000000e+00,6.805049180984497070e-01,3.565807342529296875e-01,2.555641233921051025e-01,5.966767072677612305e-01,1.273191809654235840e+00
6.834874749183654785e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.970331311225891113e-01,0.000000000000000000e+00,5.993004441261291504e-01,1.620241999626159668e-01
7.482343316078186035e-01,8.801866173744201660e-01,3.226489573717117310e-02,2.763510942459106445e-01,8.568637371063232422e-01,6.043931245803833008e-01,2.788560232147574425e-03
7.052438855171203613e-01,0.000000000000000000e+00,9.753144383430480957e-01,2.596583068370819092e-01,9.859796166419982910e-01,5.717135667800903320e-01,1.625740900635719299e-03
8.003064393997192383e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.740274280309677124e-01,3.256682157516479492e-01,5.389246344566345215e-01,3.548547998070716858e-02
8.872950077056884766e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.571387588977813721e-01,3.087379038333892822e-01,5.715974569320678711e-01,3.587014377117156982e-01
8.580087423324584961e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.387216091156005859e-01,2.345198839902877808e-01,5.431585907936096191e-01,3.019119240343570709e-02
8.838209509849548340e-01,1.000000000000000000e+00,6.327725718058136009e-18,2.081805318593978882e-01,0.000000000000000000e+00,5.368117094039916992e-01,9.472199715673923492e-03
8.218702673912048340e-01,0.000000000000000000e+00,4.621585831046104431e-02,2.707049250602722168e-01,6.925367712974548340e-01,5.559802055358886719e-01,5.947259441018104553e-02
8.251078724861145020e-01,2.248507924377918243e-02,2.207533568143844604e-01,3.034611046314239502e-01,4.249440729618072510e-01,5.579133629798889160e-01,6.923371553421020508e-01
7.906144857406616211e-01,3.227984011173248291e-01,0.000000000000000000e+00,3.068835139274597168e-01,3.262799382209777832e-01,5.855222344398498535e-01,8.095653653144836426e-01
8.679728507995605469e-01,9.912205934524536133e-01,8.856371045112609863e-01,2.476515024900436401e-01,1.000000000000000000e+00,5.657528042793273926e-01,5.762774962931871414e-04
8.890616893768310547e-01,2.907438576221466064e-02,6.626678109169006348e-01,2.371395230293273926e-01,8.268850855529308319e-03,5.228662490844726562e-01,1.322691887617111206e-01
8.289672136306762695e-01,1.918769776821136475e-01,1.638063639402389526e-01,1.764940172433853149e-01,4.040586650371551514e-01,5.179995298385620117e-01,6.104537844657897949e-01
9.116827249526977539e-01,6.284278631210327148e-02,8.809170871973037720e-02,2.043423652648925781e-01,9.858143925666809082e-01,5.604878067970275879e-01,2.558015985414385796e-04
9.819120764732360840e-01,9.998383522033691406e-01,1.393687073141336441e-02,2.128617912530899048e-01,3.673791885375976562e-01,6.016188263893127441e-01,3.073685429990291595e-02
1.000000000000000000e+00,9.759958386421203613e-01,5.621620416641235352e-01,3.119508922100067139e-01,7.406342625617980957e-01,6.110735535621643066e-01,1.801878679543733597e-03
1.000000000000000000e+00,3.169994056224822998e-02,1.919724643230438232e-01,4.087236225605010986e-01,5.552259087562561035e-01,5.928142070770263672e-01,1.353244185447692871e-01
9.215950965881347656e-01,4.645291268825531006e-01,8.189941942691802979e-02,3.544159829616546631e-01,3.299044370651245117e-01,5.775998830795288086e-01,4.012608230113983154e-01
1.000000000000000000e+00,5.691086649894714355e-01,3.701220080256462097e-02,2.807651758193969727e-01,1.494897808879613876e-02,5.677475333213806152e-01,5.187097191810607910e-02
9.898226261138916016e-01,2.958012931048870087e-02,9.736091494560241699e-01,2.363552898168563843e-01,7.789830565452575684e-01,5.762389898300170898e-01,5.773199722170829773e-03
9.356885552406311035e-01,6.024065613746643066e-01,1.378250271081924438e-01,2.513338923454284668e-01,8.745950460433959961e-01,5.591073632240295410e-01,1.241337973624467850e-03
9.076808691024780273e-01,9.965169429779052734e-01,1.020315885543823242e-01,3.020538687705993652e-01,5.716317892074584961e-01,5.313107371330261230e-01,1.472402829676866531e-02
