evaluation,mae
2.000000000000000000e+00,6.348549439944326522e-01
1.000000000000000000e+01,6.208103170090665257e-01
2.000000000000000000e+01,3.853903711773455365e-01
3.000000000000000000e+01,4.099777542240917727e-01
4.000000000000000000e+01,1.176290114782750640e-01
5.000000000000000000e+01,1.092382330261170847e-01
6.000000000000000000e+01,1.129443881101906272e-01
7.000000000000000000e+01,1.267960469735165407e-01
8.000000000000000000e+01,1.192729221719006638e-01
9.000000000000000000e+01,1.058686027986307926e-01
1.000000000000000000e+02,1.045086494522790149e-01
