evaluation,mae
2.000000000000000000e+00,1.105778956065575303e+00
1.000000000000000000e+01,1.065907999525467664e+00
2.000000000000000000e+01,1.071969554920991330e+00
3.000000000000000000e+01,6.869279263416926407e-01
4.000000000000000000e+01,6.639487863580385563e-01
5.000000000000000000e+01,3.722635474304358261e-01
6.000000000000000000e+01,3.082142797112464860e-01
7.000000000000000000e+01,3.375962983568509546e-01
8.000000000000000000e+01,2.205753170450528433e-01
9.000000000000000000e+01,2.128346400459607546e-01
1.000000000000000000e+02,2.057565035422642963e-01
