evaluation,mae
2.000000000000000000e+00,2.443807507244249166e-01
1.000000000000000000e+01,2.438523080199956894e-01
2.000000000000000000e+01,2.223982978053390958e-01
3.000000000000000000e+01,1.833952212023238215e-01
4.000000000000000000e+01,1.775007968830565608e-01
5.000000000000000000e+01,1.610083357679347182e-01
6.000000000000000000e+01,1.561487144914766034e-01
7.000000000000000000e+01,1.625703702059884959e-01
8.000000000000000000e+01,1.430627622889975581e-01
9.000000000000000000e+01,1.417908843544622155e-01
1.000000000000000000e+02,1.414230644392470426e-01
