dynamic,controllable,controllable,dynamic,controllable,dynamic,output
8.694466664563053060e-01,1.464695930480957031e-01,3.621696233749389648e-01,5.734527304177966522e-01,3.046156167984008789e-01,5.470673781874292319e-01,-3.565372228622436523e-01
4.752655027068233839e-01,1.496123522520065308e-01,4.196526706218719482e-01,4.960278827050246808e-01,3.059650063514709473e-01,7.212464381997469864e-01,-1.646534442901611328e+00
5.110339428433952058e-01,1.587762683629989624e-01,4.191046655178070068e-01,6.146891650421425490e-01,3.070783317089080811e-01,4.368472523696775300e-01,-5.673854947090148926e-01
5.141154495818139880e-01,1.546454131603240967e-01,4.242930412292480469e-01,6.598688014742243313e-01,3.071707487106323242e-01,4.831524657901928310e-01,-4.794129729270935059e-01
9.383591337694546786e-01,4.116061925888061523e-01,8.297151923179626465e-01,8.971962576308816217e-01,1.088917478919029236e-01,6.590277198667615632e-01,-2.300549596548080444e-01
5.349833329495988776e-01,8.743852376937866211e-01,6.440185904502868652e-01,9.332445131611840639e-01,2.640422880649566650e-01,3.751812200743985248e-01,-1.374288648366928101e-01
3.884855174844244474e-01,1.560510247945785522e-01,4.770970344543457031e-01,7.079163105160120040e-01,3.107708990573883057e-01,5.352641126756372270e-01,-4.649990797042846680e-01
8.775133689692313776e-01,1.467281430959701538e-01,3.638289570808410645e-01,5.208815178359949005e-01,3.045580387115478516e-01,5.918786946024385820e-01,-4.860456585884094238e-01
9.419832179478559997e-01,1.512180268764495850e-01,3.795874714851379395e-01,8.421323225451782246e-01,3.042909204959869385e-01,4.078933039416323125e-01,-1.848517730832099915e-02
7.706209599031599300e-01,4.045434892177581787e-01,8.253844976425170898e-01,8.744682132719304724e-01,1.381251960992813110e-01,6.022326465484154623e-01,-1.392753273248672485e-01
9.192516490331482659e-01,1.469012498855590820e-01,3.642467856407165527e-01,5.556339304019051184e-01,3.045171797275543213e-01,5.692109317914396671e-01,-3.355025053024291992e-01
9.901502354427078600e-01,3.394440710544586182e-01,7.836667895317077637e-01,4.566806858048980677e-01,2.430495768785476685e-01,6.834179513906878389e-01,-4.672808945178985596e-01
7.902843446056277976e-01,3.577032685279846191e-01,7.826821804046630859e-01,8.667031374152587286e-01,2.421613186597824097e-01,4.645466175174746137e-01,-3.558689728379249573e-02
8.187671305486597939e-01,1.489241719245910645e-01,3.676102757453918457e-01,7.339842591966347918e-01,3.047500848770141602e-01,4.556973028647204882e-01,-1.049243360757827759e-01
6.288749292920630118e-01,1.533865034580230713e-01,4.120755791664123535e-01,7.464059053314411329e-01,3.056894838809967041e-01,5.243858019543429227e-01,-2.027113288640975952e-01
5.635750603778821866e-01,4.112216234207153320e-01,8.226902484893798828e-01,9.468997681840943814e-01,1.408686190843582153e-01,5.625984328528155221e-01,-9.057410061359405518e-02
6.181625866807352043e-01,8.446095585823059082e-01,7.777869105339050293e-01,9.758505053653301342e-01,2.237323075532913208e-01,4.290655016819299727e-01,-3.721337765455245972e-02
7.291047933503436163e-01,1.483044922351837158e-01,3.784378767013549805e-01,4.811290506183878435e-01,3.045320808887481689e-01,7.093884325916977041e-01,-9.852974414825439453e-01
7.471850315740293791e-01,1.457876414060592651e-01,3.628196120262145996e-01,3.926139670851737096e-01,3.048468828201293945e-01,5.646284414422202413e-01,-1.134323716163635254e+00
5.960791217116145901e-01,8.141942620277404785e-01,4.723442196846008301e-01,7.127558277119985242e-01,3.024877905845642090e-01,4.142525300360497820e-01,-2.300476878881454468e-01
4.973364580232041421e-01,8.510599136352539062e-01,5.203511714935302734e-01,6.855133839779312677e-01,2.992510199546813965e-01,3.789938051701592370e-01,-5.211584568023681641e-01
9.279491526483136798e-01,4.043708145618438721e-01,8.258922696113586426e-01,7.805194279542539970e-01,1.364690661430358887e-01,6.505385706658022293e-01,-2.288478463888168335e-01
7.785684032667434806e-01,4.116324186325073242e-01,8.295565843582153320e-01,9.618600301629609550e-01,1.095011383295059204e-01,6.281616883712366484e-01,-1.700298637151718140e-01
8.066645042802518262e-01,1.488751322031021118e-01,3.597173392772674561e-01,6.075734826148442291e-01,3.048419952392578125e-01,3.910879901809737880e-01,-2.238787561655044556e-01
8.915626947369164057e-01,4.131852388381958008e-01,8.305335640907287598e-01,9.985363397602271540e-01,1.018510833382606506e-01,7.270702180649342150e-01,-4.020952284336090088e-01
4.564256847649541537e-01,1.542287915945053101e-01,4.521508216857910156e-01,6.245973980953851701e-01,3.065479695796966553e-01,6.787029635289481000e-01,-8.748081922531127930e-01
8.647726534049677838e-01,3.624851703643798828e-01,7.982387542724609375e-01,8.261985126848001570e-01,2.236936986446380615e-01,5.025610313172761412e-01,-5.339839309453964233e-02
9.979411321311665306e-01,4.027638137340545654e-01,8.250333070755004883e-01,7.999244641699225777e-01,1.417672485113143921e-01,5.874244234863688074e-01,-1.176328808069229126e-01
3.998861530435080525e-01,1.506821364164352417e-01,4.488337337970733643e-01,5.916081725132888991e-01,3.078513145446777344e-01,6.384999671110207498e-01,-1.160115718841552734e+00
7.878357418038770543e-01,1.476061642169952393e-01,3.715106546878814697e-01,4.877513950264180109e-01,3.045228421688079834e-01,6.712964035699100496e-01,-8.089470267295837402e-01
6.954747988993341679e-01,4.062343835830688477e-01,8.265834450721740723e-01,8.286300223893632300e-01,1.303064972162246704e-01,7.029761279291431020e-01,-3.656449615955352783e-01
5.282375425490192233e-01,1.478098779916763306e-01,4.050151109695434570e-01,5.678021915859049473e-01,3.060402870178222656e-01,5.963554152710563994e-01,-1.048905372619628906e+00
6.585998218259339065e-01,1.580249965190887451e-01,3.795938193798065186e-01,6.326094049712188694e-01,3.054227828979492188e-01,4.036876930878617875e-01,-3.161296546459197998e-01
6.034943527163609822e-01,3.312880694866180420e-01,7.576172351837158203e-01,8.137111229013245239e-01,2.576379776000976562e-01,5.504937019322946323e-01,-1.272807866334915161e-01
7.384738984861967115e-01,1.527118682861328125e-01,3.758420050144195557e-01,7.373569294618949055e-01,3.050622940063476562e-01,4.469507659746799200e-01,-1.292765438556671143e-01
8.263541428955454293e-01,3.237118124961853027e-01,7.696228623390197754e-01,6.780120956743432847e-01,2.545534074306488037e-01,6.087616697108830799e-01,-2.424812316894531250e-01
8.003156933170199050e-01,1.479749083518981934e-01,3.682237267494201660e-01,7.008669790383350584e-01,3.047494888305664062e-01,4.896922785349635543e-01,-1.648921072483062744e-01
3.848681363964321922e-01,1.537938266992568970e-01,4.544096291065216064e-01,5.991017660267801137e-01,3.095662295818328857e-01,4.738919303842649144e-01,-8.612102270126342773e-01
4.458470987278169151e-01,1.490193009376525879e-01,4.254714548587799072e-01,4.098982549452985236e-01,3.075295984745025635e-01,4.596540225650331823e-01,-1.691673159599304199e+00
9.772784911867729019e-01,3.075740933418273926e-01,7.554393410682678223e-01,5.396737180709876291e-01,2.635141313076019287e-01,6.259380682890454128e-01,-3.113199472427368164e-01
