dynamic,controllable,controllable,dynamic,controllable,dynamic,output
2.414964693634579218e-01,8.961487629272238964e-01,5.188421164045694534e-01,2.332715660900597232e-02,4.626275669911361632e-01,6.422269925597116069e-01,2.681774668297608466e-01
1.631766110658645630e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.076559007167816162e-02,1.000000000000000000e+00,6.742437481880187988e-01,4.501214716583490372e-03
1.101776733994483948e-01,8.740609884262084961e-01,5.242533087730407715e-01,3.185300529003143311e-02,4.142454862594604492e-01,6.725259423255920410e-01,3.376990854740142822e-01
2.456338144838809967e-02,7.366659641265869141e-01,5.579156875610351562e-01,3.956398367881774902e-02,1.132799014449119568e-01,6.378964185714721680e-01,3.648470044136047363e-01
0.000000000000000000e+00,1.000000000000000000e+00,6.410342454910278320e-01,1.283999234437942505e-01,1.000000000000000000e+00,6.413673162460327148e-01,8.386641740798950195e-02
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.700585037469863892e-01,2.491068840026855469e-01,6.632236242294311523e-01,8.568807691335678101e-02
0.000000000000000000e+00,9.502170085906982422e-01,9.755737185478210449e-01,1.005799323320388794e-01,1.796565577387809753e-02,6.870107650756835938e-01,3.689505532383918762e-02
1.536555215716362000e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.656096756458282471e-02,1.000000000000000000e+00,6.732773184776306152e-01,2.574930526316165924e-02
0.000000000000000000e+00,5.710855126380920410e-01,4.421887919306755066e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.838387846946716309e-01,1.044865325093269348e-01
0.000000000000000000e+00,8.414008021354675293e-01,4.552988111972808838e-01,5.336229875683784485e-02,2.750895917415618896e-01,6.658034920692443848e-01,3.652610480785369873e-01
0.000000000000000000e+00,4.483642280101776123e-01,1.560581326484680176e-01,1.024032607674598694e-01,1.930867321789264679e-03,7.102346420288085938e-01,2.648927867412567139e-01
0.000000000000000000e+00,4.526445269584655762e-01,1.000000000000000000e+00,1.316808760166168213e-01,1.000000000000000000e+00,6.938148140907287598e-01,1.997654512524604797e-02
9.289447218179702759e-02,3.499601185321807861e-01,4.196010828018188477e-01,8.265044540166854858e-02,0.000000000000000000e+00,6.616293191909790039e-01,5.294601321220397949e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.992770314216613770e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.229292154312133789e-01,3.657597005367279053e-01
9.445350617170333862e-03,1.000000000000000000e+00,3.706735372543334961e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.523097753524780273e-01,3.632147610187530518e-02
3.046163916587829590e-02,3.018582165241241455e-01,3.747787475585937500e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.230212450027465820e-01,3.693283796310424805e-01
0.000000000000000000e+00,3.672250211238861084e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.611094474792480469e-01,2.343891113996505737e-01
8.805423229932785034e-02,1.014364287257194519e-01,3.198861777782440186e-01,8.340510725975036621e-02,1.593674570322036743e-01,6.863982677459716797e-01,1.434838175773620605e+00
1.199360936880111694e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.212369605898857117e-02,2.219565659761428833e-01,6.754397749900817871e-01,1.003307819366455078e+00
6.449214369058609009e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.403340399265289307e-01,6.545248627662658691e-01,5.707088708877563477e-01
5.230094492435455322e-02,0.000000000000000000e+00,9.452055692672729492e-01,1.211506387335248291e-04,3.277748525142669678e-01,6.446365714073181152e-01,6.588722467422485352e-01
1.148987337946891785e-01,1.508411318063735962e-01,5.094850659370422363e-01,1.939670369029045105e-02,1.481851488351821899e-01,6.007444262504577637e-01,1.299942255020141602e+00
4.551528021693229675e-02,9.392678737640380859e-03,4.197766780853271484e-01,1.138427257537841797e-01,5.092613697052001953e-01,5.629119277000427246e-01,1.339744567871093750e+00
7.421247195452451706e-03,8.221974968910217285e-02,4.949638620018959045e-02,1.182538792490959167e-01,3.517522811889648438e-01,5.479713678359985352e-01,1.408298015594482422e+00
8.144202828407287598e-02,1.064538303762674332e-02,1.000000000000000000e+00,1.240156590938568115e-01,3.284955918788909912e-01,5.930392742156982422e-01,9.623811841011047363e-01
1.765294224023818970e-01,3.766476735472679138e-02,0.000000000000000000e+00,1.794448047876358032e-01,5.112959742546081543e-01,5.584003329277038574e-01,9.104321002960205078e-01
1.465712338685989380e-01,1.788041889667510986e-01,2.988627254962921143e-01,1.333225369453430176e-01,3.235562443733215332e-01,5.562593936920166016e-01,2.262813806533813477e+00
2.366620302200317383e-01,2.189936339855194092e-01,7.822208106517791748e-02,1.626559793949127197e-01,3.249128460884094238e-01,5.851883292198181152e-01,2.098814010620117188e+00
1.764418333768844604e-01,1.912237405776977539e-01,1.000000000000000000e+00,1.939837336540222168e-01,2.161030322313308716e-01,5.859881043434143066e-01,1.153296709060668945e+00
1.841465979814529419e-01,2.225629240274429321e-01,3.702494800090789795e-01,2.466989904642105103e-01,3.208489120006561279e-01,5.495964884757995605e-01,2.844628572463989258e+00
2.267702221870422363e-01,1.362404823303222656e-01,4.099858403205871582e-01,2.329709380865097046e-01,3.093588948249816895e-01,5.658110380172729492e-01,3.008324384689331055e+00
2.326512485742568970e-01,0.000000000000000000e+00,3.984062075614929199e-01,2.061874419450759888e-01,2.917130887508392334e-01,5.690624117851257324e-01,2.694376945495605469e+00
2.722446918487548828e-01,1.463781446218490601e-01,4.289793372154235840e-01,2.882640659809112549e-01,3.105368614196777344e-01,6.096692085266113281e-01,3.187568187713623047e+00
3.491088151931762695e-01,1.640970110893249512e-01,4.531312882900238037e-01,2.376635670661926270e-01,3.128545880317687988e-01,5.746138691902160645e-01,2.861415386199951172e+00
3.148170113563537598e-01,1.278416514396667480e-01,3.976775109767913818e-01,3.227333426475524902e-01,2.988299131393432617e-01,5.661135315895080566e-01,2.880779504776000977e+00
3.658694028854370117e-01,6.234655156731605530e-02,5.328713059425354004e-01,2.486677616834640503e-01,3.953720927238464355e-01,5.373117923736572266e-01,2.302358150482177734e+00
4.531345963478088379e-01,4.919547140598297119e-01,3.366834223270416260e-01,2.142265737056732178e-01,1.836316436529159546e-01,5.097842216491699219e-01,1.095816493034362793e+00
3.767043650150299072e-01,2.959976438432931900e-03,4.531883001327514648e-01,2.820970416069030762e-01,1.168601661920547485e-01,4.903300404548645020e-01,1.239656567573547363e+00
3.293636143207550049e-01,4.943835437297821045e-01,9.025753736495971680e-01,2.863101661205291748e-01,5.126340389251708984e-01,4.715878069400787354e-01,4.745377302169799805e-01
4.222936034202575684e-01,9.911773204803466797e-01,1.254794299602508545e-01,3.145268261432647705e-01,8.364573717117309570e-01,4.617109894752502441e-01,1.130644232034683228e-01
4.590359330177307129e-01,4.058374464511871338e-02,9.861792922019958496e-01,2.555502653121948242e-01,9.197881221771240234e-01,4.487957358360290527e-01,1.142697408795356750e-02
4.433299303054809570e-01,4.559518396854400635e-02,1.728441007435321808e-02,2.640223503112792969e-01,2.668610513210296631e-01,4.592464566230773926e-01,1.454800128936767578e+00
4.826331138610839844e-01,5.990294218063354492e-01,2.013832796365022659e-03,2.171393185853958130e-01,4.827560484409332275e-01,4.564915895462036133e-01,4.208844602108001709e-01
5.397768616676330566e-01,9.732614755630493164e-01,9.560871124267578125e-01,1.776062399148941040e-01,4.444577917456626892e-02,4.246648252010345459e-01,7.654852420091629028e-02
4.918500185012817383e-01,9.536182880401611328e-01,9.742048978805541992e-01,1.726659387350082397e-01,9.652694463729858398e-01,4.450348317623138428e-01,5.094835534691810608e-02
5.237716436386108398e-01,2.003168500959873199e-02,5.944916605949401855e-01,8.939253538846969604e-02,2.824178040027618408e-01,4.152860343456268311e-01,9.025280475616455078e-01
5.530034899711608887e-01,1.911848634481430054e-01,6.367977708578109741e-02,1.241776272654533386e-01,9.688436985015869141e-01,3.780673146247863770e-01,3.294923342764377594e-03
5.030714869499206543e-01,9.752120375633239746e-01,1.021908000111579895e-01,9.300341457128524780e-02,1.578262634575366974e-02,4.020686745643615723e-01,5.673196911811828613e-02
5.910861492156982422e-01,4.059367626905441284e-02,5.185384154319763184e-01,7.380665838718414307e-02,5.971634387969970703e-01,4.056748449802398682e-01,2.393949031829833984e-01
5.725320577621459961e-01,1.889728009700775146e-01,9.390193223953247070e-01,1.447985619306564331e-01,3.012510389089584351e-02,4.329324960708618164e-01,1.832769215106964111e-01
6.382305622100830078e-01,1.066020876169204712e-02,2.157164365053176880e-02,5.866590514779090881e-02,3.972416222095489502e-01,4.783568680286407471e-01,5.545071959495544434e-01
7.362692356109619141e-01,9.826538711786270142e-02,1.304376497864723206e-02,8.254548162221908569e-02,9.538407623767852783e-02,4.965912997722625732e-01,2.854130864143371582e-01
7.659276127815246582e-01,8.632969856262207031e-01,7.050514966249465942e-02,1.445044856518507004e-02,9.969374537467956543e-01,4.776025414466857910e-01,9.889279026538133621e-04
7.430495023727416992e-01,9.582273960113525391e-01,9.874755144119262695e-01,9.759161621332168579e-02,3.878586590290069580e-01,4.930366575717926025e-01,3.669545799493789673e-02
7.962540388107299805e-01,9.191363453865051270e-01,3.975586034357547760e-03,2.886646240949630737e-02,2.996982932090759277e-01,5.288276076316833496e-01,5.160075053572654724e-02
7.997085452079772949e-01,1.820740997791290283e-01,9.556285142898559570e-01,1.066064611077308655e-01,4.509204924106597900e-01,5.185691714286804199e-01,2.681937813758850098e-01
7.904360294342041016e-01,1.617655307054519653e-01,9.742035269737243652e-01,2.813155576586723328e-02,9.726427197456359863e-01,5.088180899620056152e-01,7.884766673669219017e-04
7.739380002021789551e-01,9.747099876403808594e-01,3.067720830440521240e-01,9.014701843261718750e-02,6.462390422821044922e-01,4.790180027484893799e-01,1.036635600030422211e-02
8.053302764892578125e-01,9.841392636299133301e-01,9.687201976776123047e-01,1.782339513301849365e-01,7.444861531257629395e-01,4.321814477443695068e-01,5.530530586838722229e-03
7.860628962516784668e-01,2.488052397966384888e-01,1.085644960403442383e-02,2.558766603469848633e-01,6.668863296508789062e-01,4.408327341079711914e-01,6.822438538074493408e-02
8.319377303123474121e-01,1.217648535966873169e-01,4.970165491104125977e-01,3.470610380172729492e-01,3.314474523067474365e-01,4.622776806354522705e-01,6.846778392791748047e-01
9.113170504570007324e-01,9.944121837615966797e-01,1.826235949993133545e-01,3.739590048789978027e-01,5.808046832680702209e-02,4.330477714538574219e-01,1.517455931752920151e-02
8.815027475357055664e-01,2.126611396670341492e-02,3.535002171993255615e-01,2.895841598510742188e-01,9.957649707794189453e-01,4.650186002254486084e-01,1.253803842701017857e-03
9.137309789657592773e-01,5.313798189163208008e-01,9.789962768554687500e-01,2.196730822324752808e-01,1.663898527622222900e-01,4.703201949596405029e-01,1.303246766328811646e-01
9.423513412475585938e-01,9.402496218681335449e-01,7.684499621391296387e-01,2.373542636632919312e-01,9.991542100906372070e-01,4.961222112178802490e-01,4.559665685519576073e-04
9.660657048225402832e-01,9.631852060556411743e-02,9.438539743423461914e-01,1.491399854421615601e-01,7.289471030235290527e-01,5.190882086753845215e-01,1.139143761247396469e-02
9.249356389045715332e-01,2.168975537642836571e-03,5.018036365509033203e-01,1.762017905712127686e-01,1.789587438106536865e-01,5.545073151588439941e-01,3.965493142604827881e-01
8.949651718139648438e-01,9.677212834358215332e-01,7.324215769767761230e-01,1.036837100982666016e-01,1.411648001521825790e-02,5.759227871894836426e-01,1.313639059662818909e-02
9.310293197631835938e-01,3.712242543697357178e-01,2.094292938709259033e-01,1.434418410062789917e-01,4.203048646450042725e-01,5.621143579483032227e-01,3.360993564128875732e-01
8.648151159286499023e-01,5.560725927352905273e-01,1.017807573080062866e-01,1.045258417725563049e-01,1.244784984737634659e-02,5.608996748924255371e-01,6.962896138429641724e-02
8.953603506088256836e-01,3.318330347537994385e-01,3.707022173330187798e-03,1.767438054084777832e-01,9.531364440917968750e-01,6.073589324951171875e-01,4.168779705651104450e-04
8.473461270332336426e-01,4.593763966113328934e-03,3.341709971427917480e-01,1.721255779266357422e-01,6.943846940994262695e-01,6.103129982948303223e-01,6.069661676883697510e-02
8.726516962051391602e-01,1.654776334762573242e-01,4.758536070585250854e-02,2.463450431823730469e-01,2.907459139823913574e-01,6.451956629753112793e-01,7.370062470436096191e-01
7.858983874320983887e-01,2.657034620642662048e-02,9.815423488616943359e-01,2.250308990478515625e-01,2.793059647083282471e-01,6.539481878280639648e-01,5.824767351150512695e-01
