dynamic,controllable,controllable,dynamic,controllable,dynamic,output
5.060821516897733713e-02,2.707965970039367676e-01,6.851524710655212402e-01,5.662147758264863828e-01,2.825916409492492676e-01,7.917822323029602982e-01,-1.242478847503662109e+00
1.404554806074975737e-01,4.061583876609802246e-01,8.254951834678649902e-01,6.984090075035209733e-01,1.294698417186737061e-01,9.585985482747030328e-01,-1.245026469230651855e+00
2.119500705445398203e-01,4.131422340869903564e-01,8.302450776100158691e-01,9.938105254493720953e-01,1.018353477120399475e-01,9.265311265122549989e-01,-1.076965570449829102e+00
7.467390340922949732e-02,3.161716461181640625e-01,7.478712201118469238e-01,4.490124911946838937e-01,2.601482272148132324e-01,8.788320310235537836e-01,-1.714760541915893555e+00
1.225707863975578765e-01,4.109044075012207031e-01,8.287064433097839355e-01,7.778315156922267493e-01,1.113881766796112061e-01,9.990781252352120001e-01,-1.212156295776367188e+00
3.788019429951461348e-01,4.111018776893615723e-01,8.290473222732543945e-01,8.067478666113875319e-01,1.107180863618850708e-01,9.519752777672431110e-01,-1.169157028198242188e+00
3.884141463860555366e-01,4.108761548995971680e-01,8.288878202438354492e-01,8.110014298961939483e-01,1.116482913494110107e-01,9.294403191672249154e-01,-1.128825545310974121e+00
4.472052761559414807e-02,4.120145440101623535e-01,8.292418718338012695e-01,8.852561068795313792e-01,1.065664142370223999e-01,8.947175229806648700e-01,-1.018038630485534668e+00
3.016220079820371436e-01,3.916405737400054932e-01,8.168212771415710449e-01,5.570240092265115184e-01,1.714106053113937378e-01,9.736679726803192381e-01,-1.417355418205261230e+00
1.073839538479101352e-01,1.573313623666763306e-01,4.876168668270111084e-01,4.924562894906356902e-01,3.095251321792602539e-01,7.543785940997057571e-01,-1.944345831871032715e+00
9.608283850531688930e-02,3.708580136299133301e-01,8.001359105110168457e-01,5.456118660178180813e-01,2.092012465000152588e-01,9.017357130009080457e-01,-1.423606753349304199e+00
2.514472099414406525e-01,4.124960601329803467e-01,8.296372890472412109e-01,9.374353710171378085e-01,1.045529693365097046e-01,8.745744137589294143e-01,-9.459683299064636230e-01
1.889623961114806627e-01,4.113006889820098877e-01,8.288442492485046387e-01,8.337231410110809149e-01,1.096571534872055054e-01,9.357861645548676277e-01,-1.136723875999450684e+00
8.985950522733422707e-02,1.547040641307830811e-01,4.819739758968353271e-01,3.372854878389591748e-01,3.099833428859710693e-01,7.717691655320997324e-01,-2.762858152389526367e+00
3.318321693664416649e-01,1.712268590927124023e-01,5.100902915000915527e-01,5.035793367641948626e-01,3.051201403141021729e-01,8.247460985673218392e-01,-1.595947861671447754e+00
2.832287155030480674e-01,1.556651592254638672e-01,4.698956608772277832e-01,4.130632231959570078e-01,3.076633810997009277e-01,8.024409899336573115e-01,-2.341617822647094727e+00
8.293253022390666140e-02,3.832415044307708740e-01,8.091859221458435059e-01,6.060088026213064083e-01,1.886860728263854980e-01,8.848245337630237239e-01,-1.255013704299926758e+00
1.413217115823723648e-02,4.070424139499664307e-01,8.257851004600524902e-01,7.492297941970715858e-01,1.261377930641174316e-01,8.896144001873187435e-01,-1.063282251358032227e+00
